ufs_serial,run_wf_xy,prob,health
S00131,0000017_3_63_24,0.43455893954384617,0.0
S00132,0000017_9_37_26,0.5298691457396498,0.0
S00133,0000017_9_35_15,0.5272088824100994,0.0
S00134,0000017_11_39_25,0.4984520258187429,0.0
S00135,0000018_24_27_14,0.5377016780348546,0.0024002704530087
S00136,0000001_22_29_23,0.45954399774280885,0.0024124339857098
S00137,0000001_1_62_25,0.4851088955698587,0.0
S00138,0000009_20_36_24,0.47257843934946486,0.0024209654634906
S00139,0000018_24_19_25,0.5408492253792215,0.0023857183316292
S00142,0000001_17_25_28,0.5111228247256688,0.0023883666839667
S00144,0000020_8_25_17,0.5297637872903143,0.0
S00145,0000001_17_60_25,0.4835692625383535,0.0048074365336157
S00146,0000001_1_48_16,0.5250268267043684,0.0
S00148,0000001_17_21_22,0.48233919442168327,0.0023848940713548
S00149,0000001_17_45_19,0.46644881254953263,0.0
S00150,0000020_10_45_21,0.4801326072508021,0.0024284534611569
S00151,0000001_9_37_22,0.4562138944913659,0.0
S00152,0000017_25_45_27,0.42412044536376386,0.0
S00153,0000001_7_47_24,0.4560541068340221,0.0
S00154,0000001_15_48_24,0.4841813306686334,0.0024048348309115
S00155,0000001_10_39_13,0.475879123860946,0.0
S00156,0000001_11_25_17,0.492578288749701,0.0
S00157,0000009_7_29_17,0.4778698312873555,0.0023905723905723
S00158,0000001_11_39_30,0.47786863329571216,0.0
S00162,0000001_23_16_22,0.47970935852552116,0.0
S00164,0000017_19_41_12,0.4662063616125492,0.0
S00165,0000001_23_55_25,0.48001714891578934,0.0
S00166,0000001_23_33_21,0.4890345017905591,0.0
S00168,0000007_10_25_22,0.5722773272980809,0.0044468304030778
S00169,0000007_5_44_15,0.5760222878801745,0.002185201306724
S00170,0000007_5_32_12,0.5322127076203047,0.0
S00171,0000007_10_37_22,0.5802706433520264,0.002232734493277
S00174,0000007_20_40_22,0.5368471696671574,0.0
S00175,0000007_21_46_13,0.5404176046618023,0.0
S00177,0000021_19_40_29,0.4796626162483075,0.0043713251623854
S00178,0000021_19_46_28,0.4891623393412103,0.0
S00180,0000021_22_54_28,0.4320568843438802,0.0
S00181,0000021_22_33_20,0.5064049373699469,0.0
S00183,0000021_22_55_14,0.42494465930891334,0.0
S00185,0000021_24_54_16,0.48323413327506326,0.0
S00186,0000021_25_55_25,0.45401764110668064,0.0
S00187,0000021_11_35_14,0.4631327296941044,0.0023849627379564
S00188,0000021_24_34_12,0.4457437378529596,0.0
S00189,0000021_11_40_25,0.4130605473693341,0.0
S00191,0000021_9_31_21,0.44256540778525144,0.0
S00192,0000021_8_42_14,0.4568909879369077,0.0
S00193,0000021_9_17_24,0.44158757595884224,0.0
S00194,0000021_8_47_20,0.42415249059802185,0.0023942345675443
S00199,0000008_6_28_27,0.537941806311947,0.0
S00201,0000008_6_35_28,0.49944275566982615,0.0
S00202,0000008_6_40_24,0.5381858861982023,0.0
S00205,0000008_24_19_24,0.531686616180308,0.0024191978193146
S00206,0000016_3_14_20,0.47972713754782187,0.0
S00207,0000016_3_47_21,0.5123921085377914,0.0024246859373094
S00208,0000008_12_60_17,0.5165284030265976,0.0
S00210,0000008_12_51_18,0.5319056815289859,0.0
S00211,0000016_15_26_16,0.5359927320772181,0.0024002356770644
S00214,0000002_16_54_27,0.5046797401019218,0.0
S00216,0000002_14_39_30,0.49231309698691245,0.0
S00217,0000002_22_35_18,0.5280970828616144,0.0
S00218,0000004_22_56_15,0.4987861656846505,0.0
S00220,0000004_10_33_26,0.5769289746037174,0.0048111362800333
S00221,0000006_23_50_17,0.5484866977445249,0.0024405814181889
S00223,0000004_4_32_29,0.5278610215161716,0.0
S00226,0000004_4_37_16,0.5539552209388227,0.0
S00227,0000009_6_47_25,0.4679430843736367,0.0
S00229,0000003_10_41_20,0.5163946924312222,0.0
S00233,0000011_23_16_18,0.45681863680986284,0.0
S00237,0000011_19_38_25,0.5151907001605747,0.0
S00238,0000016_25_37_23,0.4799329173749636,0.0
S00245,0000009_7_47_29,0.49672753432208544,0.0
S00247,0000008_22_40_17,0.5146272170034991,0.0
S00248,0000009_2_61_20,0.5104125691923348,0.0048394556829523
S00249,0000009_2_17_26,0.5062247338004078,0.0072902762090563
S00252,0000001_16_16_19,0.5092490645904749,0.0
S00253,0000008_14_19_17,0.5305484309901334,0.0
