ufs_serial,position,split,health,clf_proba
S00000,1,train,0.0,0.28266368451017904
S00002,1,train,0.0,0.33908474227204816
S00003,1,train,0.0,0.4536657690044851
S00004,1,train,0.0,0.17895993586438183
S00009,1,train,0.0,0.40613669320889173
S00012,1,train,0.0,0.30664337253859025
S00013,1,train,0.0,0.25315842392314625
S00015,1,train,0.0,0.501020279084328
S00017,1,train,0.0,0.5149210454647593
S00018,1,train,0.0,0.3706433162532338
S00020,1,train,0.0,0.4296357268894699
S00021,1,train,0.0,0.7976750555285538
S00022,1,train,0.0,0.5066298010634347
S00023,1,train,0.0,0.49526068444631227
S00024,1,train,0.0,0.5730483039250316
S00025,1,train,0.0,0.5539803482085283
S00026,1,train,0.0,0.5354958709097554
S00027,1,train,0.0,0.6181485549135054
S00028,1,train,0.0,0.6395364558199448
S00029,1,train,0.0,0.42374745988602686
S00031,1,train,0.0,0.624812435556673
S00032,1,train,0.0024556306573382,0.6508920002176242
S00034,1,train,0.0,0.5927462905037375
S00035,1,train,0.0,0.7197203421906031
S00037,1,train,0.0024203995363741,0.5385163575560058
S00038,1,train,0.0,0.639046351424725
S00039,1,train,0.0024294149851399,0.3817702727399727
S00041,1,train,0.0024488066378919,0.7029445249001387
S00042,1,train,0.0024355223631917,0.6522012365159099
S00043,1,train,0.0,0.46871721823324186
S00044,1,train,0.0,0.4452239791256713
S00047,1,train,0.0024454088310256,0.5625299760874177
S00049,1,train,0.0,0.4107796746707981
S00051,1,train,0.0023918839575332,0.43328408619922626
S00052,1,train,0.0,0.5427246454584911
S00056,1,train,0.0024112401634015,0.5638217557789532
S00057,1,train,0.0,0.24265121731608869
S00058,1,train,0.0,0.654036282146801
S00059,1,train,0.00240752581914,0.5131529788209769
S00061,1,train,0.0,0.41871554859125193
S00062,1,train,0.0,0.3324993643793315
S00063,1,train,0.0,0.29495311638845123
S00064,1,train,0.0,0.44525745928072774
S00065,1,train,0.0,0.3757596541478579
S00068,1,train,0.0096413121496052,0.40750887825343474
S00069,1,train,0.0024141213958187,0.4085762625099845
S00071,1,train,0.0,0.4518160141081854
S00072,1,train,0.0,0.48094275138419323
S00075,1,train,0.0,0.46124017182076305
S00079,1,train,0.0,0.44881361058366104
S00080,1,train,0.0024551575598599,0.6115534414584117
S00081,1,train,0.0048692551117381,0.5235840755267785
S00084,1,train,0.0,0.6611626350130981
S00086,1,train,0.0,0.5564668116057866
S00087,1,train,0.0071833265884257,0.48442684832574046
S00092,1,train,0.0,0.5103506082766595
S00096,1,train,0.0,0.5709125202745442
S00098,1,train,0.0,0.6910791615597837
S00099,1,train,0.002429023161249,0.33106790802631675
S00101,1,train,0.0047811447811447,0.6742975995383219
S00103,1,train,0.0023947190902958,0.5817875383684595
S00106,1,train,0.0,0.6517730238175098
S00108,1,train,0.0,0.6616721758273
S00109,1,train,0.0024466006035276,0.45750821073475667
S00111,1,train,0.0,0.6406244906329516
S00113,1,train,0.0,0.6361769891191194
S00114,1,train,0.0,0.4885930386048484
S00116,1,train,0.0,0.5508699999481924
S00120,1,train,0.0,0.3743582192045934
S00121,1,train,0.0,0.709940822804294
S00122,1,train,0.0,0.5498531811766267
S00123,1,train,0.0120079634300735,0.4371816708182239
S00124,1,train,0.0,0.7091660736547867
S00126,1,train,0.0145181549966406,0.3936849832881324
S00127,1,train,0.0,0.46973415832042653
S00128,1,train,0.0023878847281078,0.388469189094714
S00129,1,train,0.0071621056878935,0.40843390047711803
S00130,1,train,0.0048756321399316,0.4823609346216791
S00131,1,train,0.0,0.4298805172459256
S00132,1,train,0.0,0.5579072084289431
S00133,1,train,0.0,0.5216104869495405
S00134,1,train,0.0,0.37157337044476135
S00135,1,train,0.0024002704530087,0.3939608291159427
S00136,1,train,0.0024124339857098,0.569148026312042
S00137,1,train,0.0,0.5379502000290144
S00138,1,train,0.0024209654634906,0.45190030565284306
S00139,1,train,0.0023857183316292,0.41043457278593487
S00142,1,train,0.0023883666839667,0.5691816406045075
S00144,1,train,0.0,0.57966725138007
S00145,1,train,0.0048074365336157,0.4647452398911327
S00146,1,train,0.0,0.6647109198928055
S00148,1,train,0.0023848940713548,0.5124052595034612
S00149,1,train,0.0,0.5655549303232316
S00150,1,train,0.0024284534611569,0.6627782918462739
S00151,1,train,0.0,0.46638800401260133
S00152,1,train,0.0,0.19797176937656474
S00153,1,train,0.0,0.3301639009782048
S00154,1,train,0.0024048348309115,0.48450348368750745
S00155,1,train,0.0,0.45688422226074704
S00156,1,train,0.0,0.38275301045438637
S00157,1,train,0.0023905723905723,0.5340285744954615
S00158,1,train,0.0,0.48142112419627586
S00162,1,train,0.0,0.4983151736136438
S00164,1,train,0.0,0.30057406350095783
S00165,1,train,0.0,0.4647813992875855
S00166,1,train,0.0,0.5315479132510856
S00168,1,train,0.0044468304030778,0.5145560539491454
S00169,1,train,0.002185201306724,0.5980673114055414
S00170,1,train,0.0,0.5468192059946667
S00171,1,train,0.002232734493277,0.5584053723340938
S00174,1,train,0.0,0.4266800491032418
S00175,1,train,0.0,0.7142039408808291
S00177,1,train,0.0043713251623854,0.48410156684806427
S00178,1,train,0.0,0.436310688864708
S00180,1,train,0.0,0.5035354262854703
S00181,1,train,0.0,0.33875072859360317
S00183,1,train,0.0,0.4295453972056218
S00185,1,train,0.0,0.5663574684186568
S00186,1,train,0.0,0.41369296495760904
S00187,1,train,0.0023849627379564,0.4953946265064698
S00188,1,train,0.0,0.533537392399523
S00189,1,train,0.0,0.3467145697346678
S00191,1,train,0.0,0.40900240123073345
S00192,1,train,0.0,0.46203829404186647
S00193,1,train,0.0,0.46672712106690845
S00194,1,train,0.0023942345675443,0.3943903981960849
S00199,1,train,0.0,0.4246832641886125
S00201,1,train,0.0,0.5326679108496397
S00202,1,train,0.0,0.5347338133105934
S00205,1,train,0.0024191978193146,0.6526016922100893
S00206,1,train,0.0,0.5703411966972165
S00207,1,train,0.0024246859373094,0.4641927260282348
S00208,1,train,0.0,0.5682535363262354
S00210,1,train,0.0,0.42119972329417976
S00211,1,train,0.0024002356770644,0.6046773805653902
S00214,1,train,0.0,0.44302328218936143
S00216,1,train,0.0,0.5294831476121261
S00217,1,train,0.0,0.49676644660028646
S00218,1,train,0.0,0.5908818387252444
S00220,1,train,0.0048111362800333,0.7898227035729145
S00221,1,train,0.0024405814181889,0.5076326803650508
S00223,1,train,0.0,0.5624053947342255
S00226,1,train,0.0,0.6428596981709432
S00227,1,train,0.0,0.4389527800419106
S00229,1,train,0.0,0.4538953721993272
S00233,1,train,0.0,0.4847742915074461
S00237,1,train,0.0,0.47785577584639927
S00238,1,train,0.0,0.4678620707191523
S00245,1,train,0.0,0.5878215847699527
S00247,1,train,0.0,0.5166793637220185
S00248,1,train,0.0048394556829523,0.6192263369068831
S00249,1,train,0.0072902762090563,0.5275410520902649
S00252,1,train,0.0,0.6207546006165963
S00253,1,train,0.0,0.6136874402959415
S00257,1,train,0.0122792453576052,0.33738351298552466
S00258,1,train,0.004889013491513,0.6222048275477268
S00259,1,train,0.0,0.4796150617329211
S00260,1,train,0.0,0.5585575431910675
S00261,1,train,0.0,0.32503701504657323
S00262,1,train,0.0,0.37326385384708594
S00264,1,train,0.0,0.5990222769987069
S00265,1,train,0.0021986286219862,0.5640337702945484
S00267,1,train,0.0022214176846302,0.5372318894462308
S00268,1,train,0.0,0.6143764990516312
S00269,1,train,0.0,0.5359475789879639
S00270,1,train,0.0021931566452205,0.5930277210455919
S00271,1,train,0.0,0.39146219989241166
S00273,1,train,0.0023947190902958,0.30522092252242805
S00275,1,train,0.0,0.5048865199550693
S00277,1,train,0.0,0.771329957552211
S00278,1,train,0.0024270303793883,0.540157785565951
S00283,1,train,0.0,0.4481596083143782
S00284,1,train,0.0,0.5470043513428757
S00289,1,train,0.0,0.32632619778364397
S00290,1,train,0.0024540301396377,0.5879163487136673
S00294,1,train,0.0,0.4937777372242504
S00296,1,train,0.0,0.6600552995603862
S00297,1,train,0.0048750582407611,0.6439924771447827
S00302,1,train,0.0,0.639074581187726
S00303,1,train,0.0044147169073886,0.5400228538992057
S00308,1,train,0.0,0.4467581363503756
S00309,1,train,0.0021791077496437,0.4256060779683426
S00310,1,train,0.0156605896916497,0.4907525928900722
S00311,1,train,0.0,0.4282169178770514
S00312,1,train,0.0022374990433228,0.4034473463342717
S00313,1,train,0.0,0.3957289206966425
S00314,1,train,0.0021928953719759,0.41713983113528247
S00315,1,train,0.0021781336418657,0.5718156604971746
S00316,1,train,0.0,0.503986142737214
S00318,1,train,0.0022137295775651,0.386862361079388
S00319,1,train,0.0021892730027839,0.4940207945878564
S00321,1,train,0.0,0.31231396474281575
S00323,1,train,0.0,0.5412589157823623
S00324,1,train,0.002440437609255,0.6374116873577865
S00325,1,train,0.0,0.6058184046275571
S00326,1,train,0.0,0.49516089177986816
S00327,1,train,0.0044787484736659,0.42067234375058354
S00328,1,train,0.0,0.5455334467305758
S00329,1,train,0.0021770745724698,0.3707157253812548
S00331,1,train,0.0,0.41666030776840973
S00332,1,train,0.0,0.6026832192191554
S00334,1,train,0.0072413089722295,0.5183009422763427
S00335,1,train,0.0,0.5483937824505496
S00336,1,train,0.0,0.30853337378212603
S00339,1,train,0.0,0.4864117885655224
S00340,1,train,0.0,0.6416505532644531
S00341,1,train,0.0,0.5564523688743344
S00342,1,train,0.0239999227366672,0.5151724076748915
S00343,1,train,0.0071593200806683,0.4173284580205281
S00344,1,train,0.0,0.4263250596849712
S00347,1,train,0.0,0.45144955574391454
S00349,1,train,0.0,0.4448656803500188
S00350,1,train,0.0022072702240579,0.4653281507726652
S00351,1,train,0.0,0.5276492131434743
S00352,1,train,0.0,0.613748612118385
S00354,1,train,0.0047855643499528,0.5747331279660686
S00356,1,train,0.0,0.5721110785374123
S00357,1,train,0.0,0.5764641895849483
S00358,1,train,0.0,0.46097703074563084
S00360,1,train,0.0,0.47624219266935885
S00361,1,train,0.0024229128580134,0.6395599617486474
S00362,1,train,0.0,0.6367785067211648
S00363,1,train,0.0,0.5665102717349495
S00366,1,train,0.0044445636815653,0.4797764391009695
S00369,1,train,0.0,0.5967424694090402
S00371,1,train,0.0087046378029984,0.5776201915709788
S00373,1,train,0.0023894345645892,0.47174155157804604
S00376,1,train,0.0022044799290308,0.5789279969184357
S00377,1,train,0.0066640743372799,0.4710779789317062
S00378,1,train,0.0,0.48585319254982007
S00379,1,train,0.0024318042813455,0.47303463502137727
S00380,1,train,0.0,0.6042044889769984
S00383,1,train,0.0,0.728601586112691
S00384,1,train,0.0043461531734788,0.5507997465364873
S00388,1,train,0.0,0.4544848609499847
S00389,1,train,0.0120899864747837,0.4841657127837546
S00390,1,train,0.0,0.35022594600825985
S00393,1,train,0.0,0.5085916393702477
S00395,1,train,0.0,0.5379151730158831
S00396,1,train,0.0,0.5937171958273909
S00398,1,train,0.0,0.6357432626108439
S00400,1,train,0.0,0.5079065233268416
S00402,1,train,0.0,0.40730159162047874
S00403,1,train,0.0043498619334567,0.485992765058293
S00404,1,train,0.0,0.39348612099652336
S00405,1,train,0.0,0.5217120119110379
S00406,1,train,0.0,0.3861743340567907
S00408,1,train,0.0022408584697236,0.519113871150757
S00409,1,train,0.002175502182068,0.529480629261458
S00410,1,train,0.0,0.5797291182987183
S00411,1,train,0.0,0.3876804318065894
S00412,1,train,0.0,0.2609617844500399
S00416,1,train,0.0,0.5346042305728692
S00417,1,train,0.0065888903619249,0.6144438838302275
S00420,1,train,0.0067010031280336,0.6431756506276446
S00423,1,train,0.0022000593174946,0.7277717486740357
S00429,1,train,0.0,0.531231867984091
S00430,1,train,0.0065350023668016,0.7433625325958433
S00432,1,train,0.0,0.5649086197438794
S00434,1,train,0.002191705914519,0.4446184532731783
S00435,1,train,0.0,0.6013189540954746
S00436,1,train,0.0,0.7051754161016691
S00438,1,train,0.0,0.4493498858122787
S00439,1,train,0.0,0.5087041336108019
S00440,1,train,0.0122367980460517,0.39383585327393045
S00441,1,train,0.0,0.3774948349408478
S00446,1,train,0.0,0.4448917401538789
S00448,1,train,0.012265971677205,0.5792791776304909
S00450,1,train,0.0,0.6335373796779276
S00452,1,train,0.0048683965637152,0.5115243117890667
S00453,1,train,0.0024367761990213,0.5736298579881896
S00454,1,train,0.0,0.6255968464977063
S00455,1,train,0.0,0.48658096686026736
S00456,1,train,0.0,0.5281653313195811
S00457,1,train,0.0047714366632584,0.3887590454487674
S00461,1,train,0.0,0.38425101725634264
S00462,1,train,0.0,0.4119356488451616
S00463,1,train,0.0,0.45691464834028916
S00464,1,train,0.0,0.2952911786457267
S00465,1,train,0.0,0.4031311846329442
S00467,1,train,0.0047907539412867,0.47798088275299677
S00469,1,train,0.0024476488781198,0.5945880952566457
S00470,1,train,0.0,0.36808934144306615
S00472,1,train,0.0,0.3258752373860021
S00473,1,train,0.0,0.5122130087715053
S00475,1,train,0.0,0.43278496133930056
S00476,1,train,0.0048258518065386,0.5000247144175051
S00478,1,train,0.0,0.529935011097213
S00482,1,train,0.0,0.39059723326465035
S00483,1,train,0.0,0.2695527789453964
S00484,1,train,0.0,0.5421983668402732
S00485,1,train,0.0,0.5690825744267394
S00486,1,train,0.0023937848290876,0.37981730976878897
S00487,1,train,0.0047925556278778,0.5002508325564111
S00488,1,train,0.0024354507544016,0.3662634348123179
S00491,1,train,0.0,0.4867643717306454
S00493,1,train,0.0,0.5461946562170632
S00495,1,train,0.0,0.4198468765380961
S00497,1,train,0.0043514615044499,0.4191922483750125
S00498,1,train,0.0,0.26330500048794436
S00499,1,train,0.0,0.3883703095323563
S00500,1,train,0.0021848266645565,0.4163817529904968
S00501,1,train,0.0021832142888519,0.6227712883993296
S00502,1,train,0.0022247289590775,0.6590767322438578
S00503,1,train,0.0,0.6395746261539239
S00505,1,train,0.0,0.636643340523533
S00510,1,train,0.0022227290819726,0.6204169676321484
S00512,1,train,0.0043474647807241,0.5403709217691136
S00513,1,train,0.0,0.4743355267351536
S00514,1,train,0.0,0.4506695419243165
S00515,1,train,0.0065527516282994,0.5203531802660604
S00516,1,train,0.0,0.5062302628698765
S00518,1,train,0.0,0.5551590420325997
S00519,1,train,0.0,0.5465553435223742
S00520,1,train,0.0,0.45572833197859397
S00521,1,train,0.004380398378283,0.655384275625422
S00522,1,train,0.0,0.48777052327924647
S00523,1,train,0.0,0.4972442182862603
S00524,1,train,0.0073659093266936,0.5237720692819098
S00525,1,train,0.0022026334100044,0.5210417595333334
S00527,1,train,0.0022325840475805,0.49831879456937256
S00529,1,train,0.0022204351516776,0.557016328237319
S00531,1,train,0.0,0.2633278568266672
S00537,1,train,0.0,0.498067485587975
S00538,1,train,0.0,0.6347184955213732
S00539,1,train,0.0,0.5284208441834914
S00540,1,train,0.0043980160257686,0.5305781012111747
S00543,1,train,0.0024125042473666,0.4858655487734172
S00545,1,train,0.0,0.4742216720195251
S00547,1,train,0.0024299851365094,0.45810492739821723
S00548,1,train,0.0022212091958954,0.6514693135699373
S00550,1,train,0.0048952977562397,0.46312023565468763
S00551,1,train,0.0,0.463157598471584
S00552,1,train,0.0021787351938066,0.3503494421515319
S00553,1,train,0.0,0.5321977161232132
S00554,1,train,0.0,0.5845328295671843
S00555,1,train,0.0,0.5337329725676795
S00557,1,train,0.0086994954467681,0.48960016144577095
S00558,1,train,0.0,0.5429199393364603
S00559,1,train,0.0,0.6042907081000423
S00560,1,train,0.0,0.5399705881901675
S00561,1,train,0.0,0.6369872738930066
S00562,1,train,0.0109444848164541,0.5691255938084201
S00564,1,train,0.0,0.45756565400599475
S00565,1,train,0.0,0.5357441764076104
S00566,1,train,0.0,0.5613431056451982
S00567,1,train,0.0,0.53443788745255
S00568,1,train,0.0,0.5667851866919964
S00570,1,train,0.0022028091356744,0.16124308899702278
S00571,1,train,0.0,0.36019036529089116
S00574,1,train,0.0,0.28570506143409763
S00577,1,train,0.0,0.33146492106785913
S00579,1,train,0.0,0.40604478949512735
S00580,1,train,0.0022136704169895,0.5129857563396871
S00581,1,train,0.0,0.5370387800527063
S00582,1,train,0.0022362909068002,0.479282469878409
S00583,1,train,0.0,0.3899103599563907
S00584,1,train,0.0,0.1665858135064809
S00585,1,train,0.0,0.3941783817136436
S00586,1,train,0.0,0.2709267283878615
S00587,1,train,0.0,0.2854936134365701
S00588,1,train,0.0,0.36482130306474914
S00589,1,train,0.0,0.17072688866984626
S00590,1,train,0.0,0.4151219234533924
S00593,1,train,0.0,0.2558776064449743
S00594,1,train,0.0,0.2487057106446828
S00598,1,train,0.0,0.44369089259216327
S00599,1,train,0.0,0.47479728791665843
S00600,1,train,0.0,0.5218459630540718
S00603,1,train,0.0,0.423601612542629
S00605,1,train,0.0,0.45364303080778934
S00606,1,train,0.0,0.6850161322221053
S00607,1,train,0.0,0.5631131882100598
S00612,1,train,0.0,0.6781344657611131
S00614,1,train,0.0,0.5407576926438781
S00616,1,train,0.0,0.5990079056377245
S00617,1,train,0.0,0.5372821715665841
S00618,1,train,0.0,0.6648027043036462
S00619,1,train,0.0,0.5651851987645707
S00621,1,train,0.0,0.6833049607003265
S00624,1,train,0.0,0.6371342999755875
S00626,1,train,0.0,0.4918873764226145
S00629,1,train,0.0,0.6605874170685853
S00630,1,train,0.0,0.6102586275816927
S00632,1,train,0.0,0.40668033617598054
S00634,1,train,0.0,0.5583291986993141
S00635,1,train,0.0,0.515891479399565
S00636,1,train,0.0,0.6879160551653001
S00637,1,train,0.0,0.4988888331451307
S00638,1,train,0.0,0.5829992426493386
S00639,1,train,0.0,0.6669997027107583
S00640,1,train,0.0,0.6214057479670053
S00642,1,train,0.0,0.42698327720106555
S00643,1,train,0.0,0.2564718763685947
S00644,1,train,0.0,0.36319657042440107
