ufs_serial,position,split,health,clf_proba_mean,lds_weight
S00218,1,train,0.0,0.4755407809022996,
S00220,1,train,0.0048111362800333,0.55277215816857,
S00221,1,train,0.0024405814181889,0.4587088170992821,
S00223,1,train,0.0,0.4666312521342573,
S00226,1,train,0.0,0.4820495733223247,
S00227,1,train,0.0,0.2637325731730249,
S00229,1,train,0.0,0.3742168723181906,
S00233,1,train,0.0,0.2877666441776957,
S00237,1,train,0.0,0.37284092207379044,
S00238,1,train,0.0,0.3274418503942407,
S00245,1,train,0.0,0.3929194039451824,
S00247,1,train,0.0,0.41999846350407893,
S00248,1,train,0.0048394556829523,0.4090016473834481,
S00249,1,train,0.0072902762090563,0.422477716983454,
S00252,1,train,0.0,0.4429491088119803,
S00253,1,train,0.0,0.4437837693199363,
S00257,1,train,0.0122792453576052,0.263455441301882,
S00258,1,train,0.004889013491513,0.4450592124051335,
S00259,1,train,0.0,0.37342735070263106,
S00260,1,train,0.0,0.4539488549956994,
S00261,1,train,0.0,0.3320423918803936,
S00262,1,train,0.0,0.31283289705382816,
S00264,1,train,0.0,0.4022669607473894,
S00265,1,train,0.0021986286219862,0.3857856206630732,
S00267,1,train,0.0022214176846302,0.43141107939139944,
S00268,1,train,0.0,0.4383103722825427,
S00269,1,train,0.0,0.43760086945372895,
S00270,1,train,0.0021931566452205,0.46029955634498226,
S00271,1,train,0.0,0.38282118287345973,
S00273,1,train,0.0023947190902958,0.2901519199456089,
S00275,1,train,0.0,0.36606987054991347,
S00277,1,train,0.0,0.5362727730735859,
S00278,1,train,0.0024270303793883,0.4482500626797081,
S00283,1,train,0.0,0.34636541179332414,
S00284,1,train,0.0,0.390276454513327,
S00289,1,train,0.0,0.39264193848023426,
S00290,1,train,0.0024540301396377,0.4615114611290549,
S00294,1,train,0.0,0.42354425553249114,
S00296,1,train,0.0,0.47235221609611794,
S00297,1,train,0.0048750582407611,0.471554680664178,
S00302,1,train,0.0,0.45680288832379246,
S00303,1,train,0.0044147169073886,0.4037043381646044,
S00308,1,train,0.0,0.383578894025498,
S00309,1,train,0.0021791077496437,0.3554243561144382,
S00310,1,train,0.0156605896916497,0.38650261254843893,
S00311,1,train,0.0,0.3142267994468737,
S00312,1,train,0.0022374990433228,0.2808052943605533,
S00313,1,train,0.0,0.320321252670347,
S00314,1,train,0.0021928953719759,0.3056325768670546,
S00315,1,train,0.0021781336418657,0.4383772290957976,
S00316,1,train,0.0,0.34077156698879946,
S00318,1,train,0.0022137295775651,0.32593299604832743,
S00319,1,train,0.0021892730027839,0.320525998655404,
S00321,1,train,0.0,0.14887405043142418,
S00323,1,train,0.0,0.3830125070086077,
S00324,1,train,0.002440437609255,0.464804345361918,
S00325,1,train,0.0,0.43545767414118464,
S00326,1,train,0.0,0.3745690948151377,
S00327,1,train,0.0044787484736659,0.34281698299801483,
S00328,1,train,0.0,0.4101029764209774,
S00329,1,train,0.0021770745724698,0.32055078414894966,
S00331,1,train,0.0,0.37491767786258473,
S00332,1,train,0.0,0.4291529005838373,
S00334,1,train,0.0072413089722295,0.42510076366810345,
S00335,1,train,0.0,0.4094660846298739,
S00336,1,train,0.0,0.3123599221492237,
S00339,1,train,0.0,0.41447104576449667,
S00340,1,train,0.0,0.47120849959644895,
S00341,1,train,0.0,0.4065382873785131,
S00342,1,train,0.0239999227366672,0.2755087364823304,
S00343,1,train,0.0071593200806683,0.40739978758026507,
S00344,1,train,0.0,0.3944421361376462,
S00347,1,train,0.0,0.3946981980895236,
S00349,1,train,0.0,0.3946093351435836,
S00350,1,train,0.0022072702240579,0.3716246774629001,
S00351,1,train,0.0,0.3473708978690147,
S00352,1,train,0.0,0.4165384905807062,
S00354,1,train,0.0047855643499528,0.43079899854331205,
S00356,1,train,0.0,0.4189621870232563,
S00357,1,train,0.0,0.44448851277097196,
S00358,1,train,0.0,0.38032716739490097,
S00360,1,train,0.0,0.4379101847793018,
S00361,1,train,0.0024229128580134,0.5026845775604809,
S00362,1,train,0.0,0.479874350502482,
S00363,1,train,0.0,0.4560171452813628,
S00366,1,train,0.0044445636815653,0.3958484608287837,
S00369,1,train,0.0,0.4426921843975638,
S00371,1,train,0.0087046378029984,0.43631809178487674,
S00373,1,train,0.0023894345645892,0.35502154775757244,
S00376,1,train,0.0022044799290308,0.44693647649824414,
S00377,1,train,0.0066640743372799,0.4139165145931525,
S00378,1,train,0.0,0.36454393259776036,
S00379,1,train,0.0024318042813455,0.37873237609419413,
S00380,1,train,0.0,0.45872647816729745,
S00383,1,train,0.0,0.5323651190151621,
S00384,1,train,0.0043461531734788,0.38619278392664946,
S00388,1,train,0.0,0.3875258622564431,
S00389,1,train,0.0120899864747837,0.3834498429891902,
S00390,1,train,0.0,0.35596327122404253,
S00393,1,train,0.0,0.4429249381473383,
S00395,1,train,0.0,0.38904942920137536,
S00396,1,train,0.0,0.4552307137840949,
S00398,1,train,0.0,0.46997629622081655,
S00400,1,train,0.0,0.44788234243616537,
S00402,1,train,0.0,0.3241788096449591,
S00403,1,train,0.0043498619334567,0.3980284969592125,
S00404,1,train,0.0,0.3658215555742139,
S00405,1,train,0.0,0.32367320994287013,
S00406,1,train,0.0,0.361540010902977,
S00408,1,train,0.0022408584697236,0.38499357692483027,
S00409,1,train,0.002175502182068,0.4333840647030698,
S00410,1,train,0.0,0.3789121222304502,
S00411,1,train,0.0,0.14437212167252914,
S00412,1,train,0.0,0.12523725599115001,
S00416,1,train,0.0,0.29382960179609313,
S00417,1,train,0.0065888903619249,0.44084553654985736,
S00420,1,train,0.0067010031280336,0.49355467076539705,
S00423,1,train,0.0022000593174946,0.5012350774708445,
S00429,1,train,0.0,0.456395986998481,
S00430,1,train,0.0065350023668016,0.5154023591273749,
S00432,1,train,0.0,0.427524162469249,
S00434,1,train,0.002191705914519,0.4108298004208444,
S00435,1,train,0.0,0.4852338230132525,
