ufs_serial,pred
S01333,0.00265268801298296
S01335,0.002540654052489958
S01336,0.002621891434250537
S01337,0.00267947298798065
S01340,0.0024142074732900354
S01341,0.0026271025512077974
S01342,0.0026195815485295496
S01343,0.00233102532524845
S01344,0.002385416803942671
S01345,0.002362526774877228
S01346,0.0025429007312312716
S01347,0.002249295352310058
S01348,0.0023871440540827894
S01349,0.002324882038964503
S01350,0.0023828949478974814
S01351,0.00250853542812241
S01352,0.0025429007312312716
S01353,0.002593552432718505
S01354,0.0025990352778822888
S01355,0.002637266101533638
S01356,0.002306524441193499
S01357,0.0022884595543380126
S01358,0.002334525608035364
S01362,0.0022969982435001356
S01363,0.0023824465351551796
S01364,0.002324519403052962
S01366,0.002553791041535516
S01368,0.0026271025512077974
S01370,0.0025270928424159745
S01371,0.002655169824533306
S01372,0.0025130603424351923
S01373,0.002540434822156397
S01376,0.002485054970412639
S01377,0.0023569017503652875
S01378,0.002399005061426856
S01379,0.0025561430268617783
S01380,0.0025561430268617783
S01383,0.0026086976268640616
S01384,0.0025130603424351923
S01386,0.0020986387543648877
S01387,0.002540434822156397
S01388,0.002540434822156397
S01389,0.002417080985096038
S01390,0.00265268801298296
S01392,0.002666319478465232
S01397,0.002666319478465232
S01400,0.0026246795228597095
S01402,0.002655169824533306
S01403,0.00267947298798065
S01405,0.0024116573964926328
S01407,0.0026803700285006385
S01408,0.0024853581525193236
S01409,0.002617255421690849
S01410,0.0025898018946982223
S01411,0.002646265884265882
S01412,0.0025429007312312716
S01415,0.0025656652065194985
S01416,0.002702726781655239
S01418,0.002655169824533306
S01419,0.002666319478465232
S01423,0.0026082127246020437
S01424,0.00265268801298296
S01425,0.0025686625426132085
S01426,0.0026271025512077974
S01428,0.0026188061729166493
S01429,0.0025706634239414
S01437,0.002655169824533306
S01438,0.00265268801298296
S01439,0.0026082127246020437
S01440,0.0025410657144577455
S01443,0.002540654052489958
S01445,0.0025130603424351923
S01448,0.0025561430268617783
S01449,0.002485054970412639
S01450,0.002371120792780854
S01451,0.0024475276209916597
S01452,0.0025410657144577455
S01455,0.002194940680014277
S01457,0.0023888593514412465
S01458,0.00257096800455678
S01459,0.0027370545417107635
S01460,0.002593552432718505
S01462,0.002382611398679409
S01466,0.0027370545417107635
S01468,0.002260400189920843
S01469,0.00265268801298296
S01470,0.0026246795228597095
S01476,0.0024281785759378617
S01477,0.00257096800455678
S01478,0.002550105970738855
S01479,0.0022884595543380126
S01480,0.002382611398679409
S01482,0.002596671032736459
S01484,0.00250853542812241
S01485,0.0026180338894820523
S01486,0.00257096800455678
S01488,0.002637266101533638
S01491,0.00257096800455678
S01493,0.00265268801298296
S01495,0.0024577691894103965
S01496,0.002550105970738855
S01497,0.0025418757714166375
S01499,0.0021025100305750682
S01500,0.0022509367791271693
S01501,0.002322304286452985
S01502,0.0021596101378043298
S01503,0.002173766515045711
S01507,0.002322304286452985
S01508,0.002278934828683615
S01509,0.002130387614902669
S01511,0.002278934828683615
S01512,0.0022579349756996735
S01513,0.002550105970738855
S01517,0.0025686625426132085
S01518,0.002180787014224426
S01520,0.0022509367791271693
S01524,0.0025791593476704494
S01525,0.0027370545417107635
S01527,0.0025791593476704494
S01531,0.0025429007312312716
S01533,0.0024860976074353777
S01535,0.002550105970738855
S01536,0.00257096800455678
S01537,0.002550105970738855
S01540,0.0025429007312312716
S01542,0.002708263764845707
S01543,0.002540654052489958
S01544,0.0024116573964926328
S01545,0.002372637647589522
S01546,0.002550105970738855
S01547,0.0026470381677004794
S01548,0.0026737194112585088
S01549,0.0027370545417107635
S01552,0.0026246795228597095
S01553,0.0027370545417107635
S01555,0.002362526774877228
S01556,0.0025944527283115245
S01557,0.0024259246972091197
S01558,0.002390527941719093
S01560,0.002596671032736459
S01562,0.0026515825067086126
S01564,0.002655169824533306
S01565,0.002730183400826169
S01567,0.0026752701624843094
S01568,0.002637266101533638
S01569,0.002390527941719093
S01571,0.002730183400826169
S01572,0.0026506822111155934
S01573,0.00258453678029736
S01574,0.002730183400826169
S01575,0.002673676215524808
S01579,0.00265268801298296
S01581,0.002602653957972082
S01582,0.002730183400826169
S01583,0.002655169824533306
S01584,0.002702726781655239
S01587,0.0027370545417107635
S01588,0.0027370545417107635
S01590,0.002708263764845707
S01591,0.002666319478465232
S01593,0.002655169824533306
S01594,0.002666319478465232
S01596,0.0026506822111155934
S01597,0.00267947298798065
S01600,0.002655169824533306
S01602,0.0026271025512077974
S01605,0.002480052594966142
S01606,0.0026246795228597095
S01608,0.0027370545417107635
S01609,0.0026082127246020437
S01610,0.0025686625426132085
S01614,0.0025871479951669932
S01619,0.00265268801298296
S01620,0.002708263764845707
S01623,0.002655169824533306
S01624,0.002666319478465232
S01625,0.002666319478465232
S01626,0.002655169824533306
S01627,0.002730183400826169
S01628,0.0024353904437145043
S01630,0.0024353904437145043
S01631,0.002655169824533306
S01632,0.0025136940958650498
S01634,0.002581244334199789
S01637,0.0025130603424351923
S01638,0.002399008315774817
S01640,0.0025561430268617783
S01641,0.002666319478465232
S01643,0.0025429007312312716
S01644,0.0026271025512077974
S01647,0.0025130603424351923
S01649,0.002513988316785905
S01652,0.0025429007312312716
S01656,0.0022117474016902015
S01657,0.002540434822156397
S01660,0.0021457103614943903
S01662,0.00234825038720015
S01665,0.002201822668597032
S01666,0.0022407406981900177
S01669,0.002129939302044649
S01670,0.002064629781880684
S01671,0.002655169824533306
S01672,0.002708263764845707
S01676,0.00265268801298296
S01682,0.00265268801298296
S01683,0.0027370545417107635
S01684,0.0025990352778822888
S01685,0.002655169824533306
S01687,0.0027370545417107635
S01690,0.002666319478465232
S01691,0.002655169824533306
S01692,0.0026246795228597095
S01694,0.002666319478465232
S01695,0.0027370545417107635
S01697,0.002730183400826169
S01698,0.00265268801298296
S01699,0.00265268801298296
S01705,0.002708712285105701
S01709,0.002443755358225993
S01710,0.002372637647589522
S01715,0.002381998122412878
S01716,0.002305738619619642
S01720,0.0023606346264043883
S01721,0.002390527941719093
S01722,0.002324882038964503
S01723,0.0024116573964926328
S01725,0.002646265884265882
S01726,0.002730183400826169
S01733,0.002550105970738855
S01735,0.002596671032736459
S01736,0.0025686625426132085
S01740,0.0025686625426132085
S01742,0.00265268801298296
S01744,0.002400350322482146
S01745,0.0021457103614943903
S01746,0.002457049598390086
S01747,0.0025247902773303755
S01751,0.002540654052489958
S01752,0.0025429007312312716
S01755,0.002064629781880684
S01758,0.0022724397222078996
S01760,0.002245045902922732
S01761,0.002064629781880684
S01765,0.002180787014224426
S01766,0.0022579349756996735
S01768,0.0023505255919233207
S01769,0.0021587167656561294
S01773,0.0022579349756996735
S01774,0.0022579349756996735
S01775,0.002173766515045711
S01782,0.0024116573964926328
S01786,0.002324519403052962
S01787,0.0023815464553778405
S01788,0.002416308900524653
S01789,0.0023041882677127387
