ufs_serial,position,split,health,clf_proba
S00000,1,train,0.0,0.06666666666666667
S00004,1,train,0.0,0.03723404255319149
S00009,1,train,0.0,0.03723404255319149
S00012,1,train,0.0,0.023752969121140142
S00013,1,train,0.0,0.023752969121140142
S00017,1,train,0.0,0.3150684931506849
S00024,1,train,0.0,0.36815286624203813
S00027,1,train,0.0,0.3346534653465347
S00029,1,train,0.0,0.4019933554817275
S00031,1,train,0.0,0.3150684931506849
S00034,1,train,0.0,0.39663461538461536
S00039,1,train,0.0024294149851399,0.3469387755102041
S00041,1,train,0.0024488066378919,0.39473684210526316
S00043,1,train,0.0,0.271195652173913
S00044,1,train,0.0,0.39663461538461536
S00047,1,train,0.0024454088310256,0.20348837209302326
S00051,1,train,0.0023918839575332,0.271195652173913
S00052,1,train,0.0,0.271195652173913
S00056,1,train,0.0024112401634015,0.32
S00059,1,train,0.00240752581914,0.271195652173913
S00063,1,train,0.0,0.36815286624203813
S00064,1,train,0.0,0.3150684931506849
S00068,1,train,0.0096413121496052,0.271195652173913
S00071,1,train,0.0,0.6666666666666666
S00072,1,train,0.0,0.36815286624203813
S00079,1,train,0.0,0.36815286624203813
S00080,1,train,0.0024551575598599,0.39663461538461536
S00084,1,train,0.0,0.33617021276595743
S00087,1,train,0.0071833265884257,0.36815286624203813
S00098,1,train,0.0,0.36815286624203813
S00101,1,train,0.0047811447811447,0.3150684931506849
S00106,1,train,0.0,0.4019933554817275
S00108,1,train,0.0,0.4019933554817275
S00109,1,train,0.0024466006035276,0.3150684931506849
S00111,1,train,0.0,0.39663461538461536
S00121,1,train,0.0,0.39663461538461536
S00124,1,train,0.0,0.39663461538461536
S00128,1,train,0.0023878847281078,0.3150684931506849
S00132,1,train,0.0,0.3150684931506849
S00136,1,train,0.0024124339857098,0.3150684931506849
S00137,1,train,0.0,0.3150684931506849
S00138,1,train,0.0024209654634906,0.271195652173913
S00142,1,train,0.0023883666839667,0.3469387755102041
S00144,1,train,0.0,0.24749642346208875
S00146,1,train,0.0,0.3150684931506849
S00148,1,train,0.0023848940713548,0.3150684931506849
S00151,1,train,0.0,0.3150684931506849
S00153,1,train,0.0,0.271195652173913
S00155,1,train,0.0,0.3150684931506849
S00156,1,train,0.0,0.3346534653465347
S00158,1,train,0.0,0.271195652173913
S00162,1,train,0.0,0.24749642346208875
S00164,1,train,0.0,0.271195652173913
S00168,1,train,0.0044468304030778,0.44802867383512546
S00171,1,train,0.002232734493277,0.4019933554817275
S00175,1,train,0.0,0.4019933554817275
S00178,1,train,0.0,0.3150684931506849
S00181,1,train,0.0,0.3469387755102041
S00183,1,train,0.0,0.24749642346208875
S00187,1,train,0.0023849627379564,0.24749642346208875
S00189,1,train,0.0,0.1984732824427481
S00192,1,train,0.0,0.271195652173913
S00201,1,train,0.0,0.36815286624203813
S00202,1,train,0.0,0.4019933554817275
S00205,1,train,0.0024191978193146,0.36815286624203813
S00206,1,train,0.0,0.3150684931506849
S00207,1,train,0.0024246859373094,0.3469387755102041
S00210,1,train,0.0,0.3469387755102041
S00211,1,train,0.0024002356770644,0.39663461538461536
S00214,1,train,0.0,0.3150684931506849
S00217,1,train,0.0,0.36815286624203813
S00220,1,train,0.0048111362800333,0.44802867383512546
S00221,1,train,0.0024405814181889,0.36815286624203813
S00237,1,train,0.0,0.3469387755102041
S00238,1,train,0.0,0.271195652173913
S00247,1,train,0.0,0.3150684931506849
S00248,1,train,0.0048394556829523,0.33617021276595743
S00260,1,train,0.0,0.4019933554817275
S00264,1,train,0.0,0.3150684931506849
S00269,1,train,0.0,0.36815286624203813
S00273,1,train,0.0023947190902958,0.3150684931506849
S00275,1,train,0.0,0.3150684931506849
S00277,1,train,0.0,0.44802867383512546
S00278,1,train,0.0024270303793883,0.4019933554817275
S00289,1,train,0.0,0.3150684931506849
S00294,1,train,0.0,0.39663461538461536
S00296,1,train,0.0,0.36815286624203813
S00297,1,train,0.0048750582407611,0.3150684931506849
S00308,1,train,0.0,0.3150684931506849
S00309,1,train,0.0021791077496437,0.3469387755102041
S00310,1,train,0.0156605896916497,0.36815286624203813
S00311,1,train,0.0,0.3150684931506849
S00316,1,train,0.0,0.24749642346208875
S00325,1,train,0.0,0.39663461538461536
S00327,1,train,0.0044787484736659,0.24749642346208875
S00331,1,train,0.0,0.4019933554817275
S00332,1,train,0.0,0.24749642346208875
S00340,1,train,0.0,0.39663461538461536
S00343,1,train,0.0071593200806683,0.271195652173913
S00347,1,train,0.0,0.39663461538461536
S00352,1,train,0.0,0.3150684931506849
S00356,1,train,0.0,0.271195652173913
S00357,1,train,0.0,0.3469387755102041
S00358,1,train,0.0,0.36815286624203813
S00360,1,train,0.0,0.44802867383512546
S00362,1,train,0.0,0.4019933554817275
S00363,1,train,0.0,0.39663461538461536
S00369,1,train,0.0,0.39663461538461536
S00371,1,train,0.0087046378029984,0.36815286624203813
S00379,1,train,0.0024318042813455,0.3150684931506849
S00380,1,train,0.0,0.3469387755102041
S00396,1,train,0.0,0.39663461538461536
S00400,1,train,0.0,0.44802867383512546
S00403,1,train,0.0043498619334567,0.3469387755102041
S00405,1,train,0.0,0.271195652173913
S00408,1,train,0.0022408584697236,0.36815286624203813
S00409,1,train,0.002175502182068,0.4019933554817275
S00411,1,train,0.0,0.023752969121140142
S00412,1,train,0.0,0.023752969121140142
S00416,1,train,0.0,0.15730337078651685
S00420,1,train,0.0067010031280336,0.44802867383512546
S00430,1,train,0.0065350023668016,0.39663461538461536
S00434,1,train,0.002191705914519,0.39663461538461536
S00436,1,train,0.0,0.39663461538461536
S00439,1,train,0.0,0.3469387755102041
S00441,1,train,0.0,0.03723404255319149
S00446,1,train,0.0,0.3150684931506849
S00450,1,train,0.0,0.39663461538461536
S00456,1,train,0.0,0.271195652173913
S00457,1,train,0.0047714366632584,0.3150684931506849
S00461,1,train,0.0,0.271195652173913
S00464,1,train,0.0,0.046511627906976744
S00465,1,train,0.0,0.271195652173913
S00467,1,train,0.0047907539412867,0.3150684931506849
S00472,1,train,0.0,0.3346534653465347
S00473,1,train,0.0,0.06666666666666667
S00475,1,train,0.0,0.3469387755102041
S00476,1,train,0.0048258518065386,0.24749642346208875
S00483,1,train,0.0,0.271195652173913
S00484,1,train,0.0,0.3469387755102041
S00485,1,train,0.0,0.24749642346208875
S00487,1,train,0.0047925556278778,0.20348837209302326
S00491,1,train,0.0,0.20348837209302326
S00498,1,train,0.0,0.271195652173913
S00499,1,train,0.0,0.271195652173913
S00503,1,train,0.0,0.3150684931506849
S00513,1,train,0.0,0.39663461538461536
S00516,1,train,0.0,0.44802867383512546
S00518,1,train,0.0,0.3469387755102041
S00519,1,train,0.0,0.36815286624203813
S00521,1,train,0.004380398378283,0.3150684931506849
S00522,1,train,0.0,0.3346534653465347
S00531,1,train,0.0,0.271195652173913
S00537,1,train,0.0,0.3469387755102041
S00540,1,train,0.0043980160257686,0.3150684931506849
S00543,1,train,0.0024125042473666,0.4019933554817275
S00551,1,train,0.0,0.3150684931506849
S00552,1,train,0.0021787351938066,0.3150684931506849
S00553,1,train,0.0,0.39663461538461536
S00554,1,train,0.0,0.3150684931506849
S00557,1,train,0.0086994954467681,0.3469387755102041
S00559,1,train,0.0,0.39663461538461536
S00561,1,train,0.0,0.4019933554817275
S00564,1,train,0.0,0.3469387755102041
S00565,1,train,0.0,0.33617021276595743
S00566,1,train,0.0,0.36815286624203813
S00567,1,train,0.0,0.39663461538461536
S00570,1,train,0.0022028091356744,0.03723404255319149
S00571,1,train,0.0,0.03723404255319149
S00577,1,train,0.0,0.03723404255319149
S00580,1,train,0.0022136704169895,0.271195652173913
S00584,1,train,0.0,0.24749642346208875
S00586,1,train,0.0,0.20348837209302326
S00587,1,train,0.0,0.1518987341772152
S00588,1,train,0.0,0.271195652173913
S00598,1,train,0.0,0.13716814159292037
S00599,1,train,0.0,0.271195652173913
S00603,1,train,0.0,0.03723404255319149
S00612,1,train,0.0,0.3346534653465347
S00618,1,train,0.0,0.44802867383512546
S00621,1,train,0.0,0.4019933554817275
S00624,1,train,0.0,0.44802867383512546
S00626,1,train,0.0,0.39663461538461536
S00629,1,train,0.0,0.4019933554817275
S00630,1,train,0.0,0.44802867383512546
S00634,1,train,0.0,0.39663461538461536
S00636,1,train,0.0,0.36815286624203813
S00637,1,train,0.0,0.36815286624203813
S00644,1,train,0.0,0.1984732824427481
S00645,1,train,0.0,0.046511627906976744
S00646,1,train,0.0,0.06158357771260997
S00647,1,train,0.0,0.06158357771260997
S00648,1,train,0.0,0.023752969121140142
S00651,1,train,0.0,0.0273972602739726
S00656,1,train,0.0,0.24749642346208875
S00661,1,train,0.0,0.3150684931506849
S00664,1,train,0.0,0.271195652173913
S00666,1,train,0.0,0.271195652173913
S00667,1,train,0.0,0.271195652173913
S00668,1,train,0.0,0.24749642346208875
S00670,1,train,0.0,0.271195652173913
S00673,1,train,0.0,0.24749642346208875
S00677,1,train,0.0,0.24749642346208875
S00685,1,train,0.0,0.39663461538461536
S00687,1,train,0.0,0.271195652173913
S00690,1,train,0.0,0.06158357771260997
S00691,1,train,0.0,0.24749642346208875
S00692,1,train,0.0,0.271195652173913
S00693,1,train,0.0,0.271195652173913
S00698,1,train,0.0,0.4019933554817275
S00702,1,train,0.0,0.06158357771260997
S00703,1,train,0.0,0.06158357771260997
S00706,1,train,0.0,0.03723404255319149
S00708,1,train,0.0,0.046511627906976744
S00711,1,train,0.0,0.046511627906976744
S00713,1,train,0.0,0.1518987341772152
S00719,1,train,0.0,0.39663461538461536
S00720,1,train,0.0,0.20348837209302326
S00722,1,train,0.0,0.271195652173913
S00731,1,train,0.0,0.271195652173913
S00733,1,train,0.0,0.3150684931506849
S00735,1,train,0.0,0.271195652173913
S00736,1,train,0.0,0.24749642346208875
S00737,1,train,0.0,0.24749642346208875
S00738,1,train,0.0,0.1518987341772152
S00740,1,train,0.0,0.03723404255319149
S00742,1,train,0.0,0.20348837209302326
S00747,1,train,0.0,0.06158357771260997
S00748,1,train,0.0,0.0970873786407767
S00752,1,train,0.0,0.271195652173913
S00755,1,train,0.0,0.271195652173913
S00757,1,train,0.0,0.03723404255319149
S00758,1,train,0.0,0.06158357771260997
S00761,1,train,0.0,0.046511627906976744
S00769,1,train,0.0,0.36815286624203813
