ufs_serial,position,split,health,clf_proba
S00000,1,train,0.0,0.305096292157919
S00004,1,train,0.0,0.1286745419466212
S00009,1,train,0.0,0.4183454812839604
S00012,1,train,0.0,0.25097908893679854
S00013,1,train,0.0,0.22749378596612801
S00017,1,train,0.0,0.532620256017394
S00024,1,train,0.0,0.5516547708448838
S00027,1,train,0.0,0.6601512031571681
S00029,1,train,0.0,0.44935075509994343
S00031,1,train,0.0,0.5080817330799421
S00034,1,train,0.0,0.6049592370647542
S00039,1,train,0.0024294149851399,0.4988388814597538
S00041,1,train,0.0024488066378919,0.692846307323553
S00043,1,train,0.0,0.36989101668620944
S00044,1,train,0.0,0.4464802640946725
S00047,1,train,0.0024454088310256,0.6408362684933087
S00051,1,train,0.0023918839575332,0.4669730415821367
S00052,1,train,0.0,0.5066829191187082
S00056,1,train,0.0024112401634015,0.6192112636681761
S00059,1,train,0.00240752581914,0.4223420862973453
S00063,1,train,0.0,0.2808104176411142
S00064,1,train,0.0,0.4147549519080529
S00068,1,train,0.0096413121496052,0.4795134645048706
S00071,1,train,0.0,0.41724918698872154
S00072,1,train,0.0,0.5336858201771538
S00079,1,train,0.0,0.4246316221123305
S00080,1,train,0.0024551575598599,0.5672896925286571
S00084,1,train,0.0,0.5482931302239752
S00087,1,train,0.0071833265884257,0.6344611214239191
S00098,1,train,0.0,0.6046869499816723
S00101,1,train,0.0047811447811447,0.592478599088711
S00106,1,train,0.0,0.659195930024976
S00108,1,train,0.0,0.6354211790622416
S00109,1,train,0.0024466006035276,0.4644580961063188
S00111,1,train,0.0,0.6205977996774936
S00121,1,train,0.0,0.7151112914317296
S00124,1,train,0.0,0.7024314877063587
S00128,1,train,0.0023878847281078,0.3087931542410229
S00132,1,train,0.0,0.4086332993518732
S00136,1,train,0.0024124339857098,0.6020848615750963
S00137,1,train,0.0,0.5660617163206486
S00138,1,train,0.0024209654634906,0.4558328699394072
S00142,1,train,0.0023883666839667,0.5353240784964691
S00144,1,train,0.0,0.5982184588217488
S00146,1,train,0.0,0.5192719311038964
S00148,1,train,0.0023848940713548,0.6111856452560156
S00151,1,train,0.0,0.4290757470465556
S00153,1,train,0.0,0.39728139537757023
S00155,1,train,0.0,0.36308593721067195
S00156,1,train,0.0,0.5364136282718459
S00158,1,train,0.0,0.47630309508755725
S00162,1,train,0.0,0.4871464651827129
S00164,1,train,0.0,0.37705255644809527
S00168,1,train,0.0044468304030778,0.5845812335651854
S00171,1,train,0.002232734493277,0.5671168373470112
S00175,1,train,0.0,0.5738725849057671
S00178,1,train,0.0,0.3158633824784865
S00181,1,train,0.0,0.2672895521362464
S00183,1,train,0.0,0.4149064789142834
S00187,1,train,0.0023849627379564,0.42736773335858275
S00189,1,train,0.0,0.3728760124989278
S00192,1,train,0.0,0.35959095204827196
S00201,1,train,0.0,0.6553007845716912
S00202,1,train,0.0,0.5369707308620103
S00205,1,train,0.0024191978193146,0.5040792915093283
S00206,1,train,0.0,0.5469954536259881
S00207,1,train,0.0024246859373094,0.4691374336299894
S00210,1,train,0.0,0.36597990268734076
S00211,1,train,0.0024002356770644,0.6144190889278643
S00214,1,train,0.0,0.5565037063442485
S00217,1,train,0.0,0.39249281957017884
S00220,1,train,0.0048111362800333,0.7323478929706772
S00221,1,train,0.0024405814181889,0.662208203064542
S00237,1,train,0.0,0.5886332107683406
S00238,1,train,0.0,0.42697762082408197
S00247,1,train,0.0,0.5137646055157896
S00248,1,train,0.0048394556829523,0.6636084140426523
S00260,1,train,0.0,0.6850010006766255
S00264,1,train,0.0,0.6090363182139189
S00269,1,train,0.0,0.5649827239633927
S00273,1,train,0.0023947190902958,0.27156510899317676
S00275,1,train,0.0,0.47604976274506433
S00277,1,train,0.0,0.7705145690978258
S00278,1,train,0.0024270303793883,0.5327510445863987
S00289,1,train,0.0,0.3929313227140266
S00294,1,train,0.0,0.6053925262941353
S00296,1,train,0.0,0.6846014438793216
S00297,1,train,0.0048750582407611,0.6283629115380627
S00308,1,train,0.0,0.4691639333993258
S00309,1,train,0.0021791077496437,0.37050350035275226
S00310,1,train,0.0156605896916497,0.5544259714169365
S00311,1,train,0.0,0.4125737695986294
S00316,1,train,0.0,0.445452754606916
S00325,1,train,0.0,0.41796069373463524
S00327,1,train,0.0044787484736659,0.389544404080503
S00331,1,train,0.0,0.5064893553949212
S00332,1,train,0.0,0.5555266035448616
S00340,1,train,0.0,0.5774209739651102
S00343,1,train,0.0071593200806683,0.366936599940207
S00347,1,train,0.0,0.3986105941843609
S00352,1,train,0.0,0.44970260366031994
S00356,1,train,0.0,0.49065111939652767
S00357,1,train,0.0,0.5821714686427011
S00358,1,train,0.0,0.5059102389777036
S00360,1,train,0.0,0.42901255822630785
S00362,1,train,0.0,0.62509907402782
S00363,1,train,0.0,0.5422312691036365
S00369,1,train,0.0,0.6572527028491995
S00371,1,train,0.0087046378029984,0.49867688201478266
S00379,1,train,0.0024318042813455,0.4572316267912252
S00380,1,train,0.0,0.6644424764500092
S00396,1,train,0.0,0.6311599980526256
S00400,1,train,0.0,0.5633126011998464
S00403,1,train,0.0043498619334567,0.41248994970813757
S00405,1,train,0.0,0.4458716048632978
S00408,1,train,0.0022408584697236,0.5359103743947731
S00409,1,train,0.002175502182068,0.5610835627370656
S00411,1,train,0.0,0.41395545316960675
S00412,1,train,0.0,0.1662742911981145
S00416,1,train,0.0,0.46651587120974364
S00420,1,train,0.0067010031280336,0.7170400164805126
S00430,1,train,0.0065350023668016,0.6235127591468289
S00434,1,train,0.002191705914519,0.5606795695590252
S00436,1,train,0.0,0.6073071354099236
S00439,1,train,0.0,0.5571771093634066
S00441,1,train,0.0,0.39760719005719763
S00446,1,train,0.0,0.49127415734675267
S00450,1,train,0.0,0.5916643934499473
S00456,1,train,0.0,0.5314128683282068
S00457,1,train,0.0047714366632584,0.4072840569918237
S00461,1,train,0.0,0.4178566343832795
S00464,1,train,0.0,0.31423744234085177
S00465,1,train,0.0,0.5346213654897933
S00467,1,train,0.0047907539412867,0.39913724262195066
S00472,1,train,0.0,0.5118395765032339
S00473,1,train,0.0,0.49095736468755213
S00475,1,train,0.0,0.4802994466496557
S00476,1,train,0.0048258518065386,0.44422498253512327
S00483,1,train,0.0,0.28418499674893655
S00484,1,train,0.0,0.5261763241133117
S00485,1,train,0.0,0.6285412126225343
S00487,1,train,0.0047925556278778,0.3601758010517054
S00491,1,train,0.0,0.3927028069138193
S00498,1,train,0.0,0.39480081999941735
S00499,1,train,0.0,0.3623723973901405
S00503,1,train,0.0,0.6402465233177548
S00513,1,train,0.0,0.4145600412518364
S00516,1,train,0.0,0.47579624564876544
S00518,1,train,0.0,0.5341179299803459
S00519,1,train,0.0,0.6007068906489829
S00521,1,train,0.004380398378283,0.6327350950051834
S00522,1,train,0.0,0.4427277732210557
S00531,1,train,0.0,0.2678020112316076
S00537,1,train,0.0,0.47094781077082726
S00540,1,train,0.0043980160257686,0.5638879249216807
S00543,1,train,0.0024125042473666,0.5757847581889435
S00551,1,train,0.0,0.4077879639394066
S00552,1,train,0.0021787351938066,0.4146832101522116
S00553,1,train,0.0,0.5391230313089782
S00554,1,train,0.0,0.6139385546720685
S00557,1,train,0.0086994954467681,0.4558167955083268
S00559,1,train,0.0,0.630041769276887
S00561,1,train,0.0,0.6833051047336659
S00564,1,train,0.0,0.622550931536661
S00565,1,train,0.0,0.5687941182139882
S00566,1,train,0.0,0.41323528080365185
S00567,1,train,0.0,0.4023358455587123
S00570,1,train,0.0022028091356744,0.16640409925779953
S00571,1,train,0.0,0.3904968654690175
S00577,1,train,0.0,0.23578281734625753
S00580,1,train,0.0022136704169895,0.5775810514279177
S00584,1,train,0.0,0.17668719434152294
S00586,1,train,0.0,0.35047149110778314
S00587,1,train,0.0,0.28917939201866566
S00588,1,train,0.0,0.3445510456902415
S00598,1,train,0.0,0.5151834427353507
S00599,1,train,0.0,0.45458844367399026
S00603,1,train,0.0,0.48923704152618025
S00612,1,train,0.0,0.7030320098836437
S00618,1,train,0.0,0.5594828706116357
S00621,1,train,0.0,0.5743985913823388
S00624,1,train,0.0,0.7363280291316912
S00626,1,train,0.0,0.49011863591141497
S00629,1,train,0.0,0.5439282537224753
S00630,1,train,0.0,0.6109588134482424
S00634,1,train,0.0,0.5619799361685474
S00636,1,train,0.0,0.6439870628400689
S00637,1,train,0.0,0.5996993155446906
S00644,1,train,0.0,0.38065462309383546
S00645,1,train,0.0,0.2569397549948579
S00646,1,train,0.0,0.3732377056477589
S00647,1,train,0.0,0.3008481902451063
S00648,1,train,0.0,0.20358041134114124
S00651,1,train,0.0,0.3636410114671586
S00656,1,train,0.0,0.40605074229693433
S00661,1,train,0.0,0.3427545632774507
S00664,1,train,0.0,0.3104482097281746
S00666,1,train,0.0,0.563943545362125
S00667,1,train,0.0,0.49959007128059985
S00668,1,train,0.0,0.4779966779809749
S00670,1,train,0.0,0.5587736359000407
S00673,1,train,0.0,0.4180656612875682
S00677,1,train,0.0,0.3805495540825356
S00685,1,train,0.0,0.6661232361721354
S00687,1,train,0.0,0.4892669433454817
S00690,1,train,0.0,0.6550561269539122
S00691,1,train,0.0,0.5310966722976447
S00692,1,train,0.0,0.392194686412883
S00693,1,train,0.0,0.3034254765759038
S00698,1,train,0.0,0.6910784853535376
S00702,1,train,0.0,0.3737899857011894
S00703,1,train,0.0,0.42747424922237476
S00706,1,train,0.0,0.3013486172598978
S00708,1,train,0.0,0.5805766817926622
S00711,1,train,0.0,0.2877779102605591
S00713,1,train,0.0,0.26552019478395084
S00719,1,train,0.0,0.6362748588600404
S00720,1,train,0.0,0.5003352340150834
S00722,1,train,0.0,0.47050788769676777
S00731,1,train,0.0,0.4921855986588356
S00733,1,train,0.0,0.608113505886797
S00735,1,train,0.0,0.413497202624169
S00736,1,train,0.0,0.40682277894515706
S00737,1,train,0.0,0.3548555554350315
S00738,1,train,0.0,0.27693198246148276
S00740,1,train,0.0,0.24860406367948193
S00742,1,train,0.0,0.406676049131126
S00747,1,train,0.0,0.21400978783878244
S00748,1,train,0.0,0.2965178947000751
S00752,1,train,0.0,0.3828529090567865
S00755,1,train,0.0,0.33649153965972955
S00757,1,train,0.0,0.3712608631849526
S00758,1,train,0.0,0.5519429654671252
S00761,1,train,0.0,0.4702450156418054
S00769,1,train,0.0,0.3807625495601043
S00772,1,train,0.0,0.6135952207361784
S00773,1,train,0.0,0.4740322650530071
S00774,1,train,0.0,0.4631951632712671
S00777,1,train,0.0,0.4650656422935093
S00778,1,train,0.0,0.5288730786321842
S00781,1,train,0.0,0.44257092277804894
S00782,1,train,0.0,0.32880125332138305
S00784,1,train,0.0,0.5455906391696237
S00786,1,train,0.0,0.7017482327210584
S00788,1,train,0.0,0.5621097733005016
S00791,1,train,0.0,0.5369257279806074
S00795,1,train,0.0,0.6705888846757053
S00797,1,train,0.0,0.4906005956087337
S00798,1,train,0.0,0.6761547867507729
S00800,1,train,0.0,0.5618175458363124
S00803,1,train,0.0,0.4034646083833713
S00816,1,train,0.0,0.46434408248484793
S00819,1,train,0.0,0.5528470707930835
S00824,1,train,0.0,0.7124921888174803
S00827,1,train,0.0,0.45589105257657686
S00828,1,train,0.0,0.6171163643028996
S00829,1,train,0.0,0.585413626598048
S00834,1,train,0.0,0.16484707470871302
S00836,1,train,0.0,0.19806894394414434
S00837,1,train,0.0,0.4399960004268893
S00843,1,train,0.0,0.285162570916401
S00847,1,train,0.0,0.3805621304424025
S00853,1,train,0.0,0.31664725657606935
S00855,1,train,0.0,0.27086815543070514
S00864,1,train,0.0,0.2686658389203213
S00865,1,train,0.0,0.10974779195658776
S00866,1,train,0.0,0.4672818256421597
S00868,1,train,0.0,0.2580921930716585
S00877,1,train,0.0,0.35392507761623615
S00884,1,train,0.0,0.7075610312559747
S00888,1,train,0.0,0.433932339663966
S00895,1,train,0.0,0.2422155997886477
S00897,1,train,0.0,0.2503784704758639
S00899,1,train,0.0,0.5010720360092294
S00908,1,train,0.0,0.48743187821596135
S00915,1,train,0.0,0.6149902373945704
S00918,1,train,0.0,0.45129673287021904
S00919,1,train,0.0,0.4467060386504772
S00920,1,train,0.0257126597340783,0.6356329156526602
S00921,1,train,0.0,0.3902802701880042
S00927,1,train,0.0,0.2693788157534587
S00928,1,train,0.0,0.47134119519239936
S00937,1,train,0.0,0.6082773392436611
S00945,1,train,0.0,0.6289969436727623
S00949,1,train,0.0,0.6222624685609215
S00951,1,train,0.0,0.6148709790835961
S00965,1,train,0.0,0.3722522093075184
S00966,1,train,0.0,0.6900700524828899
S00970,1,train,0.0,0.4002077945627761
S00973,1,train,0.0,0.7153356515908329
S00975,1,train,0.0,0.5606603271143197
S00984,1,train,0.0,0.39652564602834195
S00985,1,train,0.0,0.5437761190089239
S00988,1,train,0.0,0.7731809209934007
S00996,1,train,0.0,0.3095467300844947
S01000,1,train,0.0,0.44668192855481254
S01004,1,train,0.0,0.44627518604886474
S01009,1,train,0.0,0.5539322662938686
S01010,1,train,0.0,0.5650122864502677
S01014,1,train,0.0,0.3155069641562602
S01017,1,train,0.0,0.38904777184223704
S01020,1,train,0.0,0.2527807774334976
S01028,1,train,0.0,0.18659646871992827
S01029,1,train,0.0,0.2943685526818231
S01037,1,train,0.0,0.18476674877158317
S01041,1,train,0.0,0.13988930196891822
S01043,1,train,0.0,0.20376531447184493
S01047,1,train,0.0,0.3793718316569967
S01049,1,train,0.0,0.347018225165614
S01051,1,train,0.0,0.4374154939326354
S01053,1,train,0.0,0.1953368232179893
S01060,1,train,0.0,0.3501361328024125
S01063,1,train,0.0,0.2275281854463887
S01069,1,train,0.0,0.26811614307109904
S01076,1,train,0.0,0.44357256776383686
S01079,1,train,0.0,0.6709114971755308
S01083,1,train,0.0,0.3595119180049623
S01089,1,train,0.0,0.42696663047467487
S01091,1,train,0.0,0.578027040143471
S01099,1,train,0.0,0.35747597319168034
S01100,1,train,0.0,0.3256714920435022
S01102,1,train,0.0,0.3066295193376287
S01108,1,train,0.0,0.48501066186172853
S01112,1,train,0.0,0.2872750245629472
S01116,1,train,0.0,0.5419914155903927
S01118,1,train,0.0,0.46097138612024124
S01120,1,train,0.0,0.49367739921193377
S01124,1,train,0.0,0.36713053024420517
S01128,1,train,0.0,0.3871953377780393
S01130,1,train,0.0,0.4102288590687152
S01137,1,train,0.0,0.24456384821749624
S01144,1,train,0.0,0.42110878603972857
S01145,1,train,0.0,0.5466274871547998
S01147,1,train,0.0,0.8434410943172248
S01148,1,train,0.0,0.40177032160151654
S01153,1,train,0.0,0.47518430841916603
S01157,1,train,0.0,0.4040912102947871
S01158,1,train,0.0,0.6235306173117414
S01160,1,train,0.0,0.4721805729697394
S01163,1,train,0.0,0.6598659887389067
S01165,1,train,0.0,0.5790926254268461
S01180,1,train,0.0,0.43556442595231065
S01183,1,train,0.0,0.5366169061851834
S01188,1,train,0.0,0.49357818992092894
S01193,1,train,0.0,0.2315993821575231
S01194,1,train,0.0,0.5441139403190949
S01199,1,train,0.0,0.4867771472628236
S01202,1,train,0.0,0.3215244447930039
S01203,1,train,0.0,0.31286217746161193
S01209,1,train,0.0,0.4671970775060526
S01210,1,train,0.0,0.47372289648770355
S01215,1,train,0.0,0.11104446564255627
S01216,1,train,0.0059559118716782,0.4010968817651863
S01223,1,train,0.0057164382104212,0.5886076258668749
S01226,1,train,0.0100747716597455,0.6628549075546396
S01232,1,train,0.0102230920225207,0.25412625994739957
S01233,1,train,0.0042819726367301,0.4540657033350813
S01246,1,train,0.0,0.58590786111187
S01254,1,train,0.0,0.6649727744996594
