ufs_serial,position,split,health,clf_proba_mean,lds_weight
S00187,1,train,0.0023849627379564,0.3178770933694475,0.7608336987859606
S00189,1,train,0.0,0.2656377349053707,1.0
S00192,1,train,0.0,0.3031845758366187,1.0
S00201,1,train,0.0,0.4642202179677759,1.0
S00202,1,train,0.0,0.42409913989235704,1.0
S00205,1,train,0.0024191978193146,0.41221297913746113,0.759878705148806
S00206,1,train,0.0,0.3882720801182182,1.0
S00207,1,train,0.0024246859373094,0.38536430585931813,0.7597264062719148
S00210,1,train,0.0,0.3540629782886297,1.0
S00211,1,train,0.0024002356770644,0.46008690246735934,0.7604066028685148
S00214,1,train,0.0,0.39144149769097164,1.0
S00217,1,train,0.0,0.36997198082685373,1.0
S00220,1,train,0.0048111362800333,0.5165278566318002,0.7127010920766578
S00221,1,train,0.0024405814181889,0.45679259258144705,0.7592865303638388
S00237,1,train,0.0,0.41277475995217544,1.0
S00238,1,train,0.0,0.3541933508863373,1.0
S00247,1,train,0.0,0.37719513074815203,1.0
S00248,1,train,0.0048394556829523,0.4563285432994027,0.7123574168267589
S00260,1,train,0.0,0.4854004530826505,1.0
S00264,1,train,0.0,0.4089523683141951,1.0
S00269,1,train,0.0,0.42746861562459165,1.0
S00273,1,train,0.0023947190902958,0.2884669084771776,0.7605606737829103
S00275,1,train,0.0,0.33889405522339516,1.0
S00277,1,train,0.0,0.5292500820075166,1.0
S00278,1,train,0.0024270303793883,0.460230115338024,0.7596614131706009
S00289,1,train,0.0,0.32892231305079417,1.0
S00294,1,train,0.0,0.45043246611569826,1.0
S00296,1,train,0.0,0.46734152226323467,1.0
S00297,1,train,0.0048750582407611,0.41974029279098607,0.7119320577993661
S00308,1,train,0.0,0.3543331832792273,1.0
S00309,1,train,0.0021791077496437,0.36221642631751827,0.7667575093970762
S00310,1,train,0.0156605896916497,0.4305952802495243,0.9215098436120481
S00311,1,train,0.0,0.3640163474701104,1.0
S00316,1,train,0.0,0.32390543378555864,1.0
S00325,1,train,0.0,0.3644541441356406,1.0
S00327,1,train,0.0044787484736659,0.305269316943421,0.7170909714423457
S00331,1,train,0.0,0.42589657132208236,1.0
S00332,1,train,0.0,0.36859177352831063,1.0
S00340,1,train,0.0,0.4411086153393566,1.0
S00343,1,train,0.0071593200806683,0.3136281818973672,0.6996485745751563
S00347,1,train,0.0,0.38815073755285817,1.0
S00352,1,train,0.0,0.36826260174958864,1.0
S00356,1,train,0.0,0.3468712982860373,1.0
S00357,1,train,0.0,0.4311723412713073,1.0
S00358,1,train,0.0,0.40469327121916754,1.0
S00360,1,train,0.0,0.4438622288689626,1.0
S00362,1,train,0.0,0.46543314419971527,1.0
S00363,1,train,0.0,0.43602429585928343,1.0
S00369,1,train,0.0,0.47276469929827725,1.0
S00371,1,train,0.0087046378029984,0.40228215223152725,0.7074804525227326
S00379,1,train,0.0024318042813455,0.35835080450663054,0.7595291934744884
S00380,1,train,0.0,0.45046598679932476,1.0
S00396,1,train,0.0,0.4590216233685284,1.0
S00400,1,train,0.0,0.4857624069936393,1.0
S00403,1,train,0.0043498619334567,0.369566327295562,0.7189717346484831
S00405,1,train,0.0,0.3399398502050641,1.0
S00408,1,train,0.0022408584697236,0.422823340099276,0.7649476465607791
S00409,1,train,0.002175502182068,0.44249456595993664,0.7668640633325702
S00411,1,train,0.0,0.15809792938146847,1.0
S00412,1,train,0.0,0.0733825807489885,1.0
S00416,1,train,0.0,0.32436316622153494,1.0
S00420,1,train,0.0067010031280336,0.5370048787538614,0.6998015871000358
S00430,1,train,0.0065350023668016,0.46151805139748703,0.7001383939932413
S00434,1,train,0.002191705914519,0.4243678862092837,0.7663859624943379
S00436,1,train,0.0,0.45566635854510107,1.0
S00439,1,train,0.0,0.424440962654403,1.0
S00441,1,train,0.0,0.1804409046972902,1.0
S00446,1,train,0.0,0.3617032579283696,1.0
S00450,1,train,0.0,0.44585642183430224,1.0
S00456,1,train,0.0,0.3684536046933671,1.0
S00457,1,train,0.0047714366632584,0.36180329166109093,0.7131908438945044
S00461,1,train,0.0,0.33060152671172466,1.0
S00464,1,train,0.0,0.1440592138921333,1.0
S00465,1,train,0.0,0.38194457536715576,1.0
S00467,1,train,0.0047907539412867,0.3544919974803266,0.7129513742306168
S00472,1,train,0.0,0.4052333483131223,1.0
S00473,1,train,0.0,0.26106264704288495,1.0
S00475,1,train,0.0,0.3686684484825103,1.0
S00476,1,train,0.0048258518065386,0.28885601058802773,0.7125219189670045
S00483,1,train,0.0,0.2780492574035069,1.0
S00484,1,train,0.0,0.41410736757103805,1.0
S00485,1,train,0.0,0.3929299765542016,1.0
S00487,1,train,0.0047925556278778,0.2808104321441333,0.7129291518031956
S00491,1,train,0.0,0.2496563189282068,1.0
S00498,1,train,0.0,0.33533772687036373,1.0
S00499,1,train,0.0,0.32424977870458704,1.0
S00503,1,train,0.0,0.4348617577122613,1.0
S00513,1,train,0.0,0.363320593308041,1.0
S00516,1,train,0.0,0.4243650587174117,1.0
S00518,1,train,0.0,0.4167545695267161,1.0
S00519,1,train,0.0,0.4460222533268731,1.0
S00521,1,train,0.004380398378283,0.42899495823519196,0.7185170248758966
S00522,1,train,0.0,0.36004451071519067,1.0
S00531,1,train,0.0,0.27258826223106386,1.0
S00537,1,train,0.0,0.3940977886473494,1.0
S00540,1,train,0.0043980160257686,0.4094088915802366,0.7182572637000725
S00543,1,train,0.0024125042473666,0.4489950389200898,0.76006475251947
S00551,1,train,0.0,0.35429105517595083,1.0
S00552,1,train,0.0021787351938066,0.34416799896029265,0.7667685148979047
S00553,1,train,0.0,0.42525811837711824,1.0
S00554,1,train,0.0,0.4230079187535048,1.0
S00557,1,train,0.0086994954467681,0.38400860922895835,0.7074330073101398
S00559,1,train,0.0,0.4636943881075064,1.0
S00561,1,train,0.0,0.48933816986603645,1.0
S00564,1,train,0.0,0.43958665457173646,1.0
S00565,1,train,0.0,0.4149936798059022,1.0
S00566,1,train,0.0,0.3738016184944837,1.0
S00567,1,train,0.0,0.38274690587055726,1.0
S00570,1,train,0.0022028091356744,0.08016008235804964,0.7660594856938174
S00571,1,train,0.0,0.16638649315026013,1.0
S00577,1,train,0.0,0.12767228663314967,1.0
S00580,1,train,0.0022136704169895,0.37584794229650065,0.7657410109893502
S00584,1,train,0.0,0.1923204651937965,1.0
S00586,1,train,0.0,0.23557921365952805,1.0
S00587,1,train,0.0,0.19795196799121953,1.0
S00588,1,train,0.0,0.3185878021006385,1.0
S00598,1,train,0.0,0.25411719477609035,1.0
S00599,1,train,0.0,0.33485040637852476,1.0
S00603,1,train,0.0,0.1992998851693144,1.0
S00612,1,train,0.0,0.45115831630479625,1.0
S00618,1,train,0.0,0.4873523329974052,1.0
S00621,1,train,0.0,0.4485329833178882,1.0
S00624,1,train,0.0,0.5215216787667166,1.0
S00626,1,train,0.0,0.39650184829133733,1.0
S00629,1,train,0.0,0.44287921952897297,1.0
S00630,1,train,0.0,0.5045109806096074,1.0
S00634,1,train,0.0,0.4359616027405023,1.0
S00636,1,train,0.0,0.4583990846409571,1.0
S00637,1,train,0.0,0.43595629674149655,1.0
S00644,1,train,0.0,0.3063815379914482,1.0
S00645,1,train,0.0,0.15207638689320413,1.0
S00646,1,train,0.0,0.21340282958252477,1.0
S00647,1,train,0.0,0.17173651524516467,1.0
S00648,1,train,0.0,0.08657401480996424,1.0
S00651,1,train,0.0,0.14254121253159657,1.0
S00656,1,train,0.0,0.3342724741424558,1.0
S00661,1,train,0.0,0.287736753938447,1.0
S00664,1,train,0.0,0.29914444519543276,1.0
S00666,1,train,0.0,0.37130210694123633,1.0
S00667,1,train,0.0,0.3702674772974246,1.0
S00668,1,train,0.0,0.3551699366269416,1.0
S00670,1,train,0.0,0.37757386055064507,1.0
S00673,1,train,0.0,0.3147764026791094,1.0
S00677,1,train,0.0,0.2778110609772766,1.0
S00685,1,train,0.0,0.4675915199981706,1.0
S00687,1,train,0.0,0.32194993363553337,1.0
S00690,1,train,0.0,0.3140678714803194,1.0
S00691,1,train,0.0,0.38260003294977724,1.0
S00692,1,train,0.0,0.32204754405492586,1.0
S00693,1,train,0.0,0.28446275067916266,1.0
S00698,1,train,0.0,0.491929296739327,1.0
S00702,1,train,0.0,0.18061834829842693,1.0
S00703,1,train,0.0,0.19968594231166156,1.0
S00706,1,train,0.0,0.14952755327102976,1.0
S00708,1,train,0.0,0.24452326372704014,1.0
S00711,1,train,0.0,0.14692367321633912,1.0
S00713,1,train,0.0,0.17463347014754915,1.0
S00719,1,train,0.0,0.460726576971,1.0
S00720,1,train,0.0,0.32753024313192597,1.0
S00722,1,train,0.0,0.3224224832150389,1.0
S00731,1,train,0.0,0.3677993197568365,1.0
S00733,1,train,0.0,0.382915302937306,1.0
S00735,1,train,0.0,0.3291483827920212,1.0
S00736,1,train,0.0,0.2690323267283412,1.0
S00737,1,train,0.0,0.2590662015546638,1.0
S00738,1,train,0.0,0.19386949813882526,1.0
S00740,1,train,0.0,0.13194603541089114,1.0
S00742,1,train,0.0,0.2963105148372735,1.0
S00747,1,train,0.0,0.12735828234429128,1.0
S00748,1,train,0.0,0.20638972770509598,1.0
S00752,1,train,0.0,0.32912729818801095,1.0
S00755,1,train,0.0,0.31590130009046785,1.0
S00757,1,train,0.0,0.14844567033376732,1.0
S00758,1,train,0.0,0.2283183715361022,1.0
S00761,1,train,0.0,0.18459789352860637,1.0
S00769,1,train,0.0,0.36606189082349555,1.0
S00772,1,train,0.0,0.4598122797367974,1.0
S00773,1,train,0.0,0.3089719646341004,1.0
S00774,1,train,0.0,0.4001850108676345,1.0
S00777,1,train,0.0,0.36184385037858885,1.0
S00778,1,train,0.0,0.3742362316901801,1.0
S00781,1,train,0.0,0.32294482317593626,1.0
S00782,1,train,0.0,0.3276836776739252,1.0
S00784,1,train,0.0,0.4371440858812791,1.0
S00786,1,train,0.0,0.45536232751336253,1.0
S00788,1,train,0.0,0.42342644932676693,1.0
S00791,1,train,0.0,0.4326557076754132,1.0
S00795,1,train,0.0,0.45559930561808454,1.0
S00797,1,train,0.0,0.3694737941124668,1.0
S00798,1,train,0.0,0.35387534688102645,1.0
S00800,1,train,0.0,0.42598777481203826,1.0
S00803,1,train,0.0,0.31780912794831845,1.0
S00816,1,train,0.0,0.39392240179841015,1.0
S00819,1,train,0.0,0.43006898004157335,1.0
S00824,1,train,0.0,0.48613235362348,1.0
S00827,1,train,0.0,0.3977503073027378,1.0
S00828,1,train,0.0,0.4627722409580752,1.0
S00829,1,train,0.0,0.4311944004259491,1.0
S00834,1,train,0.0,0.07955549437185434,1.0
S00836,1,train,0.0,0.11730953102231712,1.0
S00837,1,train,0.0,0.21309513537054794,1.0
S00843,1,train,0.0,0.2606407109549167,1.0
S00847,1,train,0.0,0.3101749686346622,1.0
S00853,1,train,0.0,0.27113560617480614,1.0
S00855,1,train,0.0,0.22371411889019055,1.0
S00864,1,train,0.0,0.24863541488358018,1.0
S00865,1,train,0.0,0.08669630752029207,1.0
S00866,1,train,0.0,0.17896817738765416,1.0
S00868,1,train,0.0,0.18885515850480217,1.0
S00877,1,train,0.0,0.27872685766564353,1.0
S00884,1,train,0.0,0.43959113062254956,1.0
S00888,1,train,0.0,0.3731242696994226,1.0
S00895,1,train,0.0,0.21416326700950475,1.0
S00897,1,train,0.0,0.18010812994885403,1.0
S00899,1,train,0.0,0.42230455149448104,1.0
S00908,1,train,0.0,0.30783412409671645,1.0
S00915,1,train,0.0,0.43308857787828453,1.0
S00918,1,train,0.0,0.24708088408030573,1.0
S00919,1,train,0.0,0.27501367883679056,1.0
S00920,1,train,0.0257126597340783,0.30852627834111945,2.2842800497445355
S00921,1,train,0.0,0.25620508934929953,1.0
S00927,1,train,0.0,0.14107948829208858,1.0
S00928,1,train,0.0,0.3550589372102518,1.0
S00937,1,train,0.0,0.40723264262595565,1.0
S00945,1,train,0.0,0.46494618738232535,1.0
S00949,1,train,0.0,0.4627013623450451,1.0
S00951,1,train,0.0,0.48187190076714587,1.0
S00965,1,train,0.0,0.3074049949230342,1.0
S00966,1,train,0.0,0.48709013701807197,1.0
S00970,1,train,0.0,0.1581596247176682,1.0
S00973,1,train,0.0,0.4973928667695939,1.0
S00975,1,train,0.0,0.4439535618952151,1.0
S00984,1,train,0.0,0.36088190269608456,1.0
S00985,1,train,0.0,0.41587886248168565,1.0
S00988,1,train,0.0,0.5301388659727082,1.0
S00996,1,train,0.0,0.26086902110700655,1.0
S01000,1,train,0.0,0.3322149013387989,1.0
S01004,1,train,0.0,0.33207932050348293,1.0
S01009,1,train,0.0,0.40300582262743817,1.0
S01010,1,train,0.0,0.44907132508844283,1.0
S01014,1,train,0.0,0.33326082013218117,1.0
S01017,1,train,0.0,0.3334200441513036,1.0
S01020,1,train,0.0,0.10437303746943209,1.0
S01028,1,train,0.0,0.12108771179553164,1.0
S01029,1,train,0.0,0.11683672859019152,1.0
S01037,1,train,0.0,0.07954673327347805,1.0
S01041,1,train,0.0,0.0713218165950892,1.0
S01043,1,train,0.0,0.08587958850689864,1.0
S01047,1,train,0.0,0.3018784594689189,1.0
S01049,1,train,0.0,0.33711899166154774,1.0
S01051,1,train,0.0,0.3113916852936615,1.0
S01053,1,train,0.0,0.12400116329488532,1.0
S01060,1,train,0.0,0.21336068405770356,1.0
S01063,1,train,0.0,0.09725585032783973,1.0
S01069,1,train,0.0,0.12218060868228897,1.0
S01076,1,train,0.0,0.3865727821212131,1.0
S01079,1,train,0.0,0.42957742796806575,1.0
S01083,1,train,0.0,0.28858419455865575,1.0
S01089,1,train,0.0,0.32281085097295276,1.0
S01091,1,train,0.0,0.4051442663559957,1.0
S01099,1,train,0.0,0.3578739172638276,1.0
S01100,1,train,0.0,0.24720225230803125,1.0
S01102,1,train,0.0,0.22803072109642666,1.0
S01108,1,train,0.0,0.23481836876872433,1.0
S01112,1,train,0.0,0.167212126684445,1.0
S01116,1,train,0.0,0.22974181938119473,1.0
S01118,1,train,0.0,0.23416155951792636,1.0
S01120,1,train,0.0,0.26856405552390844,1.0
S01124,1,train,0.0,0.35046867549482946,1.0
S01128,1,train,0.0,0.32701031807213177,1.0
S01130,1,train,0.0,0.2628546189762032,1.0
S01137,1,train,0.0,0.11995068958962489,1.0
S01144,1,train,0.0,0.4030513894375383,1.0
S01145,1,train,0.0,0.42775960365905874,1.0
S01147,1,train,0.0,0.5382138176295169,1.0
S01148,1,train,0.0,0.3730644815039663,1.0
S01153,1,train,0.0,0.3708633557812275,1.0
S01157,1,train,0.0,0.34151903971234815,1.0
S01158,1,train,0.0,0.4469845800740413,1.0
S01160,1,train,0.0,0.3810285775965864,1.0
S01163,1,train,0.0,0.4770221157700775,1.0
S01165,1,train,0.0,0.4416658324932685,1.0
S01180,1,train,0.0,0.3285090671379649,1.0
S01183,1,train,0.0,0.3590831030367682,1.0
S01188,1,train,0.0,0.35584204522427454,1.0
S01193,1,train,0.0,0.13439431995671103,1.0
S01194,1,train,0.0,0.278019953229931,1.0
S01199,1,train,0.0,0.3535750310049061,1.0
S01202,1,train,0.0,0.21789148044879733,1.0
S01203,1,train,0.0,0.2450684088968573,1.0
S01209,1,train,0.0,0.39239772595234035,1.0
S01210,1,train,0.0,0.36472960177665364,1.0
S01215,1,train,0.0,0.062367419060074654,1.0
S01216,1,train,0.0059559118716782,0.3170198857422568,0.7024965846225047
S01223,1,train,0.0057164382104212,0.3795234671094863,0.7040151627398917
S01226,1,train,0.0100747716597455,0.45397171752073034,0.7253089857045688
S01232,1,train,0.0102230920225207,0.26802967846966125,0.7278702617275143
S01233,1,train,0.0042819726367301,0.37280148438470345,0.720003020938228
S01246,1,train,0.0,0.4242877816866117,1.0
S01254,1,train,0.0,0.47872437769032844,1.0
S01258,1,train,0.0088358697198122,0.39259704954382174,0.7087399295692113
S01259,1,train,0.0014739945251631,0.486929285872059,0.7894937116071135
S01262,1,train,0.0,0.47493649388714126,1.0
S01264,1,train,0.0,0.49978556781575145,1.0
S01267,1,train,0.0029844203649159,0.4867365695308577,0.745320192924336
S01271,1,train,0.0100710969071687,0.39513371470988323,0.7252471239618772
S01273,1,train,0.0119137511536202,0.44225704296372975,0.7662675791917759
S01274,1,train,0.007401450505592,0.46629870231773934,0.7000259809385417
S01275,1,train,0.0072729720553975,0.48789983645110735,0.6997863661475834
S01278,1,train,0.0014399411275579,0.506640619016418,0.7906912241498696
S01279,1,train,0.0042902894434709,0.40520342971821516,0.7198751694097664
S01281,1,train,0.0,0.38015464222886847,1.0
S01282,1,train,0.0,0.39553901192529034,1.0
S01283,1,train,0.0029426479687143,0.41867771948470134,0.7463196478905751
S01285,1,train,0.0,0.4105010413647463,1.0
S01286,1,train,0.0,0.39694443168912125,1.0
S01288,1,train,0.00444929858643,0.4227457381215019,0.7175118475580159
S01293,1,train,0.0,0.3949442817543048,1.0
S01304,1,train,0.0029803935678669,0.4001463850984664,0.7454160173582779
S01308,1,train,0.0044133056280746,0.4855305540525195,0.7180333549041347
S01317,1,train,0.0,0.454066673005042,1.0
S01320,1,train,0.0,0.30101903289212645,1.0
S01322,1,train,0.0,0.0438180264585904,1.0
S01323,1,train,0.0,0.06283260424118377,1.0
S01331,1,train,0.0,0.0811171925539234,1.0
S01342,1,train,0.0,0.3142962935080227,1.0
S01343,1,train,0.0,0.12068497702045233,1.0
S01346,1,train,0.0057665309153352,0.12316851437990639,0.7036709555496824
S01347,1,train,0.0,0.07562006347402644,1.0
S01348,1,train,0.0,0.0998474833266232,1.0
S01352,1,train,0.0,0.3208425661138581,1.0
S01355,1,train,0.0,0.3316720714063504,1.0
S01357,1,train,0.0,0.19686177090043921,1.0
S01364,1,train,0.0,0.32403290939273505,1.0
S01366,1,train,0.0,0.4466756324961217,1.0
S01368,1,train,0.0,0.4458752822519387,1.0
S01370,1,train,0.0,0.4174988496829224,1.0
S01371,1,train,0.0,0.4370900326256799,1.0
S01377,1,train,0.0,0.3327443438758538,1.0
S01379,1,train,0.0,0.3372409993971088,1.0
S01380,1,train,0.0,0.32311774954959266,1.0
S01383,1,train,0.0,0.39293976736952835,1.0
S01387,1,train,0.0088018347486518,0.34168637877601826,0.7084042785738915
S01389,1,train,0.0057933510514291,0.41225332332981424,0.7034924506424086
S01392,1,train,0.0042994567286065,0.3425026143991974,0.7197347339476999
S01397,1,train,0.0,0.402368771642623,1.0
S01402,1,train,0.0087918697317329,0.4702641386145123,0.7083071985712683
S01405,1,train,0.0,0.4154894743839863,1.0
S01409,1,train,0.0073868635704263,0.3870118198670612,0.6999943012672443
S01410,1,train,0.0,0.4957603989393465,1.0
S01411,1,train,0.0071353300772108,0.3145256628798141,0.6996283973741468
S01416,1,train,0.0,0.4096989396058537,1.0
S01418,1,train,0.0,0.41012526253811493,1.0
S01419,1,train,0.0,0.317796957970516,1.0
S01423,1,train,0.0,0.34834181359762373,1.0
S01428,1,train,0.001488509723233,0.35927165321339727,0.788986138819182
S01437,1,train,0.0,0.38086065729465274,1.0
S01439,1,train,0.0014258991484771,0.3545573260823132,0.7911877720851386
S01448,1,train,0.0129361953183293,0.4504859545337556,0.7982603400198494
S01457,1,train,0.0,0.3961706945372235,1.0
S01458,1,train,0.0,0.4386299013931578,1.0
S01462,1,train,0.0,0.34154022035384446,1.0
S01468,1,train,0.0,0.39312556497108164,1.0
S01476,1,train,0.0147618793030729,0.4645052640961776,0.8741272435747686
S01478,1,train,0.0014308746473196,0.4647952591902542,0.7910116459817204
S01480,1,train,0.0174992297874213,0.36487426156621616,1.0430919671660035
S01485,1,train,0.0029295608605953,0.42670887904879934,0.7466352404465045
S01486,1,train,0.0086723609935698,0.37306045689219663,0.7071850348663233
S01488,1,train,0.0014427752376805,0.38971911443042445,0.7905912003781181
S01496,1,train,0.0,0.3233814870099477,1.0
S01501,1,train,0.0029028932558839,0.35211011892433436,0.7472819773717432
S01507,1,train,0.0028689352613501,0.39176169527105736,0.7481126322315368
S01512,1,train,0.004305341395381,0.30615231675260207,0.719644856303893
S01513,1,train,0.0,0.37795304009261393,1.0
S01518,1,train,0.0014647415777359,0.3525707961791524,0.7898181648317082
S01524,1,train,0.0029565646741086,0.4597655962937159,0.7459853426824107
S01527,1,train,0.0014726580440612,0.3582014525980925,0.7895405321409943
S01531,1,train,0.0103766803570842,0.4549115441427916,0.730655672892364
S01535,1,train,0.0,0.4287463034259588,1.0
S01537,1,train,0.0014751101138535,0.37051193333098614,0.7894546406364383
S01544,1,train,0.0118101348541555,0.4059503499318679,0.7634091456936787
S01545,1,train,0.0445553001055538,0.439799942492753,20.91315246511769
S01546,1,train,0.0059233833602984,0.36961936308671534,0.7026840566512733
S01547,1,train,0.0044162468122162,0.35281120026813567,0.7179904452661564
S01548,1,train,0.0086734204165685,0.5070014199504013,0.7071946415258965
S01557,1,train,0.020208885171244,0.29100606366836246,1.299060191255114
S01564,1,train,0.0,0.4745762014152846,1.0
S01565,1,train,0.0044748973564791,0.4799318140416904,0.7171457111115292
S01567,1,train,0.0088408207554721,0.421016176593289,0.708789282430442
S01568,1,train,0.0057707491523849,0.4688527279065253,0.7036426132622183
S01571,1,train,0.0204725336157942,0.5204612873825308,1.330034067720838
S01573,1,train,0.005697662754539,0.44068507662620643,0.7041478090046326
S01574,1,train,0.0014493260779544,0.4292109149662209,0.7903602532327242
S01575,1,train,0.0029614799057331,0.4276177887918397,0.745867587765711
S01581,1,train,0.0028471422597258,0.42328318407968873,0.7486499257025879
S01582,1,train,0.0028938419973914,0.4880757033623501,0.7475026026000244
S01584,1,train,0.0073197601121675,0.5073891452025724,0.6998633300562135
S01591,1,train,0.0,0.4443127945522168,1.0
S01594,1,train,0.0103059495455784,0.4602247173993798,0.7293560327789811
S01605,1,train,0.0059001777769863,0.38337426902215865,0.7028214010752816
S01608,1,train,0.0,0.34927304625678407,1.0
S01609,1,train,0.0029240798267909,0.4512436791304273,0.7467677648085631
S01624,1,train,0.002882964406701,0.4989218326145088,0.7477684943610641
S01625,1,train,0.0159773914212484,0.4529086847102734,0.9399805222001036
S01626,1,train,0.0057063470193809,0.4856870723191043,0.7040862093418743
S01627,1,train,0.0057280996712393,0.4531558300246776,0.7039337736609987
S01628,1,train,0.0058928846678286,0.35662558957641705,0.7028651862515775
S01630,1,train,0.0103005486322683,0.3630235756219949,0.7292579810324437
S01631,1,train,0.0071870869594139,0.3987840229423673,0.6996758067663363
S01634,1,train,0.0,0.3814415244259366,1.0
S01640,1,train,0.004374191390676,0.45276004314272483,0.7186089921921947
S01641,1,train,0.0028930586964936,0.38853255186344793,0.7475217222548791
S01644,1,train,0.0042911414263512,0.32590468275746876,0.7198620960531229
S01656,1,train,0.0074005908560264,0.25740118043940496,0.7000240821910009
S01662,1,train,0.0043318719439384,0.3802539868267046,0.7192422760694825
S01665,1,train,0.0072472010055673,0.2964540002365632,0.6997490139465339
S01666,1,train,0.0074403425252253,0.2671473513568616,0.7001160458481194
S01670,1,train,0.0074376702283679,0.3596889866996686,0.7001095968636668
S01671,1,train,0.0,0.46035856546530746,1.0
S01685,1,train,0.0071348998529952,0.5024550759426153,0.6996280638859131
S01690,1,train,0.0071382815843825,0.4476670066773963,0.6996307121789841
S01694,1,train,0.0014354868524423,0.4604879945064344,0.7908485605172985
S01697,1,train,0.0056914968235836,0.49380379677230263,0.7041918030522022
S01709,1,train,0.002948277600802,0.3242180591171662,0.7461842532302414
S01710,1,train,0.0176723678128222,0.3642098873220394,1.0564663531317458
S01716,1,train,0.0,0.37059285900580297,1.0
S01720,1,train,0.0043880947545933,0.2700331649694532,0.7184033147747365
S01723,1,train,0.0028739370914253,0.40626053649776783,0.7479897798898583
S01725,1,train,0.0086310945165631,0.4544918983564938,0.7068155804175332
S01726,1,train,0.0029535075130218,0.32090576834474066,0.7460586672652888
S01733,1,train,0.0,0.35014570216556556,1.0
S01747,1,train,0.0116357336423709,0.3507810898278502,0.7587519274995922
S01752,1,train,0.0057995874941289,0.4482153931492267,0.7034515208535846
S01755,1,train,0.019165339242226,0.2175333303914345,1.1878452607978824
S01758,1,train,0.0072102341802819,0.396425949555598,0.699701687790138
S01761,1,train,0.008808776873859,0.2079217462687164,0.7084722289932278
S01765,1,train,0.0,0.16342109554157153,1.0
S01768,1,train,0.0,0.17323724111274852,1.0
S01774,1,train,0.0,0.15114026291590313,1.0
S01775,1,train,0.0,0.17460853728343104,1.0
S01782,1,train,0.0043739989087004,0.35381073045116845,0.7186118478910352
S01786,1,train,0.0147239627308951,0.20476001679706665,0.8722833968438445
