ufs_serial,position,split,health,reg_pred_die
S00000,1,train,0.0,0.0007257896846954046
S00004,1,train,0.0,0.0002794683779042047
S00009,1,train,0.0,0.0008524844003963195
S00012,1,train,0.0,0.00045674771232703836
S00013,1,train,0.0,0.0003948152903737563
S00017,1,train,0.0,0.0015504654798310195
S00024,1,train,0.0,0.0017458499946639019
S00027,1,train,0.0,0.0018859045482204607
S00029,1,train,0.0,0.0017190214122215406
S00031,1,train,0.0,0.0018921852441540746
S00034,1,train,0.0,0.002225719555117197
S00039,1,train,0.0024294149851399,0.0016765015931343014
S00041,1,train,0.0024488066378919,0.002322604517771942
S00043,1,train,0.0,0.0019085424448139425
S00044,1,train,0.0,0.0020750226587199793
S00047,1,train,0.0024454088310256,0.0021138516436152756
S00051,1,train,0.0023918839575332,0.0013418941673725652
S00052,1,train,0.0,0.0016346036709257892
S00056,1,train,0.0024112401634015,0.001706541314536509
S00059,1,train,0.00240752581914,0.0018843997237218922
S00063,1,train,0.0,0.001227516789858094
S00064,1,train,0.0,0.0015126166839294997
S00068,1,train,0.0096413121496052,0.001562388822676644
S00071,1,train,0.0,0.0019645950391351456
S00072,1,train,0.0,0.002072940407033552
S00079,1,train,0.0,0.0015312550874351666
S00080,1,train,0.0024551575598599,0.0021339673859462646
S00084,1,train,0.0,0.0019635867794712235
S00087,1,train,0.0071833265884257,0.0018847967719456931
S00098,1,train,0.0,0.002257856280138339
S00101,1,train,0.0047811447811447,0.001857967264907142
S00106,1,train,0.0,0.0023715656573161437
S00108,1,train,0.0,0.0020139130429359105
S00109,1,train,0.0024466006035276,0.0016641007257815067
S00111,1,train,0.0,0.002116337247550135
S00121,1,train,0.0,0.0022731305756564764
S00124,1,train,0.0,0.0036829867204070583
S00128,1,train,0.0023878847281078,0.0013406535929995549
S00132,1,train,0.0,0.0015403672905545604
S00136,1,train,0.0024124339857098,0.0017476599982724082
S00137,1,train,0.0,0.0018429980425797886
S00138,1,train,0.0024209654634906,0.0014485156693060642
S00142,1,train,0.0023883666839667,0.0016828978324627296
S00144,1,train,0.0,0.001452244234611712
S00146,1,train,0.0,0.0016375579563349557
S00148,1,train,0.0023848940713548,0.0016727506967981185
S00151,1,train,0.0,0.00163558349816053
S00153,1,train,0.0,0.0019810101178725785
S00155,1,train,0.0,0.0014135788279785164
S00156,1,train,0.0,0.0023088824587499087
S00158,1,train,0.0,0.0013192286936247453
S00162,1,train,0.0,0.0014790709489326814
S00164,1,train,0.0,0.0012826277159377858
S00168,1,train,0.0044468304030778,0.0022177868769309985
S00171,1,train,0.002232734493277,0.0018940592163234056
S00175,1,train,0.0,0.0019450906090072678
S00178,1,train,0.0,0.0013206852559188205
S00181,1,train,0.0,0.0015244378070002791
S00183,1,train,0.0,0.0013770866678334567
S00187,1,train,0.0023849627379564,0.0013730334075025637
S00189,1,train,0.0,0.0013531094329998084
S00192,1,train,0.0,0.0013911183677707327
S00201,1,train,0.0,0.0031984046644637407
S00202,1,train,0.0,0.0018893216346550883
S00205,1,train,0.0024191978193146,0.0022082046589318627
S00206,1,train,0.0,0.0014819696367910989
S00207,1,train,0.0024246859373094,0.0017307929309830338
S00210,1,train,0.0,0.0014870265017110512
S00211,1,train,0.0024002356770644,0.0020154711722663653
S00214,1,train,0.0,0.001667429014178469
S00217,1,train,0.0,0.0014807652301981028
S00220,1,train,0.0048111362800333,0.002328353194621458
S00221,1,train,0.0024405814181889,0.0018194897028837673
S00237,1,train,0.0,0.0016919992810393424
S00238,1,train,0.0,0.001577928424551037
S00247,1,train,0.0,0.0014455497746938084
S00248,1,train,0.0048394556829523,0.001906509473188244
S00260,1,train,0.0,0.00285366247969096
S00264,1,train,0.0,0.0016658870631514398
S00269,1,train,0.0,0.002547833809094104
S00273,1,train,0.0023947190902958,0.0012035085439780796
S00275,1,train,0.0,0.001523137481959732
S00277,1,train,0.0,0.00234889953203552
S00278,1,train,0.0024270303793883,0.002055959072035743
S00289,1,train,0.0,0.0021913020758592143
S00294,1,train,0.0,0.0018435335916217779
S00296,1,train,0.0,0.002020984821379895
S00297,1,train,0.0048750582407611,0.0021056112319327793
S00308,1,train,0.0,0.0017253444747296976
S00309,1,train,0.0021791077496437,0.0017293312204276034
S00310,1,train,0.0156605896916497,0.0017884116855498117
S00311,1,train,0.0,0.0021727101249982197
S00316,1,train,0.0,0.0014389346580133586
S00325,1,train,0.0,0.0016360657308442533
S00327,1,train,0.0044787484736659,0.0022424689526788057
S00331,1,train,0.0,0.0018128042476362987
S00332,1,train,0.0,0.0016980445850784656
S00340,1,train,0.0,0.0018533499734423348
S00343,1,train,0.0071593200806683,0.0016071258223630163
S00347,1,train,0.0,0.0016936695860149792
S00352,1,train,0.0,0.0014414180290330367
S00356,1,train,0.0,0.001359639333377278
S00357,1,train,0.0,0.0018107167351569461
S00358,1,train,0.0,0.0022220343148062
S00360,1,train,0.0,0.0019121903938113857
S00362,1,train,0.0,0.0020322249478713023
S00363,1,train,0.0,0.002008736030782826
S00369,1,train,0.0,0.0022931796209976953
