ufs_serial,pred,health
S00000,0.0022600599064778962,0.0
S00002,0.0024776143003477293,0.0
S00003,0.0028775702958920035,0.0
S00004,0.001983038294040938,0.0
S00009,0.0028539016800811297,0.0
S00012,0.0012582864261278214,0.0
S00013,0.0014708495852872319,0.0
S00015,0.002297534467868918,0.0
S00017,0.0030508876939328673,0.0
S00018,0.0025339684967311147,0.0
S00020,0.0027163918545054237,0.0
S00021,0.002982242855055846,0.0
S00022,0.0022854883945881057,0.0
S00023,0.0026035702917523145,0.0
S00024,0.002891995047577322,0.0
S00025,0.003184789209321575,0.0
S00026,0.003576037279862937,0.0
S00027,0.0027597210132436307,0.0
S00028,0.002792062762251614,0.0
S00029,0.004304398507532517,0.0
S00031,0.0029620277385311103,0.0
S00032,0.0029828896627387223,0.0024556306573382
S00034,0.003067886559513053,0.0
S00035,0.003014424586716547,0.0
S00037,0.0031668237163761576,0.0024203995363741
S00038,0.0046657187605348375,0.0
S00039,0.0031896217125702477,0.0024294149851399
S00041,0.003497007913151834,0.0024488066378919
S00042,0.0027096787727722777,0.0024355223631917
S00043,0.0034861130489646963,0.0
S00044,0.0033629800600326314,0.0
S00047,0.002373890514205538,0.0024454088310256
S00049,0.0028351738837929298,0.0
S00051,0.0027772760921155855,0.0023918839575332
S00052,0.0018484314258564063,0.0
S00056,0.002250536510008751,0.0024112401634015
S00057,0.0024290407578315756,0.0
S00058,0.0024012640910490205,0.0
S00059,0.0025475516316137243,0.00240752581914
S00061,0.0027115020459689484,0.0
S00062,0.0025624421040909267,0.0
S00063,0.0035327167956806533,0.0
S00064,0.0028664238558765934,0.0
S00065,0.002911913644408811,0.0
S00068,0.0023750328941246723,0.0096413121496052
S00069,0.003410442069317909,0.0024141213958187
S00071,0.0035718499704022535,0.0
S00072,0.0028050223264762444,0.0
S00075,0.003425753260829184,0.0
S00079,0.0040010718242514745,0.0
S00080,0.0032091063536050703,0.0024551575598599
S00081,0.003399081193623805,0.0048692551117381
S00084,0.003031155873086855,0.0
S00086,0.003237608519740238,0.0
S00087,0.0036708857220864497,0.0071833265884257
S00092,0.0028775072359907565,0.0
S00096,0.0031113807656690945,0.0
S00098,0.0036231371024967045,0.0
S00099,0.004312491363126495,0.002429023161249
S00101,0.0027539734720819515,0.0047811447811447
S00103,0.0036973486983479112,0.0023947190902958
S00106,0.0031229167329107164,0.0
S00108,0.0032282596078703476,0.0
S00109,0.0027427305274219825,0.0024466006035276
S00111,0.004009050372500328,0.0
S00113,0.003233972976050615,0.0
S00114,0.0032065517469381253,0.0
S00116,0.002470106218423288,0.0
S00120,0.003141260755828523,0.0
S00121,0.0031832921366563988,0.0
S00122,0.0030204493216085455,0.0
S00123,0.0025818615779221806,0.0120079634300735
S00124,0.003254950805433701,0.0
S00126,0.002960052827083271,0.0145181549966406
S00127,0.0024321580202359295,0.0
S00128,0.002500376643975214,0.0023878847281078
S00129,0.00210809705740408,0.0071621056878935
S00130,0.002477057461234961,0.0048756321399316
S00131,0.0028049416226135536,0.0
S00132,0.0023934572614800437,0.0
S00133,0.0025726314931630704,0.0
S00134,0.003274386254396328,0.0
S00135,0.0036855588610237907,0.0024002704530087
S00136,0.003308448177205015,0.0024124339857098
S00137,0.00292943072364413,0.0
S00138,0.002694022805089022,0.0024209654634906
S00139,0.0037653412109253616,0.0023857183316292
S00142,0.0037718713721752303,0.0023883666839667
S00144,0.002940893558276614,0.0
S00145,0.004562727620083566,0.0048074365336157
S00146,0.004116227101355273,0.0
S00148,0.002418245420133191,0.0023848940713548
S00149,0.0030629498751645065,0.0
S00150,0.002507920105546872,0.0024284534611569
S00151,0.0027425785022070085,0.0
S00152,0.002296943384687435,0.0
S00153,0.002643950928746714,0.0
S00154,0.0035127405905387614,0.0024048348309115
S00155,0.003365880006061987,0.0
S00156,0.003346463834880338,0.0
S00157,0.0029511695904755704,0.0023905723905723
S00158,0.0038506604757334063,0.0
S00162,0.0022987758478084227,0.0
S00164,0.001849771826451151,0.0
S00165,0.00291121698843764,0.0
S00166,0.0025351850324768785,0.0
S00168,0.002676865568075709,0.0044468304030778
S00169,0.003614579954570322,0.002185201306724
S00170,0.0035347058906088817,0.0
S00171,0.002641053982733528,0.002232734493277
S00174,0.003885328512396757,0.0
S00175,0.00266792758274899,0.0
S00177,0.002566292305449563,0.0043713251623854
S00178,0.0029186769133377703,0.0
S00180,0.0026412175378249694,0.0
S00181,0.002572486340748883,0.0
S00183,0.0022451791614038663,0.0
S00185,0.002949060617751509,0.0
S00186,0.0025719955218753247,0.0
S00187,0.002590236940049381,0.0023849627379564
S00188,0.0021360284565278926,0.0
S00189,0.0027362834151630996,0.0
S00191,0.0023579635200184114,0.0
S00192,0.0034994051549381284,0.0
S00193,0.003065239022671271,0.0
S00194,0.0029359590928570334,0.0023942345675443
S00199,0.003256382025572166,0.0
S00201,0.003295905018272139,0.0
S00202,0.0034403455125064245,0.0
S00205,0.003597775579769349,0.0024191978193146
S00206,0.003338287145127893,0.0
S00207,0.0036069520957659413,0.0024246859373094
S00208,0.0034914779016415186,0.0
S00210,0.0033959939761732632,0.0
S00211,0.003755846332343356,0.0024002356770644
S00214,0.002281164310093624,0.0
S00216,0.002473270000898027,0.0
S00217,0.003141779409354362,0.0
S00218,0.0032542435542202756,0.0
S00220,0.0033231997489565164,0.0048111362800333
S00221,0.00250172356931247,0.0024405814181889
S00223,0.002914795630616849,0.0
S00226,0.003522372505751088,0.0
S00227,0.0030038159787623316,0.0
S00229,0.003104160128765035,0.0
S00233,0.0023407068690842626,0.0
S00237,0.0027250673474145184,0.0
S00238,0.0024275225454008934,0.0
S00245,0.003227555508701787,0.0
S00247,0.0030590550165433303,0.0
S00248,0.003804969187163815,0.0048394556829523
S00249,0.0031498058744860715,0.0072902762090563
S00252,0.0037338650366990924,0.0
S00253,0.00326964406055111,0.0
S00257,0.002524888404514874,0.0122792453576052
S00258,0.0036634377271724623,0.004889013491513
S00259,0.00324382276297781,0.0
S00260,0.0036886353919929294,0.0
S00261,0.002943695367568412,0.0
S00262,0.002588059326723994,0.0
S00264,0.003137015052302985,0.0
S00265,0.0032145732696650824,0.0021986286219862
S00267,0.0033240823518965717,0.0022214176846302
S00268,0.0032106099655806715,0.0
S00269,0.0032664537359971806,0.0
S00270,0.003861793872660743,0.0021931566452205
S00271,0.0032226928015054042,0.0
S00273,0.003181518210064646,0.0023947190902958
S00275,0.0022382181599559393,0.0
S00277,0.003329212241231843,0.0
S00278,0.003010287786309571,0.0024270303793883
S00283,0.0028205374001462904,0.0
S00284,0.0030212888440058977,0.0
S00289,0.002278014224134519,0.0
S00290,0.002554593021596992,0.0024540301396377
S00294,0.0031868146082212083,0.0
S00296,0.002643371658068163,0.0
S00297,0.0036631567083518566,0.0048750582407611
S00302,0.0027732673182292006,0.0
S00303,0.003763214179374477,0.0044147169073886
S00308,0.003295015167821712,0.0
S00309,0.003369630377419973,0.0021791077496437
S00310,0.0029756496519336238,0.0156605896916497
S00311,0.0031271453398611215,0.0
S00312,0.003254015681448098,0.0022374990433228
S00313,0.0028798387100014288,0.0
S00314,0.0027657948300472985,0.0021928953719759
S00315,0.003121981890634695,0.0021781336418657
S00316,0.00238367862045844,0.0
S00318,0.0022813298991988464,0.0022137295775651
S00319,0.0030723246049829864,0.0021892730027839
S00321,0.002556856301448092,0.0
S00323,0.0024824043544171563,0.0
S00324,0.0031768971965164955,0.002440437609255
S00325,0.0030707252684935575,0.0
S00326,0.003242420225390971,0.0
S00327,0.0033572651002502165,0.0044787484736659
S00328,0.003609098449566797,0.0
S00329,0.0036048868318738114,0.0021770745724698
S00331,0.0036523362273403236,0.0
S00332,0.003080121411781315,0.0
S00334,0.003086035428071699,0.0072413089722295
S00335,0.003445123401952206,0.0
S00336,0.002335401354756765,0.0
S00339,0.002434849032014486,0.0
S00340,0.0028439896264790855,0.0
S00341,0.0030361211483007217,0.0
S00342,0.0027682545848294136,0.0239999227366672
S00343,0.0027590901419430763,0.0071593200806683
S00344,0.0034476880133350535,0.0
S00347,0.0031132840501535705,0.0
S00349,0.0022283006252447665,0.0
S00350,0.0026495441677692284,0.0022072702240579
S00351,0.0031690774602754195,0.0
S00352,0.0021412448374076246,0.0
S00354,0.0025238495736429507,0.0047855643499528
S00356,0.0032969816706562563,0.0
S00357,0.00276244816083929,0.0
S00358,0.0027239304322557115,0.0
S00360,0.002638573359539181,0.0
S00361,0.004870341764960838,0.0024229128580134
S00362,0.004603348131006425,0.0
S00363,0.0033777757709667106,0.0
S00366,0.002851869439261225,0.0044445636815653
S00369,0.0030983474084880797,0.0
S00371,0.0028050001877468044,0.0087046378029984
S00373,0.0028826171446028645,0.0023894345645892
S00376,0.003201346509493531,0.0022044799290308
S00377,0.0025275100132065064,0.0066640743372799
S00378,0.003139644554496053,0.0
S00379,0.002824149336812096,0.0024318042813455
S00380,0.003409677369189143,0.0
S00383,0.0029036426869970306,0.0
S00384,0.0034430810804692517,0.0043461531734788
S00388,0.003451582939917433,0.0
S00389,0.0020803970551303962,0.0120899864747837
S00390,0.0034060508338545,0.0
S00393,0.0038085425274132344,0.0
S00395,0.0034192114680323344,0.0
S00396,0.0034157046101375597,0.0
S00398,0.0032851116245294016,0.0
S00400,0.003571806199465179,0.0
S00402,0.002974379405607952,0.0
S00403,0.0035450750871050597,0.0043498619334567
S00404,0.0034719534779066724,0.0
S00405,0.0031283735074670287,0.0
S00406,0.003598309335657679,0.0
S00408,0.003862711606481978,0.0022408584697236
S00409,0.0032674829883899735,0.002175502182068
S00410,0.0031999658420619513,0.0
S00411,0.0015260633749855984,0.0
S00412,0.00116957745608066,0.0
S00416,0.0036463109011295207,0.0
S00417,0.0030095170578955644,0.0065888903619249
S00420,0.0030065037513735014,0.0067010031280336
S00423,0.0035435810194615887,0.0022000593174946
S00429,0.0032971867408885854,0.0
S00430,0.0025234109475486353,0.0065350023668016
S00432,0.003997761976434388,0.0
S00434,0.002949273446362542,0.002191705914519
S00435,0.004491252721355685,0.0
S00436,0.003984787464882915,0.0
S00438,0.0026464289258319447,0.0
S00439,0.002592137037160338,0.0
S00440,0.001841977789738669,0.0122367980460517
S00441,0.0015869872300338607,0.0
S00446,0.0028185729312598285,0.0
S00448,0.0026970849770284176,0.012265971677205
S00450,0.002837677444921195,0.0
S00452,0.003201669613466826,0.0048683965637152
S00453,0.002964656774746571,0.0024367761990213
S00454,0.0022251145303469385,0.0
S00455,0.0018914849449505648,0.0
S00456,0.002816333836222161,0.0
S00457,0.002853095072229002,0.0047714366632584
S00461,0.002205431029315856,0.0
S00462,0.0026962734789701733,0.0
S00463,0.00257222613476699,0.0
S00464,0.0020619096698683754,0.0
S00465,0.0019963472134212875,0.0
S00467,0.0025083767359846076,0.0047907539412867
S00469,0.003099512359990949,0.0024476488781198
S00470,0.0027396890422425038,0.0
S00472,0.002864100846778272,0.0
S00473,0.002773841802740013,0.0
S00475,0.0024743797697670007,0.0
S00476,0.0026548198638293597,0.0048258518065386
S00478,0.0029488418979747777,0.0
S00482,0.002420533262464001,0.0
S00483,0.0022167944329186465,0.0
S00484,0.0033221209768231454,0.0
S00485,0.0027439375102260473,0.0
S00486,0.002098714026905421,0.0023937848290876
S00487,0.002391082373604917,0.0047925556278778
S00488,0.002754293353753797,0.0024354507544016
S00491,0.002761370607259178,0.0
S00493,0.0024130147196925926,0.0
S00495,0.002859556118246606,0.0
S00497,0.003200826715923097,0.0043514615044499
S00498,0.0027014443175930477,0.0
S00499,0.002774907948264027,0.0
S00500,0.003218504455833463,0.0021848266645565
S00501,0.0032628111989849037,0.0021832142888519
S00502,0.0030821324925813577,0.0022247289590775
S00503,0.0031334484945888543,0.0
S00505,0.003825637073289985,0.0
S00510,0.0031244441146039506,0.0022227290819726
S00512,0.0033316671962715923,0.0043474647807241
S00513,0.0028970154787417114,0.0
S00514,0.0025467386505334676,0.0
S00515,0.003012569787865481,0.0065527516282994
S00516,0.00293619112544907,0.0
S00518,0.0029922340107101457,0.0
S00519,0.003104974936254679,0.0
S00520,0.0032481184983502035,0.0
S00521,0.003500002875271675,0.004380398378283
S00522,0.0028017576427645063,0.0
S00523,0.003410913624298851,0.0
S00524,0.003404937263090317,0.0073659093266936
S00525,0.0034872312700670594,0.0022026334100044
S00527,0.0031003027764417985,0.0022325840475805
S00529,0.002730185699555841,0.0022204351516776
S00531,0.0029019610084472366,0.0
S00537,0.003392183953231801,0.0
S00538,0.003373740606977785,0.0
S00539,0.0034697887328858606,0.0
S00540,0.0033283123612283102,0.0043980160257686
S00543,0.0023153949285207765,0.0024125042473666
S00545,0.0034325593681490294,0.0
S00547,0.0027725403242877997,0.0024299851365094
S00548,0.003626023976147801,0.0022212091958954
S00550,0.0025057600093468775,0.0048952977562397
S00551,0.003059593022833354,0.0
S00552,0.0033911849376398245,0.0021787351938066
S00553,0.0034606538964586935,0.0
S00554,0.002721370263767555,0.0
S00555,0.0027536836457740226,0.0
S00557,0.0032744111644148585,0.0086994954467681
S00558,0.003329632966431023,0.0
S00559,0.004020356364543938,0.0
S00560,0.0035168656535488935,0.0
S00561,0.0029308259432166517,0.0
S00562,0.003648656020469111,0.0109444848164541
S00564,0.003207240174367713,0.0
S00565,0.003628664306675874,0.0
S00566,0.0035929142385095324,0.0
S00567,0.0033835044965343066,0.0
S00568,0.003416551247190771,0.0
S00570,0.0014665654584004194,0.0022028091356744
S00571,0.0018420442250888498,0.0
S00574,0.002931675196960955,0.0
S00577,0.0009369675907928402,0.0
S00579,0.0021850767298042524,0.0
S00580,0.0024557226177203094,0.0022136704169895
S00581,0.0031345915463517216,0.0
S00582,0.0029150042490062745,0.0022362909068002
S00583,0.0028002566635949057,0.0
S00584,0.0034021187195823624,0.0
S00585,0.0024756447479831576,0.0
S00586,0.0028157632800333153,0.0
S00587,0.0035745977275589026,0.0
S00588,0.0034127371967051846,0.0
S00589,0.003641026875733904,0.0
S00590,0.0030409567152847945,0.0
S00593,0.0021669063030330385,0.0
S00594,0.0023444861591194795,0.0
S00598,0.0020803114989124466,0.0
S00599,0.0029717160890945014,0.0
S00600,0.002790072059897335,0.0
S00603,0.002034064556540301,0.0
S00605,0.0036465986028437554,0.0
S00606,0.0022795965627622253,0.0
S00607,0.0024066077760624954,0.0
S00612,0.0031427991250652415,0.0
