feature,lgbm_gain,et_impurity,enet_abs_coef,lgbm_weak,et_weak,enet_zero
X5,11.6,0.0015293094086949435,0.0,False,False,True
X6,7.4,0.0013002009227420978,0.0,False,False,True
X7,15.4,0.0013117283511824285,0.0,False,False,True
X11,6.8,0.0014117945181367406,0.0,False,False,True
X13,20.4,0.0016366950867790254,0.0,False,False,True
X14,10.0,0.0012406114396399713,0.0,False,True,True
X16,27.2,0.0017103984843796563,0.0,False,False,True
X18,19.8,0.0016969605031287292,0.0,False,False,True
X19,52.6,0.0016646528098895684,0.0,False,False,True
X20,17.0,0.0015041021677105373,0.0,False,False,True
X27,30.4,0.0016792255984945056,0.0,False,False,True
X28,27.4,0.001812841448051953,0.0,False,False,True
X29,33.8,0.0019397186162979543,0.0,False,False,True
X30,15.8,0.0013943053014259857,0.0,False,False,True
X34,23.2,0.0015610009466532437,0.0,False,False,True
X35,10.2,0.0017745902448527248,0.0,False,False,True
X36,25.4,0.0016020843357422109,0.0,False,False,True
X38,12.0,0.001535944425889039,0.0,False,False,True
X40,24.4,0.0013979370724361837,0.0,False,False,True
X41,42.6,0.0015876610290247333,0.0,False,False,True
X42,25.2,0.0014961232972370937,0.0,False,False,True
X45,27.0,0.0013597821256051239,0.0,False,False,True
X46,34.6,0.001770832648016938,0.0,False,False,True
X47,10.6,0.0016024152366296337,0.0,False,False,True
X48,38.4,0.0023921115714540826,0.0,False,False,True
X53,20.8,0.0020352218165663963,0.0,False,False,True
X54,18.6,0.001495522737125705,0.0,False,False,True
X55,13.2,0.001782411142310023,0.0,False,False,True
X56,20.6,0.0013509514298966875,0.0,False,False,True
X57,15.0,0.001513511739289907,0.0,False,False,True
X58,21.2,0.0013422557544840743,0.0,False,False,True
X59,27.6,0.001650990606508889,0.0,False,False,True
X60,29.2,0.001414440841431023,0.0,False,False,True
X61,11.4,0.0013825057253354423,0.0,False,False,True
X62,14.0,0.001494718240168549,0.0,False,False,True
X63,12.2,0.0014752300216361093,0.0,False,False,True
X64,29.0,0.0017274778163546757,0.0,False,False,True
X65,20.6,0.001439925798359217,0.0,False,False,True
X66,17.0,0.0016216363810100422,0.0,False,False,True
X67,24.0,0.0017899611039936235,0.0,False,False,True
X69,42.0,0.001552884076417799,0.0,False,False,True
X70,11.0,0.0017197559003179516,0.0,False,False,True
X73,16.8,0.0015369636142312855,0.0,False,False,True
X74,14.4,0.0013886698804375967,0.0,False,False,True
X75,31.4,0.001817439536189918,0.0,False,False,True
X76,14.0,0.0012989423537381611,0.0,False,True,True
X77,18.0,0.0017611323822645767,0.0,False,False,True
X78,16.0,0.0016398278291736754,0.0,False,False,True
X79,41.4,0.001888922936536788,0.0,False,False,True
