ufs_serial,pred,health
S00000,0.0005147005450301327,0.0
S00002,0.0002926417854659903,0.0
S00003,0.000287388574401472,0.0
S00004,0.0014464711543874763,0.0
S00009,0.00022382913447217823,0.0
S00012,0.0004828834187419438,0.0
S00013,0.00012187509551053521,0.0
S00015,0.000829764491222083,0.0
S00017,0.002028758130693422,0.0
S00018,0.0026418543353732534,0.0
S00020,0.0016501961735003495,0.0
S00021,0.002568670482738312,0.0
S00022,0.002480106917516867,0.0
S00023,0.0010925736085007278,0.0
S00024,0.0032577019465092703,0.0
S00025,0.0030804540221756665,0.0
S00026,0.003387625111923721,0.0
S00027,0.003190274761958379,0.0
S00028,0.004138191542868324,0.0
S00029,0.004889296854956321,0.0
S00031,0.00308224711625632,0.0
S00032,0.004021161548580981,0.0024556306573382
S00034,0.003939757443642666,0.0
S00035,0.0016437674750748598,0.0
S00037,0.002793755366338594,0.0024203995363741
S00038,0.0044474708720484545,0.0
S00039,0.0020886763954192974,0.0024294149851399
S00041,0.0039733391702520765,0.0024488066378919
S00042,0.003496346850591601,0.0024355223631917
S00043,0.0009416168109840064,0.0
S00044,0.0013114453912606396,0.0
S00047,0.0019465800885486786,0.0024454088310256
S00049,0.001528159177320279,0.0
S00051,0.0031169073096566813,0.0023918839575332
S00052,0.0012292027769684997,0.0
S00056,0.0025476240526479265,0.0024112401634015
S00057,0.002846597109435711,0.0
S00058,0.0018734441919903261,0.0
S00059,0.001087692705356904,0.00240752581914
S00061,0.003804196981496772,0.0
S00062,0.0026941353522102157,0.0
S00063,0.0035764231018855543,0.0
S00064,0.002314451099413205,0.0
S00065,0.0033440000632064875,0.0
S00068,0.0024564942524730434,0.0096413121496052
S00069,0.002881368102273925,0.0024141213958187
S00071,0.005510198353486586,0.0
S00072,0.0033485171924601295,0.0
S00075,0.0027153615549826713,0.0
S00079,0.0019588129183541734,0.0
S00080,0.0030748654018687305,0.0024551575598599
S00081,0.004466639376043675,0.0048692551117381
S00084,0.003160120453767998,0.0
S00086,0.004921585702889613,0.0
S00087,0.002249116137849518,0.0071833265884257
S00092,0.0009777424048724433,0.0
S00096,0.005090336626580502,0.0
S00098,0.00316983949191846,0.0
S00099,0.0031360678272812524,0.002429023161249
S00101,0.0016598033676723874,0.0047811447811447
S00103,0.003131940339590904,0.0023947190902958
S00106,0.0032413066389221654,0.0
S00108,0.0037615662050123604,0.0
S00109,0.0015616741409797807,0.0024466006035276
S00111,0.002019073797669638,0.0
S00113,0.004866870235952325,0.0
S00114,0.0039450636601428436,0.0
S00116,0.0018547062351253695,0.0
S00120,0.0036758284380696096,0.0
S00121,0.0014246959812317537,0.0
S00122,0.002341400277016386,0.0
S00123,0.0012103842908874037,0.0120079634300735
S00124,0.0027126601245242,0.0
S00126,0.0022324702823036304,0.0145181549966406
S00127,0.0018464642777768084,0.0
S00128,0.0027015516361265824,0.0023878847281078
S00129,0.002074608353463417,0.0071621056878935
S00130,0.0013859957434096883,0.0048756321399316
S00131,0.0024065274559166164,0.0
S00132,0.002294138469257076,0.0
S00133,0.002143577083743571,0.0
S00134,0.002804139303764003,0.0
S00135,0.005353758782490071,0.0024002704530087
S00136,0.0018693227953258556,0.0024124339857098
S00137,0.002514524739277266,0.0
S00138,0.0023844966978385945,0.0024209654634906
S00139,0.003962466080111792,0.0023857183316292
S00142,0.003806011239783001,0.0023883666839667
S00144,0.0035116561481636803,0.0
S00145,0.005083811470166486,0.0048074365336157
S00146,0.003508362031449166,0.0
S00148,0.0017013411610543052,0.0023848940713548
S00149,0.0024828221947577143,0.0
S00150,0.00024408773067912233,0.0024284534611569
S00151,0.0012556676061716687,0.0
S00152,0.0013349425849573772,0.0
S00153,0.00021601492216672617,0.0
S00154,0.0020735183396711648,0.0024048348309115
S00155,0.0010174588447063961,0.0
S00156,0.0017348664809245797,0.0
S00157,0.0006374294419102334,0.0023905723905723
S00158,0.001110288280263101,0.0
S00162,0.0018294937538378608,0.0
S00164,0.001669942893864738,0.0
S00165,0.0020059347648357546,0.0
S00166,0.002314797806446104,0.0
S00168,0.0015868492916615794,0.0044468304030778
S00169,0.002988232550373237,0.002185201306724
S00170,0.003278117324242677,0.0
S00171,0.0018317237756531775,0.002232734493277
S00174,0.004765306741887353,0.0
S00175,0.001644840418492893,0.0
S00177,0.00263815848139092,0.0043713251623854
S00178,0.0024364275675487685,0.0
S00180,0.001804945711977599,0.0
S00181,0.0038239926836320685,0.0
S00183,0.0010072210994273617,0.0
S00185,0.0021516490585926926,0.0
S00186,0.00101599565238296,0.0
S00187,0.0024308650966603763,0.0023849627379564
S00188,0.002373117647661554,0.0
S00189,0.0018493874234509545,0.0
S00191,0.0023628544608106225,0.0
S00192,0.0011653948360280514,0.0
S00193,0.002474715745252616,0.0
S00194,0.00132056991791956,0.0023942345675443
S00199,0.0013745311726550526,0.0
S00201,0.00140925487524729,0.0
S00202,0.003231335802125106,0.0
S00205,0.0041650679224898655,0.0024191978193146
S00206,0.002557067402127038,0.0
S00207,0.0023763566439876766,0.0024246859373094
S00208,0.003848783782829129,0.0
S00210,0.003064764437857552,0.0
S00211,0.003946623170937134,0.0024002356770644
S00214,0.0015058407907074115,0.0
S00216,0.0017889587446299324,0.0
S00217,0.001193122832878165,0.0
S00218,0.004228239806715481,0.0
S00220,0.0054503233545616534,0.0048111362800333
S00221,0.003963844657488794,0.0024405814181889
S00223,0.0024140999218180536,0.0
S00226,0.005138518450241774,0.0
S00227,0.0012842104877942757,0.0
S00229,0.0015869311969105532,0.0
S00233,0.0005780678837251811,0.0
S00237,0.0016023353194362308,0.0
S00238,0.0004955056885839983,0.0
S00245,0.0014125427993165816,0.0
S00247,0.0022149329768188404,0.0
S00248,0.0035689948550937122,0.0048394556829523
S00249,0.00232550471378848,0.0072902762090563
S00252,0.0017723926251303165,0.0
S00253,0.0026695100336887206,0.0
S00257,0.0009161118470493535,0.0122792453576052
S00258,0.001076881287624807,0.004889013491513
S00259,0.002595262863917101,0.0
S00260,0.0017606368849191934,0.0
S00261,0.003243425643668054,0.0
S00262,0.0012559557224832826,0.0
S00264,0.0016854352570818093,0.0
S00265,0.0024909446671732083,0.0021986286219862
S00267,0.002474440157282703,0.0022214176846302
S00268,0.002779199958178115,0.0
S00269,0.0033222207184772016,0.0
S00270,0.003759712648240357,0.0021931566452205
S00271,0.0037383122485170305,0.0
S00273,0.0008086459051853988,0.0023947190902958
S00275,0.0013330912925203357,0.0
S00277,0.004855325211358135,0.0
S00278,0.004534329737063415,0.0024270303793883
S00283,0.0010997313069969592,0.0
S00284,0.0012154084112491392,0.0
S00289,0.0018842208036555196,0.0
S00290,0.00262765509589176,0.0024540301396377
S00294,0.00514727283863734,0.0
S00296,0.0016847152156488525,0.0
S00297,0.002634799187808412,0.0048750582407611
S00302,0.0023462232608435322,0.0
S00303,0.002481909229687639,0.0044147169073886
S00308,0.002388535262006216,0.0
S00309,0.0016600819463886587,0.0021791077496437
S00310,0.0010685000965699797,0.0156605896916497
S00311,0.0005037626622127365,0.0
S00312,0.000562019641189536,0.0022374990433228
S00313,0.0008226959984910516,0.0
S00314,0.0011440106072878515,0.0021928953719759
S00315,0.00267793901876221,0.0021781336418657
S00316,0.0007932211506616184,0.0
S00318,0.001149644802339528,0.0022137295775651
S00319,0.0013637087986964795,0.0021892730027839
S00321,0.000450209003351693,0.0
S00323,0.001541798073180409,0.0
S00324,0.002802060058933904,0.002440437609255
S00325,0.003536306764184647,0.0
S00326,0.004089450788376584,0.0
S00327,0.0016153600186828245,0.0044787484736659
S00328,0.004009394879326033,0.0
S00329,0.0024513941252458328,0.0021770745724698
S00331,0.0020789500355425693,0.0
S00332,0.001942034084178595,0.0
S00334,0.005042706682341927,0.0072413089722295
S00335,0.0032429081995105974,0.0
S00336,0.0014323112142575285,0.0
S00339,0.0018910411741732626,0.0
S00340,0.0010392099516285372,0.0
S00341,0.003267617433878045,0.0
S00342,0.0018794842923163407,0.0239999227366672
S00343,0.00238192436956499,0.0071593200806683
S00344,0.00409911167572121,0.0
S00347,0.0037150881251885996,0.0
S00349,0.0036280441341819004,0.0
S00350,0.002350845753531583,0.0022072702240579
S00351,0.001398464442160689,0.0
S00352,0.002195776328163652,0.0
S00354,0.003082319006819193,0.0047855643499528
S00356,0.003625110533857735,0.0
S00357,0.004580520376436081,0.0
S00358,0.002699213560416114,0.0
S00360,0.004091743152454187,0.0
S00361,0.005899561498113795,0.0024229128580134
S00362,0.004727180351258479,0.0
S00363,0.00246591844262782,0.0
S00366,0.0018780393888109355,0.0044445636815653
S00369,0.002085518296665914,0.0
S00371,0.002698192162894787,0.0087046378029984
S00373,0.0015514611018884782,0.0023894345645892
S00376,0.002821677631385374,0.0022044799290308
S00377,0.0024974320925495036,0.0066640743372799
S00378,0.0026390257257265693,0.0
S00379,0.0010079135030415442,0.0024318042813455
S00380,0.0014657016534061413,0.0
S00383,0.004121694614566053,0.0
S00384,0.002375263641229776,0.0043461531734788
S00388,0.002894062540865906,0.0
S00389,0.0017989479476778186,0.0120899864747837
S00390,0.003691221076461443,0.0
S00393,0.0034737337000289117,0.0
S00395,0.003380601559061298,0.0
S00396,0.003044035402213092,0.0
S00398,0.0035917850651896836,0.0
