feature,lgbm_gain,et_impurity,enet_abs_coef,lgbm_weak,et_weak,enet_zero
X196,0.0,0.0008170020136753823,0.0,False,False,True
X198,0.0,0.001309227667246451,1.5501507600947477e-05,False,False,False
X199,0.0,0.0017086225316250369,0.0,False,False,True
X201,0.0,0.0011010222678546862,0.0,False,False,True
X203,0.0,0.0017600985789768245,0.00010832248958273909,False,False,False
X207,0.0,0.0012752466102560602,0.00014722364011628694,False,False,False
X209,0.0,0.0007915797875635686,0.00011424038949688057,False,False,False
X210,0.0,0.0012769533433982785,0.00012472587899489768,False,False,False
X213,0.0,0.0008539920335610142,7.230528753826313e-05,False,False,False
X214,0.0,0.0012023341945839572,0.0,False,False,True
X240,0.0,0.001601497536215197,0.0,False,False,True
X243,0.0,0.0010767972109919424,5.856232635120009e-05,False,False,False
X250,0.0,0.0025446296902610086,0.00016838209984265543,False,False,False
X260,0.0,0.0012597513143218796,0.0,False,False,True
X262,0.0,0.0008064825038008295,0.0,False,False,True
X264,0.0,0.0007537218839540112,0.0,False,False,True
X265,0.0,0.0006605755709485212,0.0,False,False,True
X266,0.0,0.0005676143071447648,0.0,False,False,True
X268,0.0,0.0010233108827670014,0.0,False,False,True
X269,0.0,0.000482855771562277,0.0,False,True,True
X271,0.0,0.002890207359124117,0.00029498733315430593,False,False,False
X275,0.0,0.0005742961479106154,0.0,False,False,True
X279,0.0,0.0018290266170524546,0.0,False,False,True
X284,0.0,0.0017918097989407392,0.0,False,False,True
X292,0.0,0.0017310817544946844,0.0,False,False,True
X293,0.0,0.0025949051485197896,3.5318956345985134e-05,False,False,False
X294,0.0,0.004207727333376786,0.000252424400169389,False,False,False
X295,0.0,0.0024602584032216187,0.0001583112393433688,False,False,False
X302,0.0,0.0008758530329707284,0.0,False,False,True
X305,0.0,0.0011308039068095334,0.0,False,False,True
X314,0.0,0.002765226836556015,0.00020192594043548262,False,False,False
X317,0.0,0.0013774083897516137,7.818404953723607e-06,False,False,False
X318,0.0,0.0015438151730547186,6.796221922064699e-05,False,False,False
X319,0.0,0.0017227719533791993,0.00013570185648755813,False,False,False
X320,0.0,0.000777595865841973,0.0,False,False,True
X329,0.0,0.0012546777485959429,0.0,False,False,True
X330,0.0,0.0011349405747729097,0.0,False,False,True
X332,0.0,0.0014406235399792488,0.0,False,False,True
X335,0.0,0.0011070582466378162,8.287336612751434e-05,False,False,False
X336,0.0,0.0007597899923724289,0.0,False,False,True
X337,0.0,0.0015354362301103802,9.209304264166703e-05,False,False,False
X340,0.0,0.0013010461556875628,6.913613127715421e-05,False,False,False
X342,0.0,0.0018821028368473922,0.0,False,False,True
X344,0.0,0.0009039239707403258,0.0,False,False,True
X346,0.0,0.003494155217948249,5.4516314226791794e-05,False,False,False
X348,0.0,0.0020495061868128894,0.0,False,False,True
X355,0.0,0.001023636238873737,0.0,False,False,True
X364,0.0,0.0014898171923121402,0.0,False,False,True
X365,0.0,0.0016870044608788637,0.0,False,False,True
X366,0.0,2.984938092846762e-05,0.0,False,True,True
X367,0.0,8.876580924074601e-07,0.0,False,True,True
X368,0.0,0.0,0.0,False,True,True
X369,0.0,7.494154358425413e-06,0.0,False,True,True
X373,0.0,0.002064383614959753,0.0,False,False,True
X374,0.0,0.0,0.0,False,True,True
X375,0.0,0.0,0.0,False,True,True
X376,0.0,0.0011331696835576517,0.0,False,False,True
X379,0.0,0.007276791832787056,0.0,False,False,True
X380,0.0,0.0019688457941782218,7.643076683567795e-06,False,False,False
X384,0.0,0.0,0.0,False,True,True
X385,0.0,0.0020512077146270956,0.00010449816457690752,False,False,False
X386,0.0,0.0003203560984059616,0.0,False,True,True
X387,0.0,0.00032897656182217096,0.0,False,True,True
X388,0.0,0.0012847907338265183,0.0,False,False,True
X389,0.0,0.001814857376566034,0.00010996388173765235,False,False,False
X390,0.0,0.0009573665429391345,0.0,False,False,True
X391,0.0,0.0007869432633724164,0.0,False,False,True
X392,0.0,0.0013134019488047852,0.00010841155055767301,False,False,False
X393,0.0,0.0013249479134214764,2.9151041426444258e-05,False,False,False
