ufs_serial,pred,health
S00000,0.00057401971477148,0.0
S00002,0.00047512645948169003,0.0
S00003,0.00060333771793267,0.0
S00004,0.0006490330996423501,0.0
S00009,0.00060534388969278,0.0
S00012,0.0005128514902681,0.0
S00013,0.00018054149810501003,0.0
S00015,0.00251676776164391,0.0
S00017,0.00209488664248165,0.0
S00018,0.0028752022181389,0.0
S00020,0.0031053704081215,0.0
S00021,0.00327470475308944,0.0
S00022,0.00209990388613199,0.0
S00023,0.0024803970292205505,0.0
S00024,0.00325606393410264,0.0
S00025,0.0027683433461200505,0.0
S00026,0.00358820781724423,0.0
S00027,0.00263658457591382,0.0
S00028,0.0031112078853046603,0.0
S00029,0.0035139891833152496,0.0
S00031,0.00280487112497754,0.0
S00032,0.00335899703036128,0.0024556306573382
S00034,0.0030662311415498907,0.0
S00035,0.0030306147501730904,0.0
S00037,0.00290086916581282,0.0024203995363741
S00038,0.0036420825493181904,0.0
S00039,0.0026899087836170297,0.0024294149851399
S00041,0.00312997669046025,0.0024488066378919
S00042,0.00319043212004953,0.0024355223631917
S00043,0.0021656043538510303,0.0
S00044,0.0020201054511735602,0.0
S00047,0.0023347962606964003,0.0024454088310256
S00049,0.00267332149901527,0.0
S00051,0.00257958420431446,0.0023918839575332
S00052,0.0017261094875546,0.0
S00056,0.00285955327035836,0.0024112401634015
S00057,0.0027779704620843806,0.0
S00058,0.00301503092330282,0.0
S00059,0.0025369969770488,0.00240752581914
S00061,0.0031765069416926205,0.0
S00062,0.0027936984937158202,0.0
S00063,0.00293166344318036,0.0
S00064,0.0030104894877569805,0.0
S00065,0.0029780936009920402,0.0
S00068,0.0029527144284737907,0.0096413121496052
S00069,0.0031045128966163404,0.0024141213958187
S00071,0.0033924941146607703,0.0
S00072,0.0032918826764887802,0.0
S00075,0.00287043201204471,0.0
S00079,0.00336252036903718,0.0
S00080,0.00269751348878751,0.0024551575598599
S00081,0.0032042218378480706,0.0048692551117381
S00084,0.0029448449491751203,0.0
S00086,0.00311203045746815,0.0
S00087,0.0032596127701611305,0.0071833265884257
S00092,0.0027100575994990304,0.0
S00096,0.0033711586211814305,0.0
S00098,0.00311134333868988,0.0
S00099,0.00317379381513925,0.002429023161249
S00101,0.00228943287636677,0.0047811447811447
S00103,0.00327781357683442,0.0023947190902958
S00106,0.0034497907328840498,0.0
S00108,0.0036415477316593106,0.0
S00109,0.0025437457798744203,0.0024466006035276
S00111,0.00319587031553614,0.0
S00113,0.00338416821540697,0.0
S00114,0.00320167793956554,0.0
S00116,0.00312143748315417,0.0
S00120,0.0028822794827942097,0.0
S00121,0.00313078900593657,0.0
S00122,0.0030893557406038203,0.0
S00123,0.0026116929121049503,0.0120079634300735
S00124,0.0034149899206723606,0.0
S00126,0.0023911222275367705,0.0145181549966406
S00127,0.0025581043626502304,0.0
S00128,0.00269580848814616,0.0023878847281078
S00129,0.0019440100187872401,0.0071621056878935
S00130,0.00237750359802105,0.0048756321399316
S00131,0.00281356640090926,0.0
S00132,0.0025732415072787,0.0
S00133,0.00241872995716897,0.0
S00134,0.0029651989585643404,0.0
S00135,0.0034289620573678906,0.0024002704530087
S00136,0.0027322461194120603,0.0024124339857098
S00137,0.0026872642632282404,0.0
S00138,0.0023388063548449804,0.0024209654634906
S00139,0.00330462124623871,0.0023857183316292
S00142,0.0030133676810419298,0.0023883666839667
S00144,0.0028107433822550003,0.0
S00145,0.0028545024763713205,0.0048074365336157
S00146,0.0031410798395927007,0.0
S00148,0.0027357155448779003,0.0023848940713548
S00149,0.00272734757497564,0.0
S00150,0.0010175311932008736,0.0024284534611569
S00151,0.00186038275750675,0.0
S00152,0.00143031635766813,0.0
S00153,0.00165693702150851,0.0
S00154,0.0024392856292486803,0.0024048348309115
S00155,0.00191791777777557,0.0
S00156,0.00199725851038084,0.0
S00157,0.0017430936915585398,0.0023905723905723
S00158,0.0020450242028383003,0.0
S00162,0.0028663047784339103,0.0
S00164,0.00214054924076178,0.0
S00165,0.00240292443647278,0.0
S00166,0.00239903626752964,0.0
S00168,0.0031221927259546304,0.0044468304030778
S00169,0.0034360097551311706,0.002185201306724
S00170,0.0034059653322935104,0.0
S00171,0.00275524395540509,0.002232734493277
S00174,0.00355731878796646,0.0
S00175,0.0030550387946312405,0.0
S00177,0.0033546095553777,0.0043713251623854
S00178,0.00342161873191112,0.0
S00180,0.00206511583700627,0.0
S00181,0.0029935493752335503,0.0
S00183,0.00238114611750781,0.0
S00185,0.00302711428802196,0.0
S00186,0.00259357827277291,0.0
S00187,0.00255580776067226,0.0023849627379564
S00188,0.0026692738941523006,0.0
S00189,0.0022624433529323503,0.0
S00191,0.00239891600718495,0.0
S00192,0.0024923426135295902,0.0
S00193,0.0027807140005449097,0.0
S00194,0.0020419530751632,0.0023942345675443
S00199,0.0030384091086844704,0.0
