ufs_serial,run_wf_xy,pred,health
S00000,0000000_25_24_25,0.006308784108460488,0.0
S00002,0000000_8_37_24,0.0033833341284230274,0.0
S00003,0000000_13_34_27,0.010774754696585015,0.0
S00004,0000000_10_22_15,0.0077636833154689075,0.0
S00009,0000000_7_41_19,0.005622124582372179,0.0
S00012,0000000_20_50_26,0.0073988888357353145,0.0
S00013,0000000_22_24_20,0.00475968228105132,0.0
S00015,0000001_4_49_31,0.0037320026286101248,0.0
S00017,0000002_3_19_16,0.003966763485975135,0.0
S00018,0000003_16_17_20,0.0030167417259734986,0.0
S00020,0000003_22_63_22,0.00326018121671618,0.0
S00021,0000004_25_33_23,0.004981515061130641,0.0
S00022,0000005_19_42_14,0.009433464720565502,0.0
S00023,0000003_5_58_18,0.004885025845813179,0.0
S00024,0000003_12_32_17,0.0041634726492147155,0.0
S00025,0000003_13_45_17,0.006730078548243154,0.0
S00026,0000003_14_35_23,0.004740747182318566,0.0
S00027,0000003_5_58_21,0.007461039296041506,0.0
S00028,0000003_16_58_21,0.004976354304966689,0.0
S00029,0000004_7_52_18,0.010033316203324816,0.0
S00031,0000004_8_26_15,0.0068586431633391055,0.0
S00032,0000004_5_36_15,0.00769313710043866,0.0024556306573382
S00034,0000004_7_41_27,0.004678627958173882,0.0
S00035,0000004_7_30_25,0.005066488919658858,0.0
S00037,0000004_8_47_19,0.006225609261398147,0.0024203995363741
S00038,0000003_14_50_14,0.009429952280689732,0.0
S00039,0000006_11_28_31,0.003947631222835384,0.0024294149851399
S00041,0000004_23_41_11,0.006493587226575708,0.0024488066378919
S00042,0000007_16_21_29,0.004784210325752124,0.0024355223631917
S00043,0000008_3_54_30,0.007049518725595346,0.0
S00044,0000009_3_57_14,0.005242161441198628,0.0
S00047,0000004_21_17_27,0.004974640315016032,0.0024454088310256
S00049,0000003_15_41_11,0.005825562379397216,0.0
S00051,0000011_21_22_29,0.005293634940228891,0.0023918839575332
S00052,0000011_20_50_12,0.0035663582639353557,0.0
S00056,0000011_18_45_11,0.005111183255107807,0.0024112401634015
S00057,0000014_24_59_15,0.006305061851114078,0.0
S00058,0000011_18_16_26,0.0049811144910887955,0.0
S00059,0000013_13_17_27,0.007239158086528095,0.00240752581914
S00061,0000015_18_56_14,0.007035897208615568,0.0
S00062,0000015_15_42_16,0.004530834333055418,0.0
S00063,0000015_18_44_28,0.0068772688026615715,0.0
S00064,0000015_11_27_14,0.005695220759665383,0.0
S00065,0000015_13_43_15,0.009312992498116375,0.0
S00068,0000015_14_26_20,0.005526012420356324,0.0096413121496052
S00069,0000012_8_41_16,0.006228341345952358,0.0024141213958187
S00071,0000015_13_30_26,0.0056887201894642,0.0
S00072,0000012_10_49_25,0.0072193796992020475,0.0
S00075,0000012_6_37_16,0.007156431229300703,0.0
S00079,0000012_4_27_19,0.005063725545282054,0.0
S00080,0000012_10_34_31,0.007274398038114339,0.0024551575598599
S00081,0000012_5_31_25,0.007249973957498569,0.0048692551117381
S00084,0000004_21_17_18,0.009181649006777771,0.0
S00086,0000004_20_42_12,0.009782028516718557,0.0
S00087,0000005_13_32_29,0.005769880261521905,0.0071833265884257
S00092,0000003_22_33_16,0.0047410516346042975,0.0
S00096,0000004_19_42_16,0.007553458707131754,0.0
S00098,0000004_9_61_16,0.008553777474535233,0.0
S00099,0000005_7_33_16,0.008690377603375337,0.002429023161249
S00101,0000005_12_36_19,0.004831089240283033,0.0047811447811447
S00103,0000003_18_48_19,0.009480376383501089,0.0023947190902958
S00106,0000005_18_38_23,0.00853885761269437,0.0
S00108,0000005_10_54_18,0.005265079635796922,0.0
S00109,0000006_11_43_18,0.005716114338915775,0.0024466006035276
S00111,0000005_10_55_15,0.00417060499360369,0.0
S00113,0000005_11_51_20,0.008400846822302492,0.0
S00114,0000004_25_46_27,0.0037939124523275443,0.0
S00116,0000006_5_51_22,0.004850990401525194,0.0
S00120,0000006_16_30_16,0.0050778501930147275,0.0
S00121,0000005_17_50_27,0.006859735915259382,0.0
S00122,0000006_16_18_16,0.00824950906667772,0.0
S00123,0000006_24_29_23,0.004692813677143667,0.0120079634300735
S00124,0000005_17_31_19,0.004650254876035577,0.0
S00126,0000017_6_56_26,0.005483635877387673,0.0145181549966406
S00127,0000017_11_44_20,0.008072636810279182,0.0
S00128,0000017_19_43_26,0.004326260117293936,0.0023878847281078
S00129,0000017_24_13_21,0.006020727221361734,0.0071621056878935
S00130,0000017_9_33_16,0.0044443547177550335,0.0048756321399316
S00131,0000017_3_63_24,0.00765231949137684,0.0
S00132,0000017_9_37_26,0.004766837352689046,0.0
S00133,0000017_9_35_15,0.003930561561268222,0.0
S00134,0000017_11_39_25,0.007106441161924493,0.0
S00135,0000018_24_27_14,0.013249382536642056,0.0024002704530087
S00136,0000001_22_29_23,0.00547436359200712,0.0024124339857098
S00137,0000001_1_62_25,0.006701661007573392,0.0
S00138,0000009_20_36_24,0.0038975595506103916,0.0024209654634906
S00139,0000018_24_19_25,0.008308104344779616,0.0023857183316292
S00142,0000001_17_25_28,0.006658573697391307,0.0023883666839667
S00144,0000020_8_25_17,0.0059158805288178915,0.0
S00145,0000001_17_60_25,0.008750903447148581,0.0048074365336157
S00146,0000001_1_48_16,0.00793415614721292,0.0
S00148,0000001_17_21_22,0.0068668069364773345,0.0023848940713548
S00149,0000001_17_45_19,0.007922059895927681,0.0
S00150,0000020_10_45_21,0.008535861829395657,0.0024284534611569
S00151,0000001_9_37_22,0.007789432111061984,0.0
S00152,0000017_25_45_27,0.006088549281461396,0.0
S00153,0000001_7_47_24,0.007222740391760376,0.0
S00154,0000001_15_48_24,0.006168950879986181,0.0024048348309115
S00155,0000001_10_39_13,0.004221349874935702,0.0
S00156,0000001_11_25_17,0.006723496016135481,0.0
S00157,0000009_7_29_17,0.008916784662661237,0.0023905723905723
S00158,0000001_11_39_30,0.005984289170746613,0.0
S00162,0000001_23_16_22,0.004878377118061484,0.0
S00164,0000017_19_41_12,0.003097222024166131,0.0
S00165,0000001_23_55_25,0.0040658321764285455,0.0
S00166,0000001_23_33_21,0.0073609522878152495,0.0
S00168,0000007_10_25_22,0.0035648775819493075,0.0044468304030778
S00169,0000007_5_44_15,0.005015432097798258,0.002185201306724
S00170,0000007_5_32_12,0.006422270065525712,0.0
S00171,0000007_10_37_22,0.0033072421747171875,0.002232734493277
S00174,0000007_20_40_22,0.012696271513838285,0.0
S00175,0000007_21_46_13,0.004187552742133168,0.0
S00177,0000021_19_40_29,0.004474531885914458,0.0043713251623854
S00178,0000021_19_46_28,0.004912176255421634,0.0
S00180,0000021_22_54_28,0.0041112656474258805,0.0
S00181,0000021_22_33_20,0.00634785984682504,0.0
S00183,0000021_22_55_14,0.005966250265372891,0.0
S00185,0000021_24_54_16,0.004795883468305963,0.0
S00186,0000021_25_55_25,0.005509827163287974,0.0
S00187,0000021_11_35_14,0.004484818035159402,0.0023849627379564
S00188,0000021_24_34_12,0.004071017520739319,0.0
S00189,0000021_11_40_25,0.006452320527257999,0.0
S00191,0000021_9_31_21,0.008586024953720453,0.0
S00192,0000021_8_42_14,0.004200361015856622,0.0
S00193,0000021_9_17_24,0.007971769598930077,0.0
S00194,0000021_8_47_20,0.008090756279171735,0.0023942345675443
S00199,0000008_6_28_27,0.005948236714239881,0.0
S00201,0000008_6_35_28,0.006121311014686668,0.0
S00202,0000008_6_40_24,0.006415783038056172,0.0
S00205,0000008_24_19_24,0.006234783281579897,0.0024191978193146
S00206,0000016_3_14_20,0.006778664061282018,0.0
S00207,0000016_3_47_21,0.005588463272662391,0.0024246859373094
S00208,0000008_12_60_17,0.006640106415158457,0.0
S00210,0000008_12_51_18,0.005712470220243787,0.0
S00211,0000016_15_26_16,0.00863893374184736,0.0024002356770644
S00214,0000002_16_54_27,0.006058696954213772,0.0
S00216,0000002_14_39_30,0.006834942660245402,0.0
S00217,0000002_22_35_18,0.005946907609641712,0.0
S00218,0000004_22_56_15,0.008483991441186474,0.0
S00220,0000004_10_33_26,0.008094591180904491,0.0048111362800333
S00221,0000006_23_50_17,0.004764777800107284,0.0024405814181889
S00223,0000004_4_32_29,0.003908228439265372,0.0
S00226,0000004_4_37_16,0.008829126164115353,0.0
S00227,0000009_6_47_25,0.0065401048577066615,0.0
S00229,0000003_10_41_20,0.007216879364370654,0.0
S00233,0000011_23_16_18,0.005041354466155735,0.0
S00237,0000011_19_38_25,0.005429957731003703,0.0
S00238,0000016_25_37_23,0.005302870132701701,0.0
S00245,0000009_7_47_29,0.006999888792000861,0.0
S00247,0000008_22_40_17,0.005247533309776543,0.0
S00248,0000009_2_61_20,0.005928054650888263,0.0048394556829523
S00249,0000009_2_17_26,0.007074220565420969,0.0072902762090563
S00252,0000001_16_16_19,0.009372862038304081,0.0
S00253,0000008_14_19_17,0.0073288135125412586,0.0
S00257,0000019_14_46_22,0.004853554480047301,0.0122792453576052
S00258,0000022_7_29_26,0.006697728898985554,0.004889013491513
S00259,0000022_6_51_28,0.004803197459497645,0.0
S00260,0000022_7_18_22,0.00684173195972753,0.0
S00261,0000022_6_22_20,0.011694182433003405,0.0
S00262,0000022_7_37_31,0.004781357188137784,0.0
S00264,0000022_6_30_20,0.007358424995626797,0.0
S00265,0000022_5_40_28,0.0066106884791423655,0.0021986286219862
S00267,0000022_3_51_13,0.008114471066967801,0.0022214176846302
S00268,0000022_7_32_31,0.005637715599556879,0.0
S00269,0000022_7_34_16,0.005223129523432257,0.0
S00270,0000022_7_23_24,0.005802554395821807,0.0021931566452205
S00271,0000022_1_58_22,0.0076886640907776,0.0
S00273,0000022_5_27_13,0.005363084231863631,0.0023947190902958
S00275,0000022_1_37_16,0.0033146292968864715,0.0
S00277,0000003_10_28_21,0.00542599718435229,0.0
S00278,0000003_10_58_21,0.005241875428938393,0.0024270303793883
S00283,0000012_21_38_24,0.006350603259745408,0.0
S00284,0000012_15_62_18,0.004631419233959138,0.0
S00289,0000023_4_30_31,0.004104681061811262,0.0
S00290,0000023_12_31_31,0.003996369911784134,0.0024540301396377
