ufs_serial,run_wf_xy,position,pi,one_minus_pi,mu,pred,pred_clipped,health
S00249,0000009_2_17_26,1,0.29275368787541906,0.7072463121245809,0.0008835109524885822,0.0006248598628692256,0.0006248598628692256,0.0072902762090563
S00252,0000001_16_16_19,1,0.3100727987765977,0.6899272012234023,0.000871755037637606,0.0006014475132697153,0.0006014475132697153,0.0
S00253,0000008_14_19_17,1,0.24062809759701495,0.759371902402985,0.000816357373790549,0.000619918851976034,0.000619918851976034,0.0
S00257,0000019_14_46_22,1,0.5046892426097346,0.4953107573902654,0.0008565458610247241,0.0004242563791636531,0.0004242563791636531,0.0122792453576052
S00258,0000022_7_29_26,1,0.18608680938152936,0.8139131906184707,0.0008999857215497128,0.0007325102501375933,0.0007325102501375933,0.004889013491513
S00259,0000022_6_51_28,1,0.2484151846744719,0.7515848153255281,0.0008140287916519717,0.0006118116790434099,0.0006118116790434099,0.0
S00260,0000022_7_18_22,1,0.2384790353688281,0.7615209646311719,0.0009516594070115441,0.0007247085896277602,0.0007247085896277602,0.0
S00261,0000022_6_22_20,1,0.27072102769607365,0.7292789723039264,0.0008892992434407185,0.0006485472383271064,0.0006485472383271064,0.0
S00262,0000022_7_37_31,1,0.20813276303853476,0.7918672369614652,0.0007748383936236541,0.0006135691378504231,0.0006135691378504231,0.0
S00264,0000022_6_30_20,1,0.21863504988937635,0.7813649501106237,0.0010330791512810002,0.0008072118395010041,0.0008072118395010041,0.0
S00265,0000022_5_40_28,1,0.24654796040191995,0.75345203959808,0.0009564926469136709,0.0007206713356776716,0.0007206713356776716,0.0021986286219862
S00267,0000022_3_51_13,1,0.24667739149557263,0.7533226085044273,0.0008813508777399713,0.0006639415422267418,0.0006639415422267418,0.0022214176846302
S00268,0000022_7_32_31,1,0.22607966692598483,0.7739203330740152,0.0009644088251139398,0.0007463755991516999,0.0007463755991516999,0.0
S00269,0000022_7_34_16,1,0.2207261850190013,0.7792738149809987,0.0008766171172628667,0.0006831247652470796,0.0006831247652470796,0.0
S00270,0000022_7_23_24,1,0.18667798442581687,0.8133220155741832,0.0008861005948660447,0.0007206851218179342,0.0007206851218179342,0.0021931566452205
S00271,0000022_1_58_22,1,0.20346765466762018,0.7965323453323798,0.001097919671485846,0.0008745285309151769,0.0008745285309151769,0.0
S00273,0000022_5_27_13,1,0.4275627634498372,0.5724372365501629,0.0009628351559485453,0.0005511626959245304,0.0005511626959245304,0.0023947190902958
S00275,0000022_1_37_16,1,0.42193585946143264,0.5780641405385674,0.0009456316332604982,0.0005466357373468116,0.0005466357373468116,0.0
S00277,0000003_10_28_21,1,0.08028185587415407,0.919718144125846,0.0009230656560597938,0.0008489602320976199,0.0008489602320976199,0.0
