model,oof,val,test
zit_bag,0.008250703897255685,0.005710229169982951,0.008411808811143538
lgbm,0.00825712768424227,0.005731161224522776,0.00842864713398163
enet,0.008285523037170617,0.005781420938297365,0.008459072810923498
