ufs_serial,prob,pred,health
S00000,0.008665146487047106,7.362332900560219e-05,0.0
S00002,0.054429050504842764,0.0004624558740894593,0.0
S00003,0.002695033142050025,2.289832168385732e-05,0.0
S00004,0.055898663900711854,0.0004749424293619925,0.0
S00009,0.0008447365056498394,7.177295129570817e-06,0.0
S00012,0.006319281392942271,5.3691710090190856e-05,0.0
S00013,0.001020272406856051,8.668734129028963e-06,0.0
S00015,0.2337352960810946,0.0019859295661445314,0.0
S00017,0.10638754664974184,0.0009039207081843549,0.0
S00018,0.6552724643329235,0.005567515829306521,0.0
S00020,0.15793035381167977,0.0013418536450629367,0.0
S00021,0.48937941110236255,0.0041580071896090065,0.0
S00022,0.28197006084838583,0.002395755754458664,0.0
S00023,0.08415573815712038,0.00071502837341673,0.0
S00024,0.5987476474686765,0.005087253297657615,0.0
S00025,0.13340883677023296,0.0011335068248957748,0.0
S00026,0.7014430480248638,0.0059598037241059545,0.0
S00027,0.238899608417293,0.0020298080933897405,0.0
S00028,0.2789100016368745,0.0023697559924878197,0.0
S00029,0.4859926007106416,0.004129231189558459,0.0
S00031,0.21059371671695795,0.0017893073724191382,0.0
S00032,0.3315724197198015,0.002817201692170523,0.0024556306573382
S00034,0.3832640594956352,0.0032563991838394928,0.0
S00035,0.3549306942154266,0.003015665033876892,0.0
S00037,0.20272340445074305,0.001722437344287643,0.0024203995363741
S00038,0.6697120401313199,0.00569020153823202,0.0
S00039,0.1418193723531643,0.0012049668549438636,0.0024294149851399
S00041,0.38929001904724264,0.003307598687887766,0.0024488066378919
S00042,0.5238888799005128,0.004451216540302926,0.0024355223631917
S00043,0.022896001858998982,0.0001945356469504308,0.0
S00044,0.06741393948111518,0.000572781851224452,0.0
S00047,0.2430794574326712,0.002065322138041258,0.0024454088310256
S00049,0.34473149620311017,0.0029290076516876214,0.0
S00051,0.4019529608301835,0.0034151892439687106,0.0023918839575332
S00052,0.030584285282047513,0.0002598590688671343,0.0
S00056,0.15158058040566116,0.0012879028598937361,0.0024112401634015
S00057,0.20265390460267332,0.0017218468395353084,0.0
S00058,0.268816811069885,0.0022839993014797094,0.0
S00059,0.17739802883597625,0.001507260547927236,0.00240752581914
S00061,0.31733852197367635,0.002696263524724471,0.0
S00062,0.6410354538530587,0.005446551214549906,0.0
S00063,0.17644644223076977,0.0014991754020134114,0.0
S00064,0.3897680248817894,0.0033116600595998356,0.0
S00065,0.4312138768713263,0.003663804319538713,0.0
S00068,0.3018066832391231,0.0025642974148698578,0.0096413121496052
S00069,0.7458805059380939,0.006337366133351876,0.0024141213958187
S00071,0.6935179332121916,0.005892468066695807,0.0
S00072,0.5711667243871135,0.004852912265183725,0.0
S00075,0.40366731908196707,0.003429755271420549,0.0
S00079,0.43086138584417366,0.0036608093831112247,0.0
S00080,0.2380690895413699,0.0020227515982065548,0.0024551575598599
S00081,0.3492779070132055,0.002967636184900144,0.0048692551117381
S00084,0.10623706699045388,0.0009026421592895417,0.0
S00086,0.4351272169201494,0.0036970539734662005,0.0
S00087,0.26655923909500034,0.0022648178641538415,0.0071833265884257
S00092,0.22676296835575113,0.001926689254532353,0.0
S00096,0.11615618549799492,0.0009869198488148016,0.0
S00098,0.2840602510104821,0.0024135150339143915,0.0
S00099,0.2975600741572485,0.002528216143992281,0.002429023161249
S00101,0.24404043474240816,0.0020734870719806256,0.0047811447811447
S00103,0.33374879022341425,0.0028356932020215204,0.0023947190902958
S00106,0.5750265014749973,0.00488570682195831,0.0
S00108,0.7783463284070239,0.006613211663792764,0.0
S00109,0.2183407361310708,0.0018551298440865945,0.0024466006035276
S00111,0.17597271919722737,0.0014951504190765207,0.0
S00113,0.1805041284745597,0.0015336514919184832,0.0
S00114,0.7874138831008084,0.006690254050034556,0.0
S00116,0.36634522438945377,0.003112648473418623,0.0
S00120,0.3089553485089835,0.002625035976635732,0.0
S00121,0.1258550337893152,0.001069326014688015,0.0
S00122,0.19140866711264196,0.0016263017935614985,0.0
S00123,0.08334790757822864,0.0007081646491185387,0.0120079634300735
S00124,0.31799080693321435,0.002701805657249669,0.0
S00126,0.2187748239636201,0.0018588180669413242,0.0145181549966406
S00127,0.06284523804538894,0.0005339639259379442,0.0
S00128,0.45717940850601546,0.003884420195012221,0.0023878847281078
S00129,0.23173956563353926,0.0019689728626927777,0.0071621056878935
S00130,0.25774769355359406,0.002189950657071705,0.0048756321399316
S00131,0.43480792771203325,0.0036943411359565046,0.0
S00132,0.39079970373293305,0.0033204257084667546,0.0
S00133,0.4554329067037944,0.0038695810602109794,0.0
S00134,0.4175963186099015,0.0035481028742564546,0.0
S00135,0.4246848428013165,0.0036083304479609317,0.0024002704530087
S00136,0.23214046925945023,0.0019723791362732763,0.0024124339857098
S00137,0.1934952776811761,0.001644030659036929,0.0
S00138,0.1365308562917017,0.0011600330320100567,0.0024209654634906
S00139,0.2025441102423338,0.001720913972869255,0.0023857183316292
S00142,0.5344658212376964,0.004541083414810409,0.0023883666839667
S00144,0.7083381322955615,0.006018387737491275,0.0
S00145,0.23002833383954258,0.00195443339915773,0.0048074365336157
S00146,0.36262066172653146,0.0030810027646306394,0.0
S00148,0.09677892765743903,0.0008222811746326422,0.0023848940713548
S00149,0.0936708955903553,0.0007958738117822946,0.0
S00150,0.02333279526315528,0.00019824685766680437,0.0024284534611569
S00151,0.013445236527093302,0.00011423731541896427,0.0
S00152,0.04484615766961246,0.0003810349225696869,0.0
S00153,0.012153490712541827,0.00010326201024224339,0.0
S00154,0.3041088865682867,0.0025838580620434716,0.0024048348309115
S00155,0.023058047768789017,0.00019591246837501005,0.0
