ufs_serial,run_wf_xy,prob,health
S00310,0000009_1_21_19,0.022244232860420578,0.0156605896916497
S00311,0000009_3_34_21,0.030676180684931623,0.0
S00312,0000009_3_33_22,0.19088723248446846,0.0022374990433228
S00313,0000009_14_30_14,0.03077188225316409,0.0
S00314,0000009_24_57_25,0.15414500453388752,0.0021928953719759
S00315,0000008_22_48_15,0.012078560139055212,0.0021781336418657
S00316,0000009_24_24_28,0.005945151961309362,0.0
S00318,0000009_14_23_19,0.027554209387017435,0.0022137295775651
S00319,0000009_24_43_31,0.03275366341347434,0.0021892730027839
S00321,0000025_16_24_21,0.014328848547024271,0.0
S00323,0000023_16_27_22,0.04034715982432766,0.0
S00324,0000023_18_39_23,0.5515259012011077,0.002440437609255
S00325,0000023_18_17_18,0.4389548135348971,0.0
S00326,0000023_10_62_21,0.39782167328837464,0.0
S00327,0000023_15_55_16,0.0032371201292535727,0.0044787484736659
S00328,0000023_10_48_17,0.1467985743724853,0.0
S00329,0000023_10_37_27,0.09510794995674648,0.0021770745724698
S00331,0000023_11_50_17,0.0711168958110313,0.0
S00332,0000023_14_40_12,0.023011621361486028,0.0
S00334,0000023_13_40_16,0.6437276886149502,0.0072413089722295
S00335,0000023_13_34_20,0.6840572450589067,0.0
S00336,0000023_13_42_31,0.05767662171222704,0.0
S00339,0000023_16_61_22,0.16402303269014612,0.0
S00340,0000023_11_34_26,0.15384875683875013,0.0
S00341,0000023_23_58_19,0.2530940303139385,0.0
S00342,0000023_21_17_17,0.03675751665694562,0.0239999227366672
S00343,0000023_18_55_23,0.2991672709910324,0.0071593200806683
S00344,0000023_22_50_14,0.180437813997353,0.0
S00347,0000023_17_36_15,0.3215819265744549,0.0
S00349,0000023_18_32_24,0.7445744367673912,0.0
S00350,0000023_13_61_27,0.948872163324938,0.0022072702240579
S00351,0000009_7_28_30,0.006537410412149816,0.0
S00352,0000001_20_27_14,0.5957646010744664,0.0
S00354,0000003_16_18_18,0.18743052015827977,0.0047855643499528
S00356,0000005_22_37_28,0.8984717921866698,0.0
S00357,0000003_22_47_28,0.4957360746147004,0.0
S00358,0000007_8_43_31,0.8075584812726289,0.0
S00360,0000007_10_28_25,0.7455838574334277,0.0
S00361,0000007_25_43_25,0.6885222412238414,0.0024229128580134
S00362,0000007_5_38_13,0.5796003807359459,0.0
S00363,0000005_19_31_30,0.17906735550846012,0.0
S00366,0000009_21_58_28,0.04548892675043076,0.0044445636815653
S00369,0000008_3_52_22,0.5904457540179636,0.0
S00371,0000008_2_37_19,0.1661513009709616,0.0087046378029984
S00373,0000009_21_50_18,0.012541552831671812,0.0023894345645892
S00376,0000008_2_39_24,0.2035460451574772,0.0022044799290308
S00377,0000008_2_51_28,0.10065044783865373,0.0066640743372799
S00378,0000009_25_19_20,0.06504171401127204,0.0
S00379,0000009_25_34_14,0.018121489365595482,0.0024318042813455
