ufs_serial,run_wf_xy,pred,health
S00000,0000000_25_24_25,0.0008018913525753005,0.0
S00002,0000000_8_37_24,0.0004405513564271604,0.0
S00003,0000000_13_34_27,0.0007369286445889052,0.0
S00004,0000000_10_22_15,0.0008211634644094493,0.0
S00009,0000000_7_41_19,0.000448488776496486,0.0
S00012,0000000_20_50_26,0.000706936534711076,0.0
S00013,0000000_22_24_20,0.0007435661213415923,0.0
S00015,0000001_4_49_31,0.002222088200398942,0.0
S00017,0000002_3_19_16,0.0028298109173551123,0.0
S00018,0000003_16_17_20,0.0026248246044699554,0.0
S00020,0000003_22_63_22,0.002556995609482453,0.0
S00021,0000004_25_33_23,0.0030535883920451896,0.0
S00022,0000005_19_42_14,0.002749881565356464,0.0
S00023,0000003_5_58_18,0.0025131549752627396,0.0
S00024,0000003_12_32_17,0.003404763266699033,0.0
S00025,0000003_13_45_17,0.0028267794798943944,0.0
S00026,0000003_14_35_23,0.00408517389574656,0.0
S00027,0000003_5_58_21,0.002336791069072625,0.0
S00028,0000003_16_58_21,0.002804776407316382,0.0
S00029,0000004_7_52_18,0.0033957929443776203,0.0
S00031,0000004_8_26_15,0.002653034789485949,0.0
S00032,0000004_5_36_15,0.0036922847623334257,0.0024556306573382
S00034,0000004_7_41_27,0.002791714826816309,0.0
S00035,0000004_7_30_25,0.0027942988278312902,0.0
S00037,0000004_8_47_19,0.0028818465956357638,0.0024203995363741
S00038,0000003_14_50_14,0.0035390041980136668,0.0
S00039,0000006_11_28_31,0.002951180851812067,0.0024294149851399
S00041,0000004_23_41_11,0.0035664391956789026,0.0024488066378919
S00042,0000007_16_21_29,0.0031707819979195965,0.0024355223631917
S00043,0000008_3_54_30,0.002382076198931092,0.0
S00044,0000009_3_57_14,0.002265783453406253,0.0
S00047,0000004_21_17_27,0.002313405962681469,0.0024454088310256
S00049,0000003_15_41_11,0.0026783027762063735,0.0
S00051,0000011_21_22_29,0.0025258864405426754,0.0023918839575332
S00052,0000011_20_50_12,0.0016374756030826207,0.0
S00056,0000011_18_45_11,0.003037118860514954,0.0024112401634015
S00057,0000014_24_59_15,0.0024345091125525186,0.0
S00058,0000011_18_16_26,0.0032000631074430917,0.0
S00059,0000013_13_17_27,0.002193926583491168,0.00240752581914
S00061,0000015_18_56_14,0.0031204429343736156,0.0
S00062,0000015_15_42_16,0.0025071118398749255,0.0
S00063,0000015_18_44_28,0.0027698231590558265,0.0
S00064,0000015_11_27_14,0.0028702355305827644,0.0
S00065,0000015_13_43_15,0.002908986753381872,0.0
S00068,0000015_14_26_20,0.0027508262284358384,0.0096413121496052
S00069,0000012_8_41_16,0.003275190838195691,0.0024141213958187
S00071,0000015_13_30_26,0.003016723568503904,0.0
S00072,0000012_10_49_25,0.0033506236021568284,0.0
S00075,0000012_6_37_16,0.003099424753299102,0.0
S00079,0000012_4_27_19,0.003655608314692577,0.0
S00080,0000012_10_34_31,0.0027007115670898414,0.0024551575598599
S00081,0000012_5_31_25,0.003740878174201795,0.0048692551117381
S00084,0000004_21_17_18,0.0030575368038319867,0.0
S00086,0000004_20_42_12,0.003264318123721962,0.0
S00087,0000005_13_32_29,0.0031760609443761962,0.0071833265884257
S00092,0000003_22_33_16,0.0023174741819483404,0.0
S00096,0000004_19_42_16,0.002979066775426717,0.0
S00098,0000004_9_61_16,0.003177059333745415,0.0
S00099,0000005_7_33_16,0.003288456131823604,0.002429023161249
S00101,0000005_12_36_19,0.0018169895206747396,0.0047811447811447
S00103,0000003_18_48_19,0.00328798908425693,0.0023947190902958
S00106,0000005_18_38_23,0.0032957171464616294,0.0
S00108,0000005_10_54_18,0.003910916300394589,0.0
S00109,0000006_11_43_18,0.0023476126263337078,0.0024466006035276
S00111,0000005_10_55_15,0.0029871173722274633,0.0
S00113,0000005_11_51_20,0.0029158433288265914,0.0
S00114,0000004_25_46_27,0.0031671287494507397,0.0
S00116,0000006_5_51_22,0.0027547412648966235,0.0
S00120,0000006_16_30_16,0.0032026153530198835,0.0
S00121,0000005_17_50_27,0.00325282769065478,0.0
S00122,0000006_16_18_16,0.003286867288923936,0.0
S00123,0000006_24_29_23,0.0022504335479807945,0.0120079634300735
S00124,0000005_17_31_19,0.0036449385366781033,0.0
S00126,0000017_6_56_26,0.0018595834353923987,0.0145181549966406
S00127,0000017_11_44_20,0.0023694007717762686,0.0
S00128,0000017_19_43_26,0.002331351097960555,0.0023878847281078
S00129,0000017_24_13_21,0.0019511856708958814,0.0071621056878935
S00130,0000017_9_33_16,0.0020483379004324616,0.0048756321399316
S00131,0000017_3_63_24,0.002555421631817422,0.0
S00132,0000017_9_37_26,0.00189009051084471,0.0
S00133,0000017_9_35_15,0.0017676544883807026,0.0
S00134,0000017_11_39_25,0.002935462702754017,0.0
S00135,0000018_24_27_14,0.0035232214711083142,0.0024002704530087
S00136,0000001_22_29_23,0.002646427024080136,0.0024124339857098
S00137,0000001_1_62_25,0.003018626002046594,0.0
S00138,0000009_20_36_24,0.0018488095657666016,0.0024209654634906
S00139,0000018_24_19_25,0.003368573117887243,0.0023857183316292
S00142,0000001_17_25_28,0.00309197631279877,0.0023883666839667
S00144,0000020_8_25_17,0.00281363627735855,0.0
S00145,0000001_17_60_25,0.00314401577442034,0.0048074365336157
S00146,0000001_1_48_16,0.003476716595937767,0.0
S00148,0000001_17_21_22,0.0026215277396986333,0.0023848940713548
S00149,0000001_17_45_19,0.0027548244013803156,0.0
S00150,0000020_10_45_21,0.001140635688469492,0.0024284534611569
S00151,0000001_9_37_22,0.0022071989554897607,0.0
S00152,0000017_25_45_27,0.0013488861412199625,0.0
S00153,0000001_7_47_24,0.0016141188944946549,0.0
S00154,0000001_15_48_24,0.002624446884543259,0.0024048348309115
S00155,0000001_10_39_13,0.002489285986194393,0.0
S00156,0000001_11_25_17,0.0028582734595185514,0.0
S00157,0000009_7_29_17,0.0020462945922246484,0.0023905723905723
S00158,0000001_11_39_30,0.002080129703481758,0.0
S00162,0000001_23_16_22,0.0029963038397516108,0.0
S00164,0000017_19_41_12,0.001827646201085504,0.0
S00165,0000001_23_55_25,0.0024084500410742355,0.0
S00166,0000001_23_33_21,0.0024440842119727722,0.0
S00168,0000007_10_25_22,0.0030466305856724006,0.0044468304030778
S00169,0000007_5_44_15,0.003787730482312153,0.002185201306724
S00170,0000007_5_32_12,0.0031091423590693256,0.0
S00171,0000007_10_37_22,0.002447928640910526,0.002232734493277
S00174,0000007_20_40_22,0.0040339707551440215,0.0
S00175,0000007_21_46_13,0.0026941676566326223,0.0
S00177,0000021_19_40_29,0.0032032875248051806,0.0043713251623854
S00178,0000021_19_46_28,0.0035376231570862678,0.0
S00180,0000021_22_54_28,0.0025238316073256796,0.0
S00181,0000021_22_33_20,0.0030333060160276613,0.0
S00183,0000021_22_55_14,0.002679267927175893,0.0
S00185,0000021_24_54_16,0.0022791607712452197,0.0
S00186,0000021_25_55_25,0.002361330040366288,0.0
S00187,0000021_11_35_14,0.002347535629697901,0.0023849627379564
S00188,0000021_24_34_12,0.002550294035464607,0.0
S00189,0000021_11_40_25,0.001960777810929762,0.0
S00191,0000021_9_31_21,0.0029357726632858443,0.0
S00192,0000021_8_42_14,0.0018704235572761495,0.0
S00193,0000021_9_17_24,0.0029428011360354608,0.0
S00194,0000021_8_47_20,0.002299511690515618,0.0023942345675443
S00199,0000008_6_28_27,0.0025529329574795804,0.0
S00201,0000008_6_35_28,0.0027793244377777335,0.0
S00202,0000008_6_40_24,0.002782126155247411,0.0
S00205,0000008_24_19_24,0.0034625818365957997,0.0024191978193146
S00206,0000016_3_14_20,0.002602373871922371,0.0
S00207,0000016_3_47_21,0.0027703852019529645,0.0024246859373094
S00208,0000008_12_60_17,0.0027722734968536156,0.0
S00210,0000008_12_51_18,0.0025960962067480236,0.0
S00211,0000016_15_26_16,0.003455122527466204,0.0024002356770644
S00214,0000002_16_54_27,0.0023000256238720263,0.0
S00216,0000002_14_39_30,0.0020604556378597014,0.0
S00217,0000002_22_35_18,0.002028927953596343,0.0
S00218,0000004_22_56_15,0.003386060556761428,0.0
S00220,0000004_10_33_26,0.0034744154853673438,0.0048111362800333
S00221,0000006_23_50_17,0.0030113920176163883,0.0024405814181889
S00223,0000004_4_32_29,0.0027580765235440874,0.0
S00226,0000004_4_37_16,0.00361547516142689,0.0
S00227,0000009_6_47_25,0.0014990257676952157,0.0
S00229,0000003_10_41_20,0.0024189250090226786,0.0
S00233,0000011_23_16_18,0.0017488453189368404,0.0
S00237,0000011_19_38_25,0.0022842967874892816,0.0
S00238,0000016_25_37_23,0.0015175074316298763,0.0
S00245,0000009_7_47_29,0.00176878407997099,0.0
S00247,0000008_22_40_17,0.002679632773255707,0.0
S00248,0000009_2_61_20,0.0029718867304002377,0.0048394556829523
S00249,0000009_2_17_26,0.002417773065701598,0.0072902762090563
S00252,0000001_16_16_19,0.002337215700065564,0.0
S00253,0000008_14_19_17,0.0028711430918152824,0.0
S00257,0000019_14_46_22,0.002013035389943334,0.0122792453576052
S00258,0000022_7_29_26,0.002845006823710641,0.004889013491513
S00259,0000022_6_51_28,0.0025350953031604653,0.0
S00260,0000022_7_18_22,0.003114647539191631,0.0
S00261,0000022_6_22_20,0.002393174686787431,0.0
