run_id,wafer_no,total_dies,risk_dies,avg_ppm,total_units,risk_units
57,5,40,5,267.8,10,1
57,6,72,4,170.6,18,0
57,7,60,1,297.9,15,2
57,8,100,1,162.5,25,1
57,10,80,0,164.5,20,1
57,11,96,3,211.8,24,0
57,12,84,0,189.4,21,0
57,13,96,0,204.0,24,0
57,14,104,1,222.1,26,2
57,16,52,3,285.0,13,2
57,17,100,0,262.1,25,0
57,18,92,0,205.2,23,0
57,19,48,4,230.1,12,0
57,20,100,0,179.2,25,1
57,22,84,0,123.2,21,0
57,23,72,0,113.1,18,0
57,24,76,1,264.3,19,2
57,25,108,1,207.8,27,1
58,1,96,0,717.7,24,0
58,2,84,0,693.4,21,0
58,3,84,0,776.9,21,2
58,4,108,0,720.4,27,0
58,5,128,0,786.5,32,6
58,7,88,0,468.5,22,0
58,8,72,0,673.8,18,0
58,9,68,0,433.2,17,0
58,10,80,0,376.5,20,0
58,11,100,0,413.5,25,0
58,13,96,0,639.4,24,0
58,14,60,0,675.7,15,0
58,15,60,0,621.1,15,0
58,16,64,0,548.2,16,0
58,17,96,0,721.0,24,0
58,19,92,0,487.0,23,0
58,20,84,0,679.8,21,0
58,21,104,0,379.6,26,0
58,22,84,0,734.4,21,0
58,23,92,0,675.1,23,0
59,2,64,0,657.9,16,0
59,3,88,0,434.9,22,0
59,4,100,0,634.8,25,0
59,6,104,0,531.2,26,0
59,8,112,0,528.4,28,0
59,9,56,0,502.8,14,0
59,10,112,0,716.8,28,0
59,11,84,0,655.1,21,0
59,12,124,0,656.3,31,0
59,14,76,0,549.8,19,0
59,15,72,0,562.1,18,0
59,16,68,0,583.4,17,0
59,17,84,0,584.8,21,0
59,18,68,0,689.5,17,0
59,20,72,0,651.7,18,0
59,21,68,0,621.0,17,0
59,22,64,0,519.2,16,0
59,23,92,0,567.0,23,0
59,24,84,0,676.4,21,0
60,5,100,6,780.0,25,5
60,10,64,45,844.5,16,3
60,12,80,29,823.5,20,6
60,13,84,2,800.3,21,6
60,14,88,53,839.8,22,6
60,15,112,29,825.2,28,13
60,16,68,5,815.7,17,12
60,17,116,26,810.1,29,9
60,18,92,39,823.7,23,12
60,19,76,0,785.6,19,6
60,20,68,12,790.1,17,1
60,21,112,14,775.8,28,7
60,22,68,1,767.3,17,4
60,23,84,27,804.1,21,4
60,25,56,23,800.1,14,5
61,2,84,2,814.5,21,10
61,3,104,4,820.1,26,16
61,4,92,48,830.7,23,12
61,5,64,42,802.0,16,3
61,7,80,0,734.1,20,0
61,8,80,0,799.5,20,13
61,9,100,4,813.2,25,10
61,10,100,23,822.1,25,15
61,11,104,1,818.6,26,12
61,14,96,3,816.5,24,11
61,15,100,17,808.8,25,7
61,16,96,0,779.7,24,0
61,19,60,0,798.1,15,3
61,20,64,0,729.9,16,0
61,21,88,0,782.3,22,1
61,22,76,0,719.4,19,0
61,23,56,0,738.0,14,0
61,25,80,12,810.7,20,11
62,6,88,2,772.1,22,10
62,7,96,7,766.3,24,2
62,10,76,21,782.2,19,9
62,11,64,29,823.1,16,5
62,12,72,0,752.4,18,0
62,13,80,29,819.2,20,8
62,17,84,15,824.1,21,10
62,18,92,59,847.4,23,9
62,19,112,20,809.5,28,13
62,20,60,3,745.4,15,3
62,21,96,21,810.3,24,11
62,22,80,0,717.1,20,0
63,1,112,8,818.3,28,15
63,3,108,0,782.4,27,6
63,4,64,0,717.1,16,0
63,5,104,4,800.3,26,6
63,10,104,13,812.4,26,13
63,11,116,0,782.9,29,2
63,16,56,0,740.4,14,0
63,17,100,0,716.7,25,0
63,21,76,2,794.5,19,3
63,22,108,0,698.5,27,0
63,23,84,17,800.0,21,7
63,24,56,1,782.6,14,0
64,1,68,0,647.1,17,0
64,2,88,72,864.9,22,5
64,3,60,46,866.4,15,3
64,4,64,44,854.8,16,4
64,5,96,73,859.0,24,5
64,6,92,59,858.8,23,5
64,8,80,57,867.6,20,3
64,9,68,53,859.6,17,6
64,10,104,81,864.1,26,7
64,11,88,64,863.4,22,5
64,12,56,29,844.7,14,4
64,13,108,80,859.2,27,4
64,14,84,70,871.0,21,4
64,15,88,46,844.8,22,10
64,16,92,20,827.0,23,17
64,17,64,44,858.5,16,0
64,18,72,45,855.3,18,6
64,19,72,40,832.0,18,2
64,20,88,41,840.0,22,11
64,21,76,23,816.5,19,5
64,23,96,65,852.0,24,6
64,25,68,45,859.5,17,1
65,2,120,0,750.3,30,0
65,3,84,0,714.5,21,0
65,4,72,0,733.1,18,0
65,5,104,0,429.0,26,0
65,6,104,0,694.8,26,0
65,9,80,0,586.8,20,0
65,11,112,0,776.7,28,0
65,12,120,0,758.1,30,0
65,14,72,0,716.7,18,0
65,15,100,0,709.2,25,0
65,21,100,0,678.7,25,0
65,22,56,0,711.9,14,0
65,24,92,0,756.9,23,0
66,1,80,0,543.2,20,0
66,2,88,0,617.1,22,0
66,3,92,0,537.8,23,0
66,4,80,0,613.4,20,0
66,5,92,0,732.4,23,0
66,6,108,0,386.5,27,0
66,7,60,0,452.2,15,0
66,8,84,0,732.4,21,0
66,9,84,0,670.9,21,0
66,10,80,0,350.0,20,0
66,11,104,0,636.7,26,0
66,13,80,1,776.3,20,9
66,14,104,0,527.3,26,0
66,16,92,0,754.6,23,0
66,17,96,0,471.8,24,0
66,18,60,0,690.4,15,0
66,19,128,0,406.0,32,0
66,20,96,0,679.8,24,0
66,21,52,0,729.1,13,0
66,23,76,0,273.5,19,0
66,24,72,0,399.6,18,0
66,25,84,0,685.3,21,0
67,3,64,0,394.5,16,0
67,4,48,0,343.3,12,0
67,5,44,0,404.0,11,0
67,6,44,0,470.9,11,0
67,7,24,0,617.6,6,0
67,9,24,0,576.7,6,0
67,10,32,0,482.0,8,0
67,11,44,0,399.2,11,0
67,12,24,0,778.0,6,0
67,13,32,0,701.2,8,0
67,15,12,0,753.3,3,0
67,16,20,0,694.7,5,0
67,17,8,0,747.6,2,0
67,18,16,1,765.9,4,0
67,19,4,0,733.1,1,0
67,21,12,0,734.5,3,0
67,22,44,0,740.5,11,0
67,24,8,0,674.0,2,0
68,10,80,3,759.7,20,2
68,12,76,26,817.1,19,4
68,14,68,0,707.7,17,0
68,17,68,0,678.6,17,0
68,18,96,0,755.3,24,0
68,19,88,0,540.3,22,0
68,20,64,0,732.0,16,0
68,21,48,0,623.9,12,0
68,22,72,0,523.3,18,0
68,23,88,0,480.7,22,0
68,24,76,0,491.1,19,0
68,25,76,0,702.9,19,0
69,2,80,3,794.2,20,9
69,4,96,0,804.3,24,6
69,5,88,2,806.4,22,7
69,6,92,0,786.6,23,0
69,8,72,0,816.9,18,10
69,10,96,10,815.3,24,14
69,11,60,0,764.4,15,0
69,15,56,0,463.2,14,0
69,16,88,0,541.1,22,0
69,17,84,0,661.1,21,0
69,18,88,0,666.7,22,0
69,20,96,0,662.0,24,0
69,21,112,0,607.4,28,0
70,1,92,18,826.5,23,15
70,2,80,16,826.2,20,12
70,4,92,1,765.7,23,0
70,5,88,22,806.0,22,12
70,6,116,1,763.0,29,1
70,7,140,5,805.4,35,18
70,8,96,0,772.7,24,2
70,10,76,8,814.7,19,9
70,12,92,0,730.3,23,0
70,13,84,14,810.2,21,8
70,14,68,0,779.4,17,1
70,16,72,0,743.7,18,0
70,17,72,0,774.5,18,0
70,18,100,0,311.3,25,0
70,19,84,0,318.6,21,0
70,20,80,0,371.4,20,0
70,22,92,0,310.6,23,0
70,23,96,0,286.4,24,0
70,24,128,0,208.4,32,0
70,25,84,0,394.8,21,0
71,2,96,0,235.2,24,0
71,3,100,0,329.4,25,0
71,4,76,0,243.5,19,0
71,6,120,0,186.0,30,0
71,8,84,0,155.8,21,0
71,9,100,0,274.9,25,0
71,10,56,0,229.4,14,0
71,11,88,0,172.3,22,0
71,12,92,0,383.4,23,0
71,14,112,0,199.6,28,0
71,15,96,0,298.7,24,0
71,16,72,0,260.0,18,0
71,17,60,0,120.3,15,0
71,18,68,0,137.5,17,0
71,20,120,0,167.9,30,0
71,21,96,0,137.7,24,0
71,22,88,0,123.7,22,0
71,23,104,0,192.5,26,0
71,24,56,0,142.7,14,0
72,1,64,0,333.5,16,0
72,3,80,0,192.7,20,0
72,4,88,0,318.9,22,0
72,6,96,0,346.0,24,0
72,7,112,0,306.5,28,0
72,8,96,0,214.6,24,0
72,10,80,0,296.2,20,0
72,11,96,0,736.4,24,0
72,12,112,0,753.9,28,0
72,13,112,35,804.2,28,11
72,14,76,0,785.5,19,3
72,15,92,0,727.4,23,0
72,16,84,0,795.1,21,0
72,18,84,0,755.6,21,0
72,19,100,0,741.3,25,0
73,1,100,36,838.1,25,18
73,2,96,0,733.8,24,0
73,3,72,7,815.0,18,10
73,5,80,0,811.1,20,9
73,6,72,0,796.3,18,0
73,7,36,0,793.2,9,0
73,8,32,0,700.7,8,0
73,9,68,0,783.7,17,1
73,11,4,0,782.0,1,0
73,13,68,0,797.0,17,1
73,14,72,0,776.7,18,0
73,15,100,57,841.7,25,11
73,17,60,0,790.9,15,2
73,18,76,8,735.6,19,2
73,19,68,0,753.6,17,0
73,20,96,26,808.4,24,10
73,24,100,59,847.2,25,12
73,25,92,0,373.5,23,0
74,3,80,0,728.2,20,0
74,6,68,0,730.0,17,0
74,9,68,0,739.0,17,0
74,11,76,0,725.9,19,0
74,16,72,0,670.8,18,0
74,19,84,0,692.3,21,0
74,24,64,0,591.9,16,0
74,25,68,0,283.2,17,0
75,19,92,0,714.5,23,0
75,22,60,0,732.0,15,0
75,24,72,0,723.6,18,0
75,25,44,0,618.1,11,0
76,5,80,0,518.0,20,0
76,9,112,0,187.9,28,0
76,11,100,0,665.5,25,0
76,14,92,0,542.8,23,0
77,1,36,1,823.3,9,5
77,2,88,0,713.7,22,0
77,4,72,0,482.8,18,0
77,6,84,0,717.7,21,0
77,8,84,0,729.2,21,0
77,10,88,0,262.4,22,0
77,16,84,0,430.1,21,0
77,19,144,0,669.1,36,0
77,24,76,0,715.9,19,0
78,1,72,0,419.8,18,0
78,3,108,0,431.1,27,0
78,6,92,0,326.3,23,0
78,8,72,0,583.4,18,0
78,9,80,0,629.0,20,0
78,11,64,0,668.2,16,0
78,14,84,0,357.0,21,0
78,16,60,0,665.3,15,0
78,17,80,0,521.2,20,0
78,19,72,50,834.5,18,5
78,22,76,0,680.8,19,0
78,24,64,0,756.0,16,0
78,25,96,0,748.8,24,0
79,1,52,0,666.6,13,0
79,3,72,0,742.4,18,0
79,4,88,0,661.5,22,0
79,5,92,0,675.9,23,0
79,6,68,0,709.6,17,0
79,7,92,0,671.6,23,0
79,9,84,0,646.6,21,0
79,10,60,0,514.0,15,0
79,11,88,0,513.0,22,0
79,12,80,0,655.8,20,0
79,13,76,0,740.3,19,0
79,14,60,0,679.9,15,0
79,15,96,0,679.6,24,0
79,16,84,0,193.1,21,0
79,17,68,0,144.6,17,0
79,18,56,0,190.6,14,0
79,19,100,0,208.2,25,0
79,20,48,0,167.4,12,0
79,21,68,0,182.0,17,0
79,22,88,0,177.0,22,0
79,23,72,0,141.4,18,0
80,1,100,0,765.8,25,0
80,2,72,0,747.8,18,0
80,4,100,1,752.5,25,1
80,5,76,0,749.4,19,0
80,6,100,2,719.2,25,1
80,7,104,0,750.8,26,0
80,10,64,0,663.6,16,0
80,11,64,0,747.2,16,0
80,12,44,0,769.4,11,0
80,13,80,0,726.2,20,0
80,14,76,0,769.0,19,0
80,15,72,0,683.0,18,0
80,16,52,0,607.6,13,0
80,17,96,0,730.9,24,0
80,18,100,0,757.0,25,0
80,19,80,0,743.5,20,0
80,20,92,0,670.7,23,0
80,21,84,0,653.4,21,0
80,22,96,0,712.3,24,0
80,23,60,0,681.6,15,0
80,24,80,0,588.7,20,0
81,1,68,66,887.5,17,0
81,2,92,91,890.4,23,3
81,3,68,58,859.0,17,2
81,4,92,56,849.5,23,11
81,5,68,55,856.7,17,6
81,6,84,51,818.9,21,5
81,7,68,57,853.2,17,1
81,8,100,91,880.6,25,2
81,9,88,49,828.2,22,4
81,10,88,64,854.1,22,9
81,11,80,58,853.4,20,5
81,12,100,50,842.2,25,12
81,13,96,84,876.0,24,1
81,14,104,85,861.6,26,6
81,15,104,56,824.3,26,7
81,16,68,63,876.7,17,2
81,17,112,57,834.9,28,8
81,18,84,13,821.5,21,12
81,19,68,53,858.1,17,6
81,20,68,51,864.3,17,3
81,21,56,21,795.9,14,1
81,22,88,21,825.5,22,15
81,23,92,82,873.9,23,3
81,24,108,75,844.6,27,4
81,25,108,44,829.8,27,16
82,1,80,0,691.2,20,0
82,3,80,0,678.5,20,0
82,8,88,0,506.1,22,0
82,9,84,0,223.6,21,0
82,11,80,0,222.1,20,0
82,14,96,0,212.9,24,0
82,16,44,0,263.2,11,0
82,17,104,0,237.1,26,0
82,24,80,0,597.3,20,0
82,25,64,0,586.7,16,0
83,1,56,0,152.0,14,0
83,3,88,0,140.2,22,0
83,8,80,0,722.6,20,0
83,9,100,0,671.6,25,0
83,11,96,0,644.5,24,0
83,14,96,0,681.8,24,0
83,17,72,0,605.7,18,0
84,2,80,0,513.9,20,0
84,3,96,0,480.2,24,0
84,4,100,0,395.4,25,0
84,5,104,0,262.9,26,0
84,6,76,0,386.1,19,0
84,8,64,0,397.1,16,0
84,10,104,0,431.1,26,0
84,12,128,0,354.1,32,0
84,14,72,0,475.7,18,0
84,15,72,0,669.1,18,0
84,16,80,0,529.4,20,0
84,18,60,0,627.0,15,0
84,19,80,0,632.7,20,0
84,20,112,0,636.6,28,0
84,21,92,0,576.6,23,0
84,22,32,0,607.2,8,0
84,23,92,0,570.1,23,0
84,24,96,0,482.1,24,0
84,25,56,0,466.8,14,0
101,1,76,0,665.0,0,0
101,2,76,0,566.0,0,0
101,3,80,0,658.2,0,0
101,4,80,0,658.2,0,0
101,5,76,0,523.3,0,0
101,6,84,0,392.9,0,0
101,7,88,0,743.9,0,0
101,8,88,0,538.2,0,0
101,9,84,0,392.9,0,0
101,10,104,0,546.5,0,0
101,11,88,0,638.5,0,0
101,12,88,0,743.9,0,0
101,13,76,0,665.0,0,0
101,14,88,0,743.9,0,0
101,15,76,0,665.0,0,0
101,16,104,0,560.1,0,0
101,17,76,0,612.7,0,0
101,18,72,0,622.6,0,0
101,19,80,0,658.2,0,0
101,20,104,0,560.1,0,0
101,21,84,0,618.0,0,0
101,22,88,0,538.2,0,0
101,23,88,0,555.7,0,0
101,24,76,0,665.0,0,0
101,25,76,0,566.0,0,0
102,1,68,0,473.5,0,0
102,2,44,0,721.8,0,0
102,3,72,0,545.5,0,0
102,4,72,0,545.5,0,0
102,5,128,0,711.5,0,0
102,6,92,29,813.3,0,0
102,7,44,0,721.8,0,0
102,8,52,0,507.8,0,0
102,9,88,2,764.8,0,0
102,10,52,0,507.8,0,0
102,11,68,0,473.5,0,0
102,12,92,0,684.7,0,0
102,13,100,0,584.7,0,0
102,14,92,29,813.3,0,0
102,15,68,0,473.5,0,0
102,16,68,0,557.3,0,0
102,17,112,0,769.2,0,0
102,18,88,2,764.8,0,0
102,19,96,0,711.9,0,0
102,20,72,0,545.5,0,0
102,21,52,0,507.8,0,0
102,22,68,0,557.3,0,0
102,23,68,0,473.5,0,0
102,24,68,0,473.5,0,0
102,25,128,0,711.5,0,0
103,1,44,0,746.2,0,0
103,2,44,0,746.2,0,0
103,3,76,0,431.3,0,0
103,4,16,0,686.1,0,0
103,5,88,0,374.9,0,0
103,6,12,0,776.7,0,0
103,7,12,0,753.0,0,0
103,8,16,0,712.3,0,0
103,9,12,0,776.7,0,0
103,10,44,0,473.0,0,0
103,11,36,0,637.2,0,0
103,12,48,0,461.4,0,0
103,13,44,0,537.8,0,0
103,14,16,0,712.3,0,0
103,15,44,0,473.0,0,0
103,16,64,0,361.7,0,0
103,17,44,0,746.2,0,0
103,18,8,0,760.9,0,0
103,19,36,0,407.6,0,0
103,20,44,0,746.2,0,0
103,21,88,0,374.9,0,0
103,22,12,0,753.0,0,0
103,23,44,0,746.2,0,0
103,24,44,0,537.8,0,0
103,25,56,0,574.0,0,0
104,1,92,2,779.7,0,0
104,2,92,0,735.8,0,0
104,3,96,0,307.0,0,0
104,4,80,0,303.4,0,0
104,5,92,0,785.0,0,0
104,6,64,15,819.5,0,0
104,7,92,2,779.7,0,0
104,8,72,0,191.0,0,0
104,9,80,0,326.7,0,0
104,10,92,0,724.0,0,0
104,11,92,0,785.0,0,0
104,12,96,0,307.0,0,0
104,13,92,0,785.0,0,0
104,14,92,0,785.0,0,0
104,15,76,0,210.3,0,0
104,16,60,0,754.4,0,0
104,17,80,0,326.7,0,0
104,18,48,0,344.0,0,0
104,19,92,2,779.7,0,0
104,20,64,15,819.5,0,0
104,21,80,0,303.4,0,0
104,22,92,0,785.0,0,0
104,23,80,0,303.4,0,0
104,24,92,0,785.0,0,0
104,25,72,0,314.2,0,0
105,1,96,0,216.6,0,0
105,2,96,0,216.6,0,0
105,3,76,0,191.0,0,0
105,4,92,0,671.9,0,0
105,5,96,0,148.0,0,0
105,6,116,0,677.7,0,0
105,7,96,0,216.6,0,0
105,8,52,0,628.9,0,0
105,9,92,0,671.9,0,0
105,10,84,0,717.1,0,0
105,11,52,0,628.9,0,0
105,12,80,0,643.0,0,0
105,13,80,0,670.1,0,0
105,14,116,0,677.7,0,0
105,15,80,0,670.1,0,0
105,16,92,0,671.9,0,0
105,17,96,0,148.0,0,0
105,18,76,0,191.0,0,0
105,19,92,0,671.9,0,0
105,20,68,0,175.4,0,0
105,21,52,0,628.9,0,0
105,22,60,0,751.2,0,0
105,23,96,0,216.6,0,0
105,24,92,0,667.2,0,0
105,25,76,0,191.0,0,0
106,1,80,0,760.5,0,0
106,2,72,0,191.0,0,0
106,3,80,0,760.5,0,0
106,4,92,0,724.0,0,0
106,5,80,0,326.7,0,0
106,6,64,15,819.5,0,0
106,7,72,0,314.2,0,0
106,8,76,0,210.3,0,0
106,9,96,0,307.0,0,0
106,10,92,0,735.8,0,0
106,11,48,0,344.0,0,0
106,12,80,0,326.7,0,0
106,13,96,0,307.0,0,0
106,14,92,0,735.8,0,0
106,15,92,0,785.0,0,0
106,16,72,0,314.2,0,0
106,17,48,0,344.0,0,0
106,18,92,0,785.0,0,0
106,19,72,0,314.2,0,0
106,20,92,0,785.0,0,0
106,21,80,0,326.7,0,0
106,22,60,0,754.4,0,0
106,23,80,0,326.7,0,0
106,24,96,0,307.0,0,0
106,25,64,15,819.5,0,0
107,1,104,45,834.9,0,0
107,2,100,23,775.2,0,0
107,3,68,10,757.2,0,0
107,4,96,41,777.0,0,0
107,5,100,3,789.7,0,0
107,6,104,1,821.4,0,0
107,7,104,1,821.4,0,0
107,8,104,1,821.4,0,0
107,9,96,5,760.5,0,0
107,10,76,47,849.6,0,0
107,11,84,29,788.9,0,0
107,12,80,25,829.4,0,0
107,13,76,3,782.1,0,0
107,14,84,45,837.0,0,0
107,15,84,45,837.0,0,0
107,16,68,10,757.2,0,0
107,17,104,12,785.0,0,0
107,18,104,12,785.0,0,0
107,19,104,1,821.4,0,0
107,20,104,12,785.0,0,0
107,21,84,29,788.9,0,0
107,22,92,31,787.4,0,0
107,23,100,23,775.2,0,0
107,24,96,41,777.0,0,0
107,25,84,29,788.9,0,0
108,1,76,0,324.3,0,0
108,2,104,3,791.7,0,0
108,3,120,0,734.3,0,0
108,4,92,33,812.9,0,0
108,5,84,8,786.0,0,0
108,6,96,0,765.6,0,0
108,7,76,1,790.2,0,0
108,8,76,0,324.3,0,0
108,9,80,0,778.5,0,0
108,10,80,0,778.5,0,0
108,11,84,8,786.0,0,0
108,12,100,0,401.1,0,0
108,13,108,21,824.1,0,0
108,14,76,1,790.2,0,0
108,15,80,1,745.1,0,0
108,16,76,1,790.2,0,0
108,17,100,0,401.1,0,0
108,18,84,8,786.0,0,0
108,19,76,0,185.7,0,0
108,20,104,3,791.7,0,0
108,21,76,0,324.3,0,0
108,22,104,3,791.7,0,0
108,23,72,3,791.2,0,0
108,24,68,0,360.1,0,0
108,25,100,0,401.1,0,0
109,1,92,42,837.3,0,0
109,2,116,94,864.6,0,0
109,3,96,52,844.0,0,0
109,4,92,42,837.3,0,0
109,5,84,57,858.6,0,0
109,6,76,44,848.8,0,0
109,7,116,94,864.6,0,0
109,8,92,74,857.2,0,0
109,9,88,55,855.3,0,0
109,10,84,57,858.6,0,0
109,11,84,9,795.5,0,0
109,12,88,55,855.3,0,0
109,13,72,28,817.0,0,0
109,14,96,52,844.0,0,0
109,15,60,37,849.3,0,0
109,16,96,52,844.0,0,0
109,17,80,70,868.5,0,0
109,18,92,42,837.3,0,0
109,19,88,63,861.1,0,0
109,20,88,63,861.1,0,0
109,21,92,70,863.5,0,0
109,22,72,28,817.0,0,0
109,23,100,37,834.1,0,0
109,24,68,0,623.3,0,0
109,25,76,44,848.8,0,0
110,1,104,0,328.9,0,0
110,2,76,0,324.3,0,0
110,3,120,0,734.3,0,0
110,4,76,1,790.2,0,0
110,5,80,0,778.5,0,0
110,6,80,1,745.1,0,0
110,7,84,0,738.1,0,0
110,8,108,21,824.1,0,0
110,9,80,0,778.5,0,0
110,10,80,0,778.5,0,0
110,11,108,21,824.1,0,0
110,12,68,0,360.1,0,0
110,13,120,0,734.3,0,0
110,14,68,0,360.1,0,0
110,15,100,17,819.4,0,0
110,16,92,33,812.9,0,0
110,17,104,3,791.7,0,0
110,18,92,33,812.9,0,0
110,19,76,1,790.2,0,0
110,20,76,0,324.3,0,0
110,21,80,1,745.1,0,0
110,22,76,0,324.3,0,0
110,23,80,1,745.1,0,0
110,24,92,33,812.9,0,0
110,25,84,0,738.1,0,0
111,1,72,0,706.0,0,0
111,2,68,0,638.4,0,0
111,3,84,0,174.5,0,0
111,4,68,0,138.7,0,0
111,5,92,0,667.2,0,0
111,6,92,0,671.9,0,0
111,7,40,0,515.9,0,0
111,8,92,0,667.2,0,0
111,9,92,0,667.2,0,0
111,10,68,0,638.4,0,0
111,11,80,0,643.0,0,0
111,12,72,0,706.0,0,0
111,13,68,0,138.7,0,0
111,14,60,0,512.4,0,0
111,15,84,0,717.1,0,0
111,16,92,0,671.9,0,0
111,17,96,0,216.6,0,0
111,18,60,0,751.2,0,0
111,19,60,0,751.2,0,0
111,20,116,0,677.7,0,0
111,21,84,0,717.1,0,0
111,22,96,0,148.0,0,0
111,23,84,0,717.1,0,0
111,24,92,0,671.9,0,0
111,25,84,0,174.5,0,0
112,1,88,15,815.1,0,0
112,2,116,4,816.9,0,0
112,3,68,0,815.8,0,0
112,4,88,0,788.7,0,0
112,5,100,0,757.0,0,0
112,6,88,23,825.6,0,0
112,7,92,0,799.6,0,0
112,8,116,4,816.9,0,0
112,9,116,4,816.9,0,0
112,10,108,0,724.9,0,0
112,11,76,25,819.9,0,0
112,12,92,0,799.6,0,0
112,13,80,1,809.0,0,0
112,14,76,1,813.3,0,0
112,15,88,0,788.7,0,0
112,16,80,1,809.0,0,0
112,17,144,0,732.8,0,0
112,18,116,4,816.9,0,0
112,19,72,33,831.4,0,0
112,20,92,0,799.6,0,0
112,21,116,4,816.9,0,0
112,22,92,0,799.6,0,0
112,23,84,6,816.3,0,0
112,24,100,0,782.2,0,0
112,25,112,0,796.4,0,0
113,1,76,47,849.6,0,0
113,2,76,6,796.4,0,0
113,3,100,3,789.7,0,0
113,4,104,12,785.0,0,0
113,5,104,12,785.0,0,0
113,6,96,41,777.0,0,0
113,7,68,10,757.2,0,0
113,8,76,47,849.6,0,0
113,9,84,45,837.0,0,0
113,10,100,3,789.7,0,0
113,11,92,31,787.4,0,0
113,12,96,41,777.0,0,0
113,13,76,6,796.4,0,0
113,14,76,6,796.4,0,0
113,15,76,3,782.1,0,0
113,16,84,29,788.9,0,0
113,17,104,45,834.9,0,0
113,18,104,45,834.9,0,0
113,19,80,25,829.4,0,0
113,20,76,47,849.6,0,0
113,21,96,5,760.5,0,0
113,22,104,1,821.4,0,0
113,23,96,5,760.5,0,0
113,24,96,41,777.0,0,0
113,25,76,47,849.6,0,0
114,1,64,0,724.8,0,0
114,2,96,41,835.6,0,0
114,3,96,22,805.3,0,0
114,4,96,41,835.6,0,0
114,5,84,15,813.4,0,0
114,6,96,25,811.2,0,0
114,7,96,22,805.3,0,0
114,8,64,0,724.8,0,0
114,9,64,0,724.8,0,0
114,10,92,40,839.9,0,0
114,11,92,0,750.0,0,0
114,12,84,15,813.4,0,0
114,13,72,8,804.7,0,0
114,14,96,22,805.3,0,0
114,15,92,43,837.8,0,0
114,16,64,0,724.8,0,0
114,17,64,0,724.8,0,0
114,18,92,0,750.0,0,0
114,19,96,25,811.2,0,0
114,20,92,0,750.0,0,0
114,21,68,11,779.8,0,0
114,22,96,25,811.2,0,0
114,23,96,25,811.2,0,0
114,24,92,40,839.9,0,0
114,25,96,25,811.2,0,0
115,1,100,23,775.2,0,0
115,2,100,23,775.2,0,0
115,3,76,47,849.6,0,0
115,4,76,3,782.1,0,0
115,5,68,10,757.2,0,0
115,6,80,25,829.4,0,0
115,7,100,3,789.7,0,0
115,8,104,1,821.4,0,0
115,9,80,25,829.4,0,0
115,10,92,31,787.4,0,0
115,11,84,45,837.0,0,0
115,12,68,10,757.2,0,0
115,13,68,10,757.2,0,0
115,14,80,25,829.4,0,0
115,15,76,6,796.4,0,0
115,16,76,3,782.1,0,0
115,17,96,41,777.0,0,0
115,18,96,41,777.0,0,0
115,19,76,6,796.4,0,0
115,20,76,3,782.1,0,0
115,21,84,45,837.0,0,0
115,22,84,45,837.0,0,0
115,23,96,5,760.5,0,0
115,24,92,31,787.4,0,0
115,25,84,29,788.9,0,0
116,1,68,0,726.1,0,0
116,2,76,0,739.0,0,0
116,3,84,0,214.7,0,0
116,4,80,0,438.9,0,0
116,5,64,0,692.2,0,0
116,6,60,5,822.2,0,0
116,7,68,0,726.1,0,0
116,8,88,0,468.9,0,0
116,9,88,0,468.9,0,0
116,10,92,0,702.4,0,0
116,11,80,0,438.9,0,0
116,12,88,0,468.9,0,0
116,13,92,0,702.4,0,0
116,14,64,0,725.3,0,0
116,15,64,0,725.3,0,0
116,16,76,0,739.0,0,0
116,17,68,0,726.1,0,0
116,18,92,0,702.4,0,0
116,19,60,5,822.2,0,0
116,20,68,0,726.1,0,0
116,21,88,0,468.9,0,0
116,22,88,0,468.9,0,0
116,23,68,0,726.1,0,0
116,24,60,5,822.2,0,0
116,25,80,0,438.9,0,0
117,1,92,0,387.6,0,0
117,2,40,0,379.8,0,0
117,3,92,0,684.6,0,0
117,4,104,0,497.5,0,0
117,5,92,0,616.4,0,0
117,6,68,0,596.5,0,0
117,7,112,0,664.9,0,0
117,8,72,0,349.6,0,0
117,9,60,0,235.1,0,0
117,10,68,0,563.7,0,0
117,11,40,0,617.4,0,0
117,12,112,0,510.5,0,0
117,13,92,0,616.4,0,0
117,14,104,0,482.1,0,0
117,15,68,0,596.5,0,0
117,16,40,0,617.4,0,0
117,17,92,0,387.6,0,0
117,18,56,0,464.7,0,0
117,19,92,0,387.6,0,0
117,20,92,0,527.9,0,0
117,21,104,0,497.5,0,0
117,22,104,0,482.1,0,0
117,23,72,0,349.6,0,0
117,24,88,0,480.0,0,0
117,25,40,0,379.8,0,0
118,1,100,23,775.2,0,0
118,2,100,23,775.2,0,0
118,3,100,3,789.7,0,0
118,4,76,47,849.6,0,0
118,5,96,41,777.0,0,0
118,6,100,23,775.2,0,0
118,7,76,47,849.6,0,0
118,8,96,41,777.0,0,0
118,9,92,31,787.4,0,0
118,10,100,23,775.2,0,0
118,11,76,3,782.1,0,0
118,12,104,45,834.9,0,0
118,13,104,45,834.9,0,0
118,14,84,29,788.9,0,0
118,15,100,3,789.7,0,0
118,16,96,5,760.5,0,0
118,17,84,45,837.0,0,0
118,18,104,12,785.0,0,0
118,19,84,29,788.9,0,0
118,20,68,10,757.2,0,0
