die_x,die_y,count,pred_mean,pred_max,pred_std,risk_count,risk_rate,ppm_mean,ppm_max,radial_dist
48,12,513,0.00061047,0.00088314,0.00016038,17,3.31,610.5,883.1,13.086
48,13,531,0.00063638,0.00091581,0.00023568,57,10.73,636.4,915.8,12.379
48,14,588,0.00058279,0.00089377,0.00021112,19,3.23,582.8,893.8,11.715
48,15,520,0.00061954,0.00088596,0.00022117,24,4.62,619.5,886.0,11.102
48,16,645,0.00060929,0.00089527,0.00023689,32,4.96,609.3,895.3,10.548
48,17,642,0.00059884,0.00089312,0.00024068,50,7.79,598.8,893.1,10.062
48,18,795,0.0006296,0.00089236,0.00022945,64,8.05,629.6,892.4,9.657
48,19,641,0.00064149,0.00089745,0.0002352,99,15.44,641.5,897.4,9.341
48,20,635,0.00062604,0.00090265,0.00024318,107,16.85,626.0,902.6,9.124
48,21,748,0.00064692,0.00090577,0.00023091,76,10.16,646.9,905.8,9.014
48,22,657,0.0006094,0.00089418,0.00024936,62,9.44,609.4,894.2,9.014
48,23,650,0.00064433,0.00090355,0.00022139,83,12.77,644.3,903.6,9.124
48,24,549,0.00061218,0.00090524,0.00024809,46,8.38,612.2,905.2,9.341
48,25,573,0.00065226,0.00089795,0.00021468,37,6.46,652.3,898.0,9.657
48,26,635,0.0006341,0.00089196,0.00021963,70,11.02,634.1,892.0,10.062
48,27,575,0.00066406,0.00088707,0.00020539,40,6.96,664.1,887.1,10.548
48,28,536,0.00061868,0.00088871,0.00021157,16,2.99,618.7,888.7,11.102
48,29,707,0.00065023,0.00088754,0.00021035,35,4.95,650.2,887.5,11.715
48,30,646,0.00061116,0.00089358,0.00021833,32,4.95,611.2,893.6,12.379
48,31,533,0.0005762,0.00092055,0.00020948,11,2.06,576.2,920.6,13.086
48,32,2,0.00066786,0.00080014,0.00018707,0,0.0,667.9,800.1,13.829
49,12,472,0.00062365,0.00090759,0.00017374,29,6.14,623.6,907.6,13.793
49,13,533,0.00063601,0.00090013,0.00021964,40,7.5,636.0,900.1,13.124
49,14,603,0.00059378,0.00089562,0.00022554,41,6.8,593.8,895.6,12.5
49,15,720,0.00060209,0.00089795,0.00023245,36,5.0,602.1,898.0,11.927
49,16,586,0.00064177,0.00090247,0.00022779,43,7.34,641.8,902.5,11.413
49,17,529,0.00066409,0.00089263,0.00021909,89,16.82,664.1,892.6,10.966
49,18,724,0.00058881,0.00088987,0.00026189,46,6.35,588.8,889.9,10.595
49,19,700,0.00062119,0.00089999,0.00024236,131,18.71,621.2,900.0,10.308
49,20,592,0.00055631,0.00090247,0.00026456,65,10.98,556.3,902.5,10.112
49,21,600,0.00058246,0.00089345,0.00024358,42,7.0,582.5,893.4,10.012
49,22,592,0.0006207,0.00090559,0.00023808,64,10.81,620.7,905.6,10.012
49,23,572,0.00062461,0.00090719,0.00022658,67,11.71,624.6,907.2,10.112
49,24,651,0.00062201,0.00089619,0.00022816,71,10.91,622.0,896.2,10.308
49,25,529,0.0006603,0.00089467,0.00020721,73,13.8,660.3,894.7,10.595
49,26,658,0.00065539,0.00091179,0.00022036,66,10.03,655.4,911.8,10.966
49,27,822,0.00062687,0.00088275,0.00022603,36,4.38,626.9,882.8,11.413
49,28,610,0.0006324,0.000892,0.00019958,53,8.69,632.4,892.0,11.927
49,29,777,0.00063807,0.00087951,0.00020036,17,2.19,638.1,879.5,12.5
49,30,717,0.0006252,0.0008608,0.0002137,19,2.65,625.2,860.8,13.124
49,31,636,0.00059251,0.00093766,0.00017081,29,4.56,592.5,937.7,13.793
50,12,476,0.00065624,0.00092447,0.00017104,30,6.3,656.2,924.5,14.534
50,13,637,0.00062888,0.00089536,0.0002243,43,6.75,628.9,895.4,13.901
50,14,465,0.00057811,0.00089368,0.00024277,32,6.88,578.1,893.7,13.314
50,15,565,0.00063704,0.00089983,0.0002178,36,6.37,637.0,899.8,12.777
50,16,579,0.0006113,0.00089328,0.00023085,22,3.8,611.3,893.3,12.298
50,17,607,0.00061088,0.00089267,0.00023087,30,4.94,610.9,892.7,11.885
50,18,681,0.00057843,0.00089099,0.00024507,24,3.52,578.4,891.0,11.543
50,19,587,0.00066695,0.00092089,0.0002147,59,10.05,667.0,920.9,11.281
50,20,601,0.00058706,0.00090031,0.00026695,85,14.14,587.1,900.3,11.102
50,21,718,0.00064552,0.00090946,0.00023204,53,7.38,645.5,909.5,11.011
50,22,622,0.00060068,0.00089677,0.00023958,39,6.27,600.7,896.8,11.011
50,23,609,0.0006218,0.00089681,0.00022926,65,10.67,621.8,896.8,11.102
50,24,685,0.00063638,0.00090425,0.00021571,38,5.55,636.4,904.2,11.281
50,25,701,0.00066229,0.00089231,0.00020125,43,6.13,662.3,892.3,11.543
50,26,711,0.00064334,0.00088926,0.00021632,62,8.72,643.3,889.3,11.885
50,27,610,0.00066889,0.00088583,0.00021502,30,4.92,668.9,885.8,12.298
50,28,634,0.00062805,0.00089695,0.00020942,23,3.63,628.0,897.0,12.777
50,29,781,0.00061759,0.0008859,0.0002198,42,5.38,617.6,885.9,13.314
50,30,581,0.00062247,0.00088478,0.00021897,18,3.1,622.5,884.8,13.901
50,31,622,0.00062664,0.00093147,0.0001874,13,2.09,626.6,931.5,14.534
51,12,322,0.00062613,0.00086203,0.00018892,29,9.01,626.1,862.0,15.305
51,13,709,0.00063369,0.00089587,0.00019965,21,2.96,633.7,895.9,14.705
51,14,639,0.00058221,0.00089467,0.00023072,48,7.51,582.2,894.7,14.151
51,15,827,0.00061921,0.000897,0.00021489,43,5.2,619.2,897.0,13.647
51,16,501,0.0006341,0.0008894,0.00022212,16,3.19,634.1,889.4,13.2
51,17,460,0.00062659,0.00089473,0.00024396,90,19.57,626.6,894.7,12.816
51,18,671,0.00060706,0.00089985,0.00024942,55,8.2,607.1,899.8,12.5
51,19,718,0.00066805,0.00090586,0.0002139,95,13.23,668.0,905.9,12.258
51,20,533,0.00057449,0.0009093,0.00025468,45,8.44,574.5,909.3,12.093
51,21,569,0.00063362,0.00090847,0.00023846,49,8.61,633.6,908.5,12.01
51,22,635,0.00060316,0.00090367,0.00023199,60,9.45,603.2,903.7,12.01
51,23,496,0.00063764,0.00089548,0.00021668,62,12.5,637.6,895.5,12.093
51,24,584,0.00064127,0.00090949,0.00020713,61,10.45,641.3,909.5,12.258
51,25,613,0.00065731,0.00089522,0.00021284,53,8.65,657.3,895.2,12.5
51,26,630,0.00061622,0.00088903,0.00023785,44,6.98,616.2,889.0,12.816
51,27,820,0.00066428,0.00087851,0.00020132,77,9.39,664.3,878.5,13.2
51,28,680,0.00064491,0.00088217,0.00019234,48,7.06,644.9,882.2,13.647
51,29,787,0.00061701,0.00087739,0.0002233,17,2.16,617.0,877.4,14.151
51,30,666,0.00063476,0.00089742,0.00020619,21,3.15,634.8,897.4,14.705
51,31,476,0.00062688,0.00093299,0.00019428,25,5.25,626.9,933.0,15.305
52,12,169,0.00062169,0.00085949,0.00021538,10,5.92,621.7,859.5,16.101
52,13,645,0.00063199,0.00089487,0.0002221,28,4.34,632.0,894.9,15.532
52,14,550,0.00056919,0.00089843,0.00024016,18,3.27,569.2,898.4,15.008
52,15,703,0.00063165,0.00089574,0.00020764,36,5.12,631.6,895.7,14.534
52,16,663,0.00059219,0.00089572,0.00022878,27,4.07,592.2,895.7,14.116
52,17,643,0.00059934,0.00088418,0.00024443,61,9.49,599.3,884.2,13.757
52,18,695,0.00062714,0.00089014,0.00022755,54,7.77,627.1,890.1,13.463
52,19,617,0.00066222,0.00089825,0.00022047,51,8.27,662.2,898.2,13.238
52,20,504,0.00062496,0.00092554,0.00025288,73,14.48,625.0,925.5,13.086
52,21,689,0.00062888,0.00090952,0.00022752,48,6.97,628.9,909.5,13.01
52,22,663,0.0006406,0.00090571,0.00022211,53,7.99,640.6,905.7,13.01
52,23,622,0.00064414,0.00090288,0.00020865,70,11.25,644.1,902.9,13.086
52,24,751,0.00065643,0.00088497,0.00020554,69,9.19,656.4,885.0,13.238
52,25,692,0.00063552,0.00089326,0.00022016,91,13.15,635.5,893.3,13.463
52,26,693,0.00063608,0.00090455,0.00022586,72,10.39,636.1,904.6,13.757
52,27,592,0.00068639,0.00089159,0.00020987,95,16.05,686.4,891.6,14.116
52,28,558,0.00062236,0.00088547,0.00021281,33,5.91,622.4,885.5,14.534
52,29,671,0.0006063,0.00089906,0.00022444,17,2.53,606.3,899.1,15.008
52,30,631,0.0005839,0.00088116,0.00023727,5,0.79,583.9,881.2,15.532
52,31,283,0.00063833,0.000943,0.00020852,7,2.47,638.3,943.0,16.101
53,12,12,0.0005106,0.00075146,8.8e-05,0,0.0,510.6,751.5,16.919
53,13,572,0.00060292,0.00092397,0.00019631,16,2.8,602.9,924.0,16.378
53,14,773,0.00061445,0.00089291,0.00023302,52,6.73,614.4,892.9,15.882
53,15,798,0.00063278,0.00090993,0.00022745,50,6.27,632.8,909.9,15.435
53,16,565,0.0006184,0.0009059,0.00024237,69,12.21,618.4,905.9,15.042
53,17,563,0.00061785,0.00089178,0.00023186,63,11.19,617.8,891.8,14.705
53,18,684,0.00064905,0.0008912,0.0002271,58,8.48,649.0,891.2,14.431
53,19,615,0.00067063,0.00089321,0.00021436,102,16.59,670.6,893.2,14.221
53,20,531,0.00062553,0.00090309,0.00022068,55,10.36,625.5,903.1,14.08
53,21,624,0.00060655,0.0009096,0.0002483,67,10.74,606.6,909.6,14.009
53,22,673,0.00063764,0.00089482,0.00024172,93,13.82,637.6,894.8,14.009
53,23,608,0.00066699,0.0009017,0.00019154,71,11.68,667.0,901.7,14.08
53,24,600,0.00065902,0.00089313,0.00020103,59,9.83,659.0,893.1,14.221
53,25,706,0.00068046,0.00088866,0.00020569,72,10.2,680.5,888.7,14.431
53,26,589,0.00058998,0.00088646,0.00024895,59,10.02,590.0,886.5,14.705
53,27,710,0.00068105,0.00088688,0.00019079,38,5.35,681.0,886.9,15.042
53,28,625,0.00063384,0.00088061,0.00020888,64,10.24,633.8,880.6,15.435
53,29,526,0.00058793,0.00088776,0.00024269,14,2.66,587.9,887.8,15.882
53,30,647,0.00061145,0.00093023,0.00017962,17,2.63,611.4,930.2,16.378
53,31,116,0.00071834,0.00085588,0.00010746,1,0.86,718.3,855.9,16.919
54,13,589,0.00062328,0.00092384,0.00019156,31,5.26,623.3,923.8,17.241
54,14,686,0.00061374,0.00089809,0.00023344,37,5.39,613.7,898.1,16.771
54,15,655,0.00061284,0.00089304,0.00022095,31,4.73,612.8,893.0,16.348
54,16,669,0.00059621,0.00090329,0.00024488,45,6.73,596.2,903.3,15.977
54,17,699,0.00059516,0.0009035,0.00022574,70,10.01,595.2,903.5,15.66
54,18,684,0.00062984,0.00091048,0.00023678,60,8.77,629.8,910.5,15.403
54,19,564,0.00065525,0.00089562,0.00023672,59,10.46,655.2,895.6,15.207
54,20,518,0.00062771,0.00089905,0.00023143,61,11.78,627.7,899.0,15.075
54,21,763,0.00059677,0.00090559,0.00023548,41,5.37,596.8,905.6,15.008
54,22,514,0.0006836,0.00090297,0.00020083,54,10.51,683.6,903.0,15.008
54,23,616,0.00065341,0.00090753,0.00021567,51,8.28,653.4,907.5,15.075
54,24,632,0.00063131,0.00088831,0.00023128,70,11.08,631.3,888.3,15.207
54,25,822,0.00066515,0.00088762,0.00020679,81,9.85,665.2,887.6,15.403
54,26,690,0.00062864,0.00090224,0.00023242,88,12.75,628.6,902.2,15.66
54,27,731,0.00067305,0.00088513,0.00021237,37,5.06,673.1,885.1,15.977
54,28,658,0.00063918,0.00087355,0.00021174,59,8.97,639.2,873.6,16.348
54,29,563,0.00060287,0.00089166,0.00022964,35,6.22,602.9,891.7,16.771
54,30,584,0.0005933,0.00092431,0.00018216,19,3.25,593.3,924.3,17.241
55,13,429,0.00058797,0.00089597,0.00019468,11,2.56,588.0,896.0,18.118
55,14,785,0.00063218,0.00089174,0.00022676,30,3.82,632.2,891.7,17.671
55,15,707,0.00060978,0.00089376,0.00023686,80,11.32,609.8,893.8,17.27
55,16,595,0.0006434,0.00091973,0.00023446,65,10.92,643.4,919.7,16.919
55,17,608,0.00060119,0.00090305,0.00024896,90,14.8,601.2,903.0,16.621
55,18,631,0.00061478,0.00088858,0.00023516,53,8.4,614.8,888.6,16.378
55,19,500,0.00069157,0.00091894,0.00021629,74,14.8,691.6,918.9,16.194
55,20,545,0.00061183,0.00090069,0.00024789,26,4.77,611.8,900.7,16.07
55,21,699,0.00062595,0.00090167,0.00023877,65,9.3,626.0,901.7,16.008
55,22,583,0.00059559,0.00088743,0.00025355,64,10.98,595.6,887.4,16.008
55,23,677,0.00066767,0.00091435,0.00019255,46,6.79,667.7,914.4,16.07
55,24,585,0.00063475,0.00088863,0.0002401,91,15.56,634.8,888.6,16.194
55,25,662,0.00066381,0.00088757,0.00021247,111,16.77,663.8,887.6,16.378
55,26,564,0.00059429,0.00089902,0.00024487,41,7.27,594.3,899.0,16.621
55,27,670,0.00066893,0.00088849,0.00019734,34,5.07,668.9,888.5,16.919
55,28,650,0.00057611,0.00087961,0.00022889,13,2.0,576.1,879.6,17.27
55,29,549,0.00056528,0.00089291,0.0002372,18,3.28,565.3,892.9,17.671
55,30,424,0.00062932,0.00092848,0.00016404,21,4.95,629.3,928.5,18.118
56,13,150,0.00063611,0.00089002,0.00016527,9,6.0,636.1,890.0,19.007
56,14,700,0.00061427,0.0008765,0.00020978,25,3.57,614.3,876.5,18.581
56,15,489,0.000585,0.00089908,0.0002317,20,4.09,585.0,899.1,18.2
56,16,612,0.00062515,0.00090318,0.00023156,44,7.19,625.2,903.2,17.868
56,17,597,0.00062057,0.00088802,0.00022017,50,8.38,620.6,888.0,17.586
56,18,620,0.00064551,0.00090786,0.00023015,28,4.52,645.5,907.9,17.357
56,19,518,0.00065537,0.00089598,0.00023341,81,15.64,655.4,896.0,17.183
56,20,533,0.00062301,0.00090246,0.00024366,45,8.44,623.0,902.5,17.066
56,21,662,0.00059822,0.00089918,0.00024924,58,8.76,598.2,899.2,17.007
56,22,548,0.000655,0.00089988,0.00022357,71,12.96,655.0,899.9,17.007
56,23,584,0.0006781,0.00088005,0.00021407,117,20.03,678.1,880.0,17.066
56,24,613,0.00064419,0.00088195,0.00023281,100,16.31,644.2,882.0,17.183
56,25,730,0.00066383,0.00088795,0.00019954,78,10.68,663.8,888.0,17.357
56,26,599,0.00062259,0.0009015,0.00024437,59,9.85,622.6,901.5,17.586
56,27,666,0.00066856,0.00088792,0.0002061,30,4.5,668.6,887.9,17.868
56,28,671,0.00062278,0.00089073,0.00023878,30,4.47,622.8,890.7,18.2
56,29,579,0.00063487,0.0008903,0.00019423,33,5.7,634.9,890.3,18.581
56,30,191,0.00063698,0.00089885,0.00019454,8,4.19,637.0,898.8,19.007
57,14,533,0.00060987,0.0009176,0.00019235,31,5.82,609.9,917.6,19.5
57,15,644,0.00069359,0.00090096,0.00017146,48,7.45,693.6,901.0,19.138
57,16,652,0.00065918,0.00090075,0.00021173,45,6.9,659.2,900.8,18.822
57,17,589,0.00060436,0.00090659,0.00025923,114,19.35,604.4,906.6,18.554
57,18,624,0.00061156,0.0009075,0.00024916,45,7.21,611.6,907.5,18.337
57,19,485,0.00067098,0.00089739,0.00025391,124,25.57,671.0,897.4,18.173
57,20,615,0.00062084,0.00090836,0.0002344,66,10.73,620.8,908.4,18.062
57,21,602,0.00066025,0.00089676,0.00021623,56,9.3,660.2,896.8,18.007
57,22,544,0.00056831,0.00090139,0.00024799,42,7.72,568.3,901.4,18.007
57,23,561,0.00071652,0.00091067,0.00018531,89,15.86,716.5,910.7,18.062
57,24,602,0.00063078,0.00088571,0.00023576,104,17.28,630.8,885.7,18.173
57,25,603,0.00060611,0.00089312,0.00024309,60,9.95,606.1,893.1,18.337
57,26,650,0.00059379,0.00089247,0.00024681,44,6.77,593.8,892.5,18.554
57,27,570,0.00065454,0.00089243,0.00021456,50,8.77,654.5,892.4,18.822
57,28,689,0.0006224,0.00087925,0.00021298,8,1.16,622.4,879.2,19.138
57,29,531,0.00064624,0.00092155,0.0001626,30,5.65,646.2,921.6,19.5
58,14,492,0.00061138,0.00089414,0.00017707,20,4.07,611.4,894.1,20.427
58,15,461,0.00062713,0.00089665,0.00021667,4,0.87,627.1,896.6,20.081
58,16,586,0.00062947,0.00091353,0.00020931,35,5.97,629.5,913.5,19.78
58,17,584,0.00063622,0.00089572,0.00021961,58,9.93,636.2,895.7,19.526
58,18,614,0.00062118,0.00089524,0.00023487,64,10.42,621.2,895.2,19.32
58,19,507,0.00068247,0.00090238,0.00022574,92,18.15,682.5,902.4,19.164
58,20,608,0.00062317,0.00090114,0.00022479,34,5.59,623.2,901.1,19.059
58,21,546,0.00060005,0.00090168,0.00025043,50,9.16,600.0,901.7,19.007
58,22,596,0.00064482,0.00089264,0.00021004,37,6.21,644.8,892.6,19.007
58,23,611,0.00069202,0.0008918,0.00018793,60,9.82,692.0,891.8,19.059
58,24,654,0.00067104,0.00088078,0.00020148,102,15.6,671.0,880.8,19.164
58,25,694,0.0006044,0.00089522,0.000215,50,7.2,604.4,895.2,19.32
58,26,607,0.00061318,0.00089425,0.00023805,36,5.93,613.2,894.2,19.526
58,27,581,0.0006844,0.00089867,0.00020417,32,5.51,684.4,898.7,19.78
58,28,589,0.00062229,0.00088421,0.00024281,41,6.96,622.3,884.2,20.081
58,29,427,0.0006206,0.00093141,0.00017927,15,3.51,620.6,931.4,20.427
59,14,11,0.00063865,0.00085319,0.00016811,1,9.09,638.7,853.2,21.36
59,15,721,0.00060649,0.00091728,0.00017252,41,5.69,606.5,917.3,21.03
59,16,637,0.00066661,0.00089638,0.00020484,32,5.02,666.6,896.4,20.742
59,17,555,0.00060819,0.00090697,0.00025783,72,12.97,608.2,907.0,20.5
59,18,701,0.00061155,0.00090647,0.00023419,46,6.56,611.6,906.5,20.304
59,19,521,0.00064336,0.00089781,0.00024291,78,14.97,643.4,897.8,20.156
59,20,698,0.00063379,0.0009033,0.00021173,49,7.02,633.8,903.3,20.056
59,21,528,0.00065276,0.00089017,0.00021592,55,10.42,652.8,890.2,20.006
59,22,634,0.00059469,0.00090139,0.00024999,43,6.78,594.7,901.4,20.006
59,23,630,0.00074293,0.00088695,0.0001475,49,7.78,742.9,887.0,20.056
59,24,585,0.00061454,0.00089045,0.00024301,52,8.89,614.5,890.4,20.156
59,25,558,0.00057747,0.00090219,0.00026239,42,7.53,577.5,902.2,20.304
59,26,581,0.00059998,0.00090268,0.00024082,53,9.12,600.0,902.7,20.5
59,27,505,0.00063109,0.00089093,0.00021595,21,4.16,631.1,890.9,20.742
59,28,598,0.0006023,0.00088408,0.00018253,23,3.85,602.3,884.1,21.03
59,29,118,0.00063431,0.00088506,0.00014331,1,0.85,634.3,885.1,21.36
60,15,708,0.00058428,0.0009355,0.00015653,19,2.68,584.3,935.5,21.983
60,16,507,0.00065291,0.00089257,0.00019354,13,2.56,652.9,892.6,21.708
60,17,567,0.00062693,0.00087411,0.0002342,53,9.35,626.9,874.1,21.477
60,18,613,0.0006222,0.00089762,0.00022806,70,11.42,622.2,897.6,21.29
60,19,521,0.00064347,0.00089554,0.0002404,79,15.16,643.5,895.5,21.148
60,20,702,0.00064857,0.00090203,0.00020311,62,8.83,648.6,902.0,21.054
60,21,541,0.00063538,0.00091619,0.00023541,53,9.8,635.4,916.2,21.006
60,22,567,0.00063676,0.00089507,0.00023365,71,12.52,636.8,895.1,21.006
60,23,447,0.00067962,0.00089002,0.0001885,29,6.49,679.6,890.0,21.054
60,24,545,0.00062384,0.00088209,0.00022905,68,12.48,623.8,882.1,21.148
60,25,593,0.0006249,0.00089749,0.00021354,34,5.73,624.9,897.5,21.29
60,26,616,0.00063999,0.00089049,0.00020355,24,3.9,640.0,890.5,21.477
60,27,525,0.00063064,0.00089793,0.00022738,35,6.67,630.6,897.9,21.708
60,28,468,0.00063104,0.00092067,0.00017379,14,2.99,631.0,920.7,21.983
61,15,113,0.00060556,0.00087941,0.00015119,2,1.77,605.6,879.4,22.94
61,16,664,0.00068148,0.00088889,0.00015082,26,3.92,681.5,888.9,22.677
61,17,522,0.00061958,0.00088627,0.00021244,46,8.81,619.6,886.3,22.456
61,18,635,0.0006255,0.00091104,0.00022766,69,10.87,625.5,911.0,22.277
61,19,517,0.00061838,0.0008887,0.00024119,42,8.12,618.4,888.7,22.142
61,20,624,0.00065111,0.00090533,0.00020865,18,2.88,651.1,905.3,22.051
61,21,568,0.00058315,0.0008833,0.000241,39,6.87,583.2,883.3,22.006
61,22,543,0.00064255,0.00089822,0.00023402,71,13.08,642.6,898.2,22.006
61,23,546,0.00074354,0.00088662,0.00013822,71,13.0,743.5,886.6,22.051
61,24,630,0.00060716,0.00088234,0.00024049,60,9.52,607.2,882.3,22.142
61,25,539,0.00060368,0.00089027,0.00024312,36,6.68,603.7,890.3,22.277
61,26,382,0.00064693,0.00088837,0.00020147,17,4.45,646.9,888.4,22.456
61,27,502,0.00063258,0.00089227,0.00020442,9,1.79,632.6,892.3,22.677
61,28,141,0.00061424,0.00088377,0.00018984,11,7.8,614.2,883.8,22.94
62,16,307,0.00061436,0.00090214,0.00015222,15,4.89,614.4,902.1,23.648
62,17,509,0.00061693,0.00087731,0.00022275,39,7.66,616.9,877.3,23.436
62,18,461,0.00066804,0.00089409,0.00019396,25,5.42,668.0,894.1,23.265
62,19,367,0.00062268,0.00088996,0.00022567,19,5.18,622.7,890.0,23.135
62,20,516,0.00069449,0.00090166,0.00016955,46,8.91,694.5,901.7,23.049
62,21,415,0.00058334,0.00090029,0.00025514,28,6.75,583.3,900.3,23.005
62,22,429,0.00061845,0.00088197,0.00022274,59,13.75,618.4,882.0,23.005
62,23,297,0.00069191,0.000881,0.00018401,36,12.12,691.9,881.0,23.049
62,24,481,0.00064535,0.00086291,0.00019771,34,7.07,645.4,862.9,23.135
62,25,490,0.00063794,0.00089975,0.00021334,28,5.71,637.9,899.8,23.265
62,26,406,0.000604,0.00086182,0.00021482,16,3.94,604.0,861.8,23.436
62,27,418,0.00061019,0.00090012,0.00015496,10,2.39,610.2,900.1,23.648
63,17,440,0.00060143,0.00092764,0.00016422,21,4.77,601.4,927.6,24.418
63,18,548,0.00061925,0.00089349,0.00022961,29,5.29,619.2,893.5,24.254
63,19,340,0.00060655,0.00089449,0.00024941,27,7.94,606.6,894.5,24.13
63,20,433,0.00068479,0.00090168,0.00018978,45,10.39,684.8,901.7,24.047
63,21,333,0.00059977,0.0008879,0.00023163,9,2.7,599.8,887.9,24.005
63,22,459,0.00063479,0.00087334,0.00020826,18,3.92,634.8,873.3,24.005
63,23,306,0.00071853,0.0008818,0.00015726,10,3.27,718.5,881.8,24.047
63,24,527,0.0006233,0.0008841,0.00021469,22,4.17,623.3,884.1,24.13
63,25,458,0.00061738,0.00089272,0.00023297,27,5.9,617.4,892.7,24.254
63,26,491,0.00060523,0.0008786,0.00017848,15,3.05,605.2,878.6,24.418
63,27,3,0.00064884,0.00079765,0.00024467,0,0.0,648.8,797.6,24.622
64,17,39,0.00046832,0.00089063,0.00018585,1,2.56,468.3,890.6,25.402
64,18,427,0.00066396,0.00088918,0.00017281,6,1.41,664.0,889.2,25.244
64,19,249,0.00065945,0.00088532,0.00019808,9,3.61,659.4,885.3,25.125
64,20,309,0.00072356,0.00087345,0.00013845,11,3.56,723.6,873.4,25.045
64,21,184,0.00048485,0.00089394,0.00025926,9,4.89,484.8,893.9,25.005
64,22,323,0.00064515,0.0008983,0.00020343,15,4.64,645.2,898.3,25.005
64,23,187,0.00066964,0.00087586,0.00018736,3,1.6,669.6,875.9,25.045
64,24,248,0.00064212,0.00087449,0.00017743,3,1.21,642.1,874.5,25.125
64,25,293,0.00064091,0.00088871,0.00017919,8,2.73,640.9,888.7,25.244
64,26,126,0.00063241,0.00089451,0.00017936,3,2.38,632.4,894.5,25.402
65,18,16,0.00051675,0.00085374,0.00013226,1,6.25,516.8,853.7,26.235
65,19,183,0.0006225,0.00088486,0.00018377,3,1.64,622.5,884.9,26.12
65,20,273,0.00063205,0.00088908,0.00019585,9,3.3,632.0,889.1,26.043
65,21,157,0.0005189,0.00088511,0.00019074,2,1.27,518.9,885.1,26.005
65,22,191,0.00062473,0.0008545,0.00020526,2,1.05,624.7,854.5,26.005
65,23,200,0.00067441,0.00088028,0.00017318,9,4.5,674.4,880.3,26.043
65,24,180,0.00062376,0.000875,0.00022216,12,6.67,623.8,875.0,26.12
65,25,47,0.00069438,0.00086332,0.0001525,1,2.13,694.4,863.3,26.235
66,20,13,0.00057945,0.00087159,0.00022398,1,7.69,579.4,871.6,27.042
66,21,19,0.00065781,0.0008561,0.00016688,1,5.26,657.8,856.1,27.005
66,22,46,0.00075349,0.00089789,0.00012145,12,26.09,753.5,897.9,27.005
66,23,83,0.00064215,0.00089011,9.329e-05,2,2.41,642.2,890.1,27.042
