die_x,die_y,count,pred_mean,pred_max,pred_std,risk_count,risk_rate,ppm_mean,ppm_max,radial_dist
32,32,123,0.0007121,0.00088208,0.00015696,10,8.13,712.1,882.1,12.619
33,11,163,0.00059319,0.00088838,0.00016375,5,3.07,593.2,888.4,12.093
33,12,598,0.00064369,0.00089259,0.00020421,30,5.02,643.7,892.6,11.236
33,13,612,0.00061096,0.00089632,0.0002345,65,10.62,611.0,896.3,10.404
33,14,621,0.00064745,0.00088951,0.00020777,83,13.37,647.4,889.5,9.605
33,15,441,0.000624,0.00090045,0.00026195,75,17.01,624.0,900.4,8.846
33,16,702,0.00061118,0.00090892,0.00024951,94,13.39,611.2,908.9,8.139
33,17,715,0.00062767,0.00090495,0.0002412,88,12.31,627.7,905.0,7.5
33,18,612,0.00061304,0.00091337,0.00023682,84,13.73,613.0,913.4,6.946
33,19,508,0.00065329,0.00091363,0.00023922,106,20.87,653.3,913.6,6.5
33,20,569,0.00067048,0.00090067,0.00023938,87,15.29,670.5,900.7,6.185
33,21,550,0.00065666,0.00093167,0.0002133,60,10.91,656.7,931.7,6.021
33,22,611,0.00060449,0.00090902,0.00026306,89,14.57,604.5,909.0,6.021
33,23,500,0.00055553,0.00092031,0.00027444,42,8.4,555.5,920.3,6.185
33,24,465,0.0006381,0.00091479,0.00023917,86,18.49,638.1,914.8,6.5
33,25,583,0.00063401,0.00090159,0.00023888,85,14.58,634.0,901.6,6.946
33,26,712,0.00063034,0.00089865,0.0002607,122,17.13,630.3,898.6,7.5
33,27,635,0.00065031,0.00089074,0.00023715,135,21.26,650.3,890.7,8.139
33,28,699,0.00065924,0.00089963,0.00019208,50,7.15,659.2,899.6,8.846
33,29,666,0.00065133,0.00088864,0.00019609,54,8.11,651.3,888.6,9.605
33,30,772,0.00059877,0.00089522,0.00022875,71,9.2,598.8,895.2,10.404
33,31,539,0.000601,0.00089266,0.00022024,40,7.42,601.0,892.7,11.236
33,32,170,0.00064267,0.00092191,0.00017584,21,12.35,642.7,921.9,12.093
34,11,171,0.00066532,0.00089867,0.00015396,7,4.09,665.3,898.7,11.63
34,12,676,0.00065171,0.00089926,0.00018958,64,9.47,651.7,899.3,10.735
34,13,618,0.0006567,0.0008962,0.00020684,77,12.46,656.7,896.2,9.862
34,14,547,0.00064298,0.00090722,0.00023395,50,9.14,643.0,907.2,9.014
34,15,627,0.00063757,0.0008976,0.00025049,55,8.77,637.6,897.6,8.201
34,16,612,0.00063666,0.00090697,0.0002266,56,9.15,636.7,907.0,7.433
34,17,792,0.00062523,0.00090788,0.00024346,120,15.15,625.2,907.9,6.727
34,18,623,0.0006253,0.0009103,0.00022715,80,12.84,625.3,910.3,6.103
34,19,571,0.00064078,0.00092618,0.00022921,90,15.76,640.8,926.2,5.59
34,20,597,0.00065596,0.00091261,0.00022239,106,17.76,656.0,912.6,5.22
34,21,574,0.00064498,0.00089701,0.00022275,59,10.28,645.0,897.0,5.025
34,22,630,0.00066245,0.00092799,0.00023618,102,16.19,662.4,928.0,5.025
34,23,416,0.0006079,0.00090033,0.00024737,27,6.49,607.9,900.3,5.22
34,24,557,0.00063653,0.00090947,0.0002445,77,13.82,636.5,909.5,5.59
34,25,522,0.00059729,0.00090086,0.00027208,72,13.79,597.3,900.9,6.103
34,26,798,0.00060918,0.00091312,0.00026669,115,14.41,609.2,913.1,6.727
34,27,635,0.00064075,0.00089607,0.00026034,163,25.67,640.8,896.1,7.433
34,28,735,0.00061246,0.00089425,0.00023754,89,12.11,612.5,894.2,8.201
34,29,692,0.00064713,0.00088348,0.00021464,40,5.78,647.1,883.5,9.014
34,30,615,0.00059873,0.0008961,0.00024857,66,10.73,598.7,896.1,9.862
34,31,701,0.00064716,0.00090209,0.00020547,56,7.99,647.2,902.1,10.735
34,32,259,0.00064242,0.00090497,0.00016977,19,7.34,642.4,905.0,11.63
35,11,428,0.00061377,0.00090076,0.00017417,39,9.11,613.8,900.8,11.236
35,12,691,0.00062289,0.00090404,0.00020723,46,6.66,622.9,904.0,10.308
35,13,670,0.0005961,0.00090645,0.00025542,64,9.55,596.1,906.4,9.394
35,14,534,0.00062161,0.00089709,0.00022862,57,10.67,621.6,897.1,8.5
35,15,516,0.00062203,0.00089546,0.00025562,76,14.73,622.0,895.5,7.632
35,16,683,0.00060459,0.00090161,0.0002459,64,9.37,604.6,901.6,6.801
35,17,730,0.00058619,0.00091251,0.00025195,74,10.14,586.2,912.5,6.021
35,18,541,0.00059626,0.00090396,0.00025135,84,15.53,596.3,904.0,5.315
35,19,504,0.00063704,0.00090037,0.00024095,106,21.03,637.0,900.4,4.717
35,20,513,0.00065535,0.00090208,0.00023451,95,18.52,655.3,902.1,4.272
35,21,438,0.00061114,0.00091006,0.00024205,43,9.82,611.1,910.1,4.031
35,22,694,0.00058674,0.00090208,0.00026495,45,6.48,586.7,902.1,4.031
35,23,521,0.00055321,0.00091143,0.00028075,60,11.52,553.2,911.4,4.272
35,24,481,0.00064165,0.00090582,0.0002455,109,22.66,641.6,905.8,4.717
35,25,643,0.0006245,0.00090149,0.00024699,116,18.04,624.5,901.5,5.315
35,26,723,0.00065241,0.00090445,0.00024762,99,13.69,652.4,904.4,6.021
35,27,635,0.00064319,0.00090153,0.00024404,117,18.43,643.2,901.5,6.801
35,28,631,0.00061565,0.00089352,0.00024082,52,8.24,615.6,893.5,7.632
35,29,622,0.00062945,0.0008834,0.00020621,37,5.95,629.4,883.4,8.5
35,30,735,0.00058828,0.00089451,0.00023676,54,7.35,588.3,894.5,9.394
35,31,566,0.00063654,0.00089461,0.00021394,21,3.71,636.5,894.6,10.308
35,32,365,0.00064264,0.00091857,0.00017979,24,6.58,642.6,918.6,11.236
36,11,380,0.00062427,0.00090553,0.00016371,16,4.21,624.3,905.5,10.92
36,12,757,0.00061407,0.00089634,0.00021249,55,7.27,614.1,896.3,9.962
36,13,549,0.00064216,0.00089639,0.00022088,40,7.29,642.2,896.4,9.014
36,14,527,0.00058209,0.00090913,0.00024636,30,5.69,582.1,909.1,8.078
36,15,629,0.00062289,0.00088908,0.00025004,67,10.65,622.9,889.1,7.159
36,16,485,0.00064636,0.00090723,0.00023787,70,14.43,646.4,907.2,6.265
36,17,796,0.00060121,0.00090913,0.00024237,83,10.43,601.2,909.1,5.408
36,18,479,0.00063027,0.0009069,0.00021804,51,10.65,630.3,906.9,4.61
36,19,458,0.00064376,0.00089774,0.00022433,60,13.1,643.8,897.7,3.905
36,20,562,0.00065871,0.00089722,0.00021601,102,18.15,658.7,897.2,3.354
36,21,494,0.00064429,0.00090127,0.0002263,53,10.73,644.3,901.3,3.041
36,22,603,0.00064632,0.00089579,0.00023424,74,12.27,646.3,895.8,3.041
36,23,471,0.00057188,0.00088914,0.00027126,22,4.67,571.9,889.1,3.354
36,24,597,0.00063367,0.00090201,0.00022761,63,10.55,633.7,902.0,3.905
36,25,570,0.00061515,0.00089701,0.00025504,111,19.47,615.2,897.0,4.61
36,26,583,0.00064211,0.00090182,0.00026361,104,17.84,642.1,901.8,5.408
36,27,676,0.00061186,0.00089753,0.00025859,118,17.46,611.9,897.5,6.265
36,28,637,0.00061601,0.00089394,0.00022249,40,6.28,616.0,893.9,7.159
36,29,636,0.00063184,0.00090744,0.00020946,19,2.99,631.8,907.4,8.078
36,30,666,0.00062902,0.00089136,0.00023087,41,6.16,629.0,891.4,9.014
36,31,671,0.00066227,0.00089128,0.00019243,41,6.11,662.3,891.3,9.962
36,32,331,0.00060017,0.00085494,0.0001731,1,0.3,600.2,854.9,10.92
37,11,466,0.00061845,0.00090398,0.00016236,30,6.44,618.4,904.0,10.689
37,12,687,0.00063362,0.00089634,0.00021071,38,5.53,633.6,896.3,9.708
37,13,616,0.0006327,0.00089569,0.00023438,62,10.06,632.7,895.7,8.732
37,14,561,0.00057071,0.00090147,0.00024893,59,10.52,570.7,901.5,7.762
37,15,703,0.0006167,0.0009064,0.00024397,96,13.66,616.7,906.4,6.801
37,16,717,0.00062881,0.00089993,0.00024045,94,13.11,628.8,899.9,5.852
37,17,606,0.00061099,0.00090967,0.00023361,93,15.35,611.0,909.7,4.924
37,18,570,0.00059436,0.00090021,0.00025289,91,15.96,594.4,900.2,4.031
37,19,506,0.0006257,0.00089899,0.0002336,81,16.01,625.7,899.0,3.202
37,20,525,0.00065016,0.00088802,0.00023007,93,17.71,650.2,888.0,2.5
37,21,421,0.00061882,0.00090665,0.00021763,39,9.26,618.8,906.6,2.062
37,22,736,0.00060509,0.00089561,0.00024153,66,8.97,605.1,895.6,2.062
37,23,457,0.00055014,0.00090522,0.00027673,33,7.22,550.1,905.2,2.5
37,24,595,0.00059123,0.00091181,0.00026031,78,13.11,591.2,911.8,3.202
37,25,685,0.00067845,0.00090235,0.00021411,102,14.89,678.4,902.4,4.031
37,26,579,0.00064435,0.00090066,0.00024066,59,10.19,644.4,900.7,4.924
37,27,604,0.00060144,0.00090035,0.00025847,99,16.39,601.4,900.4,5.852
37,28,671,0.00060461,0.00089119,0.00023798,30,4.47,604.6,891.2,6.801
37,29,574,0.0005926,0.00088956,0.00022538,41,7.14,592.6,889.6,7.762
37,30,761,0.00059734,0.00089691,0.00022535,29,3.81,597.3,896.9,8.732
37,31,578,0.00063995,0.00088826,0.00019935,29,5.02,640.0,888.3,9.708
37,32,474,0.00060578,0.00092949,0.00020174,19,4.01,605.8,929.5,10.689
38,11,442,0.00062587,0.00090115,0.00018342,18,4.07,625.9,901.2,10.548
38,12,690,0.00060396,0.00088416,0.00019627,23,3.33,604.0,884.2,9.552
38,13,611,0.00064571,0.00090064,0.00021629,56,9.17,645.7,900.6,8.559
38,14,662,0.00061797,0.00090488,0.00020888,61,9.21,618.0,904.9,7.566
38,15,537,0.00063137,0.00089666,0.00026329,66,12.29,631.4,896.7,6.576
38,16,601,0.00064076,0.00090967,0.00022646,94,15.64,640.8,909.7,5.59
38,17,688,0.00060425,0.00090269,0.00024622,60,8.72,604.2,902.7,4.61
38,18,498,0.00061438,0.00090249,0.00023386,54,10.84,614.4,902.5,3.64
38,19,443,0.00066541,0.00090302,0.00022599,49,11.06,665.4,903.0,2.693
38,20,468,0.00062423,0.00089058,0.00025002,52,11.11,624.2,890.6,1.803
38,21,462,0.00063123,0.00089844,0.00023831,57,12.34,631.2,898.4,1.118
38,22,514,0.00066306,0.00091501,0.00022068,61,11.87,663.1,915.0,1.118
38,23,534,0.00059285,0.00088342,0.00025578,28,5.24,592.8,883.4,1.803
38,24,543,0.00062947,0.00090433,0.00022738,38,7.0,629.5,904.3,2.693
38,25,584,0.00065757,0.00089187,0.00023284,107,18.32,657.6,891.9,3.64
38,26,507,0.00063655,0.00089723,0.00025908,68,13.41,636.6,897.2,4.61
38,27,625,0.00063663,0.00088881,0.00025179,78,12.48,636.6,888.8,5.59
38,28,611,0.0006972,0.00089789,0.00018061,86,14.08,697.2,897.9,6.576
38,29,624,0.00062409,0.00089677,0.0002117,42,6.73,624.1,896.8,7.566
38,30,684,0.00063956,0.0008899,0.00023004,30,4.39,639.6,889.9,8.559
38,31,560,0.00064567,0.00088975,0.0002059,30,5.36,645.7,889.8,9.552
38,32,533,0.0006382,0.00088198,0.00016806,9,1.69,638.2,882.0,10.548
39,11,379,0.00064352,0.00088442,0.00017037,14,3.69,643.5,884.4,10.5
39,12,640,0.00063745,0.00089425,0.00019879,38,5.94,637.4,894.2,9.5
39,13,659,0.00063685,0.00090388,0.00022252,53,8.04,636.8,903.9,8.5
39,14,636,0.00060033,0.00089473,0.00021472,33,5.19,600.3,894.7,7.5
39,15,768,0.00061523,0.00090152,0.00024035,83,10.81,615.2,901.5,6.5
39,16,881,0.00061119,0.00090474,0.00024364,80,9.08,611.2,904.7,5.5
39,17,509,0.00064164,0.00091445,0.00024064,44,8.64,641.6,914.4,4.5
39,18,516,0.00062123,0.00090924,0.00024575,36,6.98,621.2,909.2,3.5
39,19,421,0.00063058,0.00089688,0.00023029,56,13.3,630.6,896.9,2.5
39,20,507,0.00063473,0.00089014,0.00023056,51,10.06,634.7,890.1,1.5
39,21,415,0.00060317,0.00089661,0.00023162,41,9.88,603.2,896.6,0.5
39,22,643,0.00060369,0.00089991,0.00024438,58,9.02,603.7,899.9,0.5
39,23,507,0.00057888,0.00090837,0.00026761,41,8.09,578.9,908.4,1.5
39,24,587,0.00060721,0.00090947,0.00025466,53,9.03,607.2,909.5,2.5
39,25,562,0.00067498,0.00090836,0.00021294,113,20.11,675.0,908.4,3.5
39,26,489,0.00065987,0.00089087,0.00023469,55,11.25,659.9,890.9,4.5
39,27,567,0.00066947,0.00089303,0.00022623,72,12.7,669.5,893.0,5.5
39,28,606,0.00064204,0.00088574,0.0002288,47,7.76,642.0,885.7,6.5
39,29,534,0.00056129,0.00089657,0.00024314,20,3.75,561.3,896.6,7.5
39,30,708,0.00061949,0.00088971,0.00020769,40,5.65,619.5,889.7,8.5
39,31,531,0.000636,0.00090466,0.00019623,20,3.77,636.0,904.7,9.5
39,32,568,0.00063385,0.0009108,0.00019713,33,5.81,633.8,910.8,10.5
40,11,391,0.00061336,0.00089597,0.00019996,10,2.56,613.4,896.0,10.548
40,12,663,0.00060541,0.00090276,0.00019651,9,1.36,605.4,902.8,9.552
40,13,510,0.0006178,0.00089256,0.00023209,40,7.84,617.8,892.6,8.559
40,14,606,0.00063294,0.0008869,0.00021158,12,1.98,632.9,886.9,7.566
40,15,543,0.00063662,0.00089565,0.00023661,37,6.81,636.6,895.6,6.576
40,16,684,0.00063592,0.00091633,0.00021905,70,10.23,635.9,916.3,5.59
40,17,628,0.00065038,0.00091034,0.00023432,72,11.46,650.4,910.3,4.61
40,18,535,0.00060665,0.00091078,0.00023321,52,9.72,606.6,910.8,3.64
40,19,438,0.00065575,0.00090051,0.00023825,30,6.85,655.8,900.5,2.693
40,20,436,0.0006345,0.00089498,0.0002299,40,9.17,634.5,895.0,1.803
40,21,396,0.00065482,0.0009002,0.00020575,21,5.3,654.8,900.2,1.118
40,22,679,0.00066425,0.00089592,0.00017952,43,6.33,664.2,895.9,1.118
40,23,575,0.00064002,0.00091476,0.00020928,30,5.22,640.0,914.8,1.803
40,24,551,0.00063568,0.00091668,0.00023254,69,12.52,635.7,916.7,2.693
40,25,577,0.0006637,0.00090331,0.00023506,123,21.32,663.7,903.3,3.64
40,26,508,0.00064859,0.00090093,0.00024121,46,9.06,648.6,900.9,4.61
40,27,639,0.00066541,0.00090036,0.00021619,82,12.83,665.4,900.4,5.59
40,28,518,0.00068096,0.00088212,0.00019477,33,6.37,681.0,882.1,6.576
40,29,487,0.00060179,0.00089067,0.00021789,10,2.05,601.8,890.7,7.566
40,30,578,0.00067311,0.0008867,0.00020574,27,4.67,673.1,886.7,8.559
40,31,574,0.00063888,0.00089073,0.0002046,50,8.71,638.9,890.7,9.552
40,32,548,0.00059993,0.00088189,0.00018332,12,2.19,599.9,881.9,10.548
41,11,352,0.0006432,0.0008887,0.00018935,10,2.84,643.2,888.7,10.689
41,12,675,0.00061853,0.00090215,0.00020317,29,4.3,618.5,902.2,9.708
41,13,655,0.00062919,0.00089442,0.00021194,30,4.58,629.2,894.4,8.732
41,14,693,0.00061385,0.00089638,0.00021292,26,3.75,613.8,896.4,7.762
41,15,659,0.00061879,0.00089768,0.00023435,30,4.55,618.8,897.7,6.801
41,16,898,0.00064712,0.00089269,0.00022667,68,7.57,647.1,892.7,5.852
41,17,550,0.00066377,0.00091311,0.00023804,79,14.36,663.8,913.1,4.924
41,18,491,0.00060969,0.00090874,0.00024233,71,14.46,609.7,908.7,4.031
41,19,407,0.00063871,0.00090756,0.00025935,74,18.18,638.7,907.6,3.202
41,20,564,0.00064583,0.00091015,0.00023194,60,10.64,645.8,910.2,2.5
41,21,574,0.0006237,0.0008982,0.00023809,64,11.15,623.7,898.2,2.062
41,22,652,0.00064004,0.00089242,0.00020842,38,5.83,640.0,892.4,2.062
41,23,635,0.00064392,0.00089561,0.00023976,69,10.87,643.9,895.6,2.5
41,24,618,0.00063552,0.0009051,0.00025483,87,14.08,635.5,905.1,3.202
41,25,432,0.00060964,0.00090353,0.00023967,56,12.96,609.6,903.5,4.031
41,26,556,0.00067725,0.00089459,0.00022048,34,6.12,677.2,894.6,4.924
41,27,616,0.0006748,0.00089998,0.00023431,97,15.75,674.8,900.0,5.852
41,28,539,0.00064799,0.00088646,0.00023657,38,7.05,648.0,886.5,6.801
41,29,576,0.00059653,0.0008832,0.00024345,54,9.38,596.5,883.2,7.762
41,30,630,0.00063743,0.0008925,0.00021764,45,7.14,637.4,892.5,8.732
41,31,637,0.00063962,0.00088985,0.00021174,49,7.69,639.6,889.8,9.708
41,32,409,0.00064702,0.00089142,0.00018623,19,4.65,647.0,891.4,10.689
42,11,369,0.00066018,0.00087987,0.00016147,3,0.81,660.2,879.9,10.92
42,12,678,0.00060601,0.00089451,0.00019523,31,4.57,606.0,894.5,9.962
42,13,514,0.00062412,0.00089317,0.00023139,27,5.25,624.1,893.2,9.014
42,14,657,0.00060902,0.00089785,0.00020982,28,4.26,609.0,897.8,8.078
42,15,498,0.00060173,0.00090416,0.0002592,41,8.23,601.7,904.2,7.159
42,16,809,0.00065048,0.00090517,0.00020214,113,13.97,650.5,905.2,6.265
42,17,481,0.0006487,0.00090427,0.00024274,81,16.84,648.7,904.3,5.408
42,18,568,0.00063197,0.00090864,0.00023877,57,10.04,632.0,908.6,4.61
42,19,454,0.0006631,0.00092023,0.00024715,56,12.33,663.1,920.2,3.905
42,20,443,0.00066011,0.00088815,0.00020317,37,8.35,660.1,888.2,3.354
42,21,670,0.00061878,0.00089959,0.00022373,34,5.07,618.8,899.6,3.041
42,22,541,0.00062602,0.00090282,0.0002329,52,9.61,626.0,902.8,3.041
42,23,615,0.00065076,0.00089606,0.00021317,48,7.8,650.8,896.1,3.354
42,24,499,0.00063748,0.00091065,0.00024782,46,9.22,637.5,910.6,3.905
42,25,540,0.0006837,0.0008977,0.00021597,152,28.15,683.7,897.7,4.61
42,26,433,0.00065155,0.00089504,0.00022656,36,8.31,651.6,895.0,5.408
42,27,766,0.00067966,0.00089337,0.0002104,112,14.62,679.7,893.4,6.265
42,28,467,0.00064108,0.00089249,0.00022994,27,5.78,641.1,892.5,7.159
42,29,549,0.0006059,0.00088927,0.00022049,28,5.1,605.9,889.3,8.078
42,30,661,0.00065342,0.00088127,0.00018023,25,3.78,653.4,881.3,9.014
42,31,595,0.00060934,0.0008747,0.00020508,26,4.37,609.3,874.7,9.962
42,32,349,0.0006132,0.00089551,0.00019961,7,2.01,613.2,895.5,10.92
43,11,350,0.00066122,0.00093137,0.00018969,18,5.14,661.2,931.4,11.236
43,12,751,0.00062783,0.00090082,0.00020236,45,5.99,627.8,900.8,10.308
43,13,599,0.00064038,0.00090919,0.00019914,33,5.51,640.4,909.2,9.394
43,14,659,0.000596,0.00088689,0.00022292,22,3.34,596.0,886.9,8.5
43,15,643,0.0006048,0.00090189,0.00024024,26,4.04,604.8,901.9,7.632
43,16,882,0.00068635,0.00088966,0.00020903,109,12.36,686.3,889.7,6.801
43,17,462,0.00068688,0.00091229,0.00022929,80,17.32,686.9,912.3,6.021
43,18,564,0.00061641,0.00090664,0.00022196,68,12.06,616.4,906.6,5.315
43,19,436,0.00060105,0.00089546,0.00025463,70,16.06,601.0,895.5,4.717
43,20,626,0.00063945,0.00090753,0.00023616,78,12.46,639.4,907.5,4.272
43,21,651,0.00062818,0.00088864,0.00022875,60,9.22,628.2,888.6,4.031
43,22,577,0.00064023,0.00089702,0.00022002,53,9.19,640.2,897.0,4.031
43,23,612,0.00068039,0.00091944,0.00021446,36,5.88,680.4,919.4,4.272
43,24,688,0.00064436,0.00090747,0.00023395,66,9.59,644.4,907.5,4.717
43,25,483,0.0006425,0.00090229,0.00023073,76,15.73,642.5,902.3,5.315
43,26,522,0.00062338,0.00090268,0.00023253,67,12.84,623.4,902.7,6.021
43,27,691,0.00064713,0.00088776,0.00023515,46,6.66,647.1,887.8,6.801
43,28,428,0.00062955,0.0008859,0.00023839,49,11.45,629.6,885.9,7.632
43,29,682,0.00062877,0.00087097,0.00022319,36,5.28,628.8,871.0,8.5
43,30,666,0.00062571,0.00087404,0.00022363,20,3.0,625.7,874.0,9.394
43,31,722,0.00061712,0.00088778,0.0002128,31,4.29,617.1,887.8,10.308
43,32,426,0.00064931,0.00088195,0.00020109,36,8.45,649.3,882.0,11.236
44,11,484,0.00061126,0.00091403,0.0001652,5,1.03,611.3,914.0,11.63
44,12,571,0.0006096,0.00087869,0.00019712,4,0.7,609.6,878.7,10.735
44,13,532,0.00061496,0.00089379,0.00022512,22,4.14,615.0,893.8,9.862
44,14,689,0.00060572,0.0009087,0.00021243,26,3.77,605.7,908.7,9.014
44,15,566,0.00060631,0.00090662,0.00023788,49,8.66,606.3,906.6,8.201
44,16,745,0.00065259,0.00090946,0.00020493,72,9.66,652.6,909.5,7.433
44,17,439,0.00065069,0.00090669,0.00023465,59,13.44,650.7,906.7,6.727
44,18,595,0.00064394,0.00090612,0.00022946,45,7.56,643.9,906.1,6.103
44,19,456,0.000621,0.00089291,0.00025755,56,12.28,621.0,892.9,5.59
44,20,527,0.0006863,0.00090022,0.0002138,74,14.04,686.3,900.2,5.22
44,21,682,0.00067044,0.0009077,0.00019949,49,7.18,670.4,907.7,5.025
44,22,576,0.00061321,0.00089797,0.00023048,38,6.6,613.2,898.0,5.025
44,23,701,0.00066661,0.00089298,0.00020588,51,7.28,666.6,893.0,5.22
44,24,514,0.00062411,0.00090867,0.00023821,41,7.98,624.1,908.7,5.59
44,25,525,0.00064853,0.00090447,0.00024611,106,20.19,648.5,904.5,6.103
44,26,480,0.00057812,0.00088947,0.00024821,49,10.21,578.1,889.5,6.727
44,27,818,0.00066115,0.000894,0.00020258,30,3.67,661.2,894.0,7.433
44,28,489,0.00064857,0.00087295,0.00022695,15,3.07,648.6,873.0,8.201
44,29,623,0.00065325,0.00088058,0.00020516,40,6.42,653.2,880.6,9.014
44,30,617,0.00060446,0.0008861,0.00020507,32,5.19,604.5,886.1,9.862
44,31,606,0.00058563,0.00090011,0.00021092,14,2.31,585.6,900.1,10.735
44,32,424,0.00066317,0.00088935,0.00018212,34,8.02,663.2,889.4,11.63
45,11,322,0.00055287,0.00089329,0.000198,6,1.86,552.9,893.3,12.093
45,12,549,0.00062306,0.00086736,0.00020026,2,0.36,623.1,867.4,11.236
45,13,609,0.00066224,0.00090178,0.00019419,32,5.25,662.2,901.8,10.404
45,14,707,0.00065874,0.00091293,0.00019751,29,4.1,658.7,912.9,9.605
45,15,640,0.00057255,0.00089573,0.00025591,26,4.06,572.6,895.7,8.846
45,16,801,0.00066819,0.00089458,0.00022636,78,9.74,668.2,894.6,8.139
45,17,475,0.00069047,0.00090154,0.00022583,85,17.89,690.5,901.5,7.5
45,18,631,0.00063089,0.00090478,0.00022951,72,11.41,630.9,904.8,6.946
45,19,600,0.00062381,0.00089401,0.00023368,104,17.33,623.8,894.0,6.5
45,20,564,0.00063282,0.00091333,0.0002191,58,10.28,632.8,913.3,6.185
45,21,492,0.00068246,0.00090021,0.00020461,62,12.6,682.5,900.2,6.021
45,22,524,0.0006027,0.00089133,0.00024357,41,7.82,602.7,891.3,6.021
45,23,657,0.00068763,0.0009407,0.00019896,63,9.59,687.6,940.7,6.185
45,24,584,0.00061015,0.00090273,0.00024196,68,11.64,610.2,902.7,6.5
45,25,498,0.00063954,0.00090462,0.00023274,71,14.26,639.5,904.6,6.946
45,26,580,0.00059859,0.00088765,0.00024982,54,9.31,598.6,887.6,7.5
45,27,667,0.00064524,0.00089356,0.00021784,59,8.85,645.2,893.6,8.139
45,28,459,0.00064845,0.00088475,0.00021861,59,12.85,648.4,884.8,8.846
45,29,713,0.00065412,0.00088257,0.00020742,38,5.33,654.1,882.6,9.605
45,30,682,0.0006272,0.00087347,0.00020509,9,1.32,627.2,873.5,10.404
45,31,766,0.00057197,0.00088849,0.00022025,23,3.0,572.0,888.5,11.236
45,32,327,0.00070071,0.00088649,0.00017103,12,3.67,700.7,886.5,12.093
46,11,304,0.00060778,0.0009076,0.00017503,13,4.28,607.8,907.6,12.619
46,12,660,0.00060189,0.00085148,0.00020462,18,2.73,601.9,851.5,11.8
46,13,530,0.00059422,0.00090139,0.00024193,25,4.72,594.2,901.4,11.011
46,14,595,0.00059323,0.00091506,0.00022106,21,3.53,593.2,915.1,10.259
46,15,500,0.00063591,0.00091388,0.00021686,39,7.8,635.9,913.9,9.552
46,16,673,0.00062464,0.00091137,0.00021697,31,4.61,624.6,911.4,8.902
46,17,501,0.00063069,0.00090253,0.00023929,68,13.57,630.7,902.5,8.322
46,18,634,0.00068912,0.00090324,0.0001945,48,7.57,689.1,903.2,7.826
46,19,593,0.00059855,0.00089976,0.00023988,80,13.49,598.6,899.8,7.433
46,20,575,0.00065566,0.00089872,0.00021449,36,6.26,655.7,898.7,7.159
46,21,681,0.00068293,0.00090583,0.00019976,62,9.1,682.9,905.8,7.018
46,22,566,0.0005835,0.00089267,0.00022966,45,7.95,583.5,892.7,7.018
46,23,625,0.00066541,0.00088483,0.00022249,52,8.32,665.4,884.8,7.159
46,24,603,0.00063665,0.00091055,0.0002299,84,13.93,636.6,910.6,7.433
46,25,550,0.00064689,0.00089691,0.00024127,69,12.55,646.9,896.9,7.826
46,26,592,0.00060258,0.00088807,0.00024802,35,5.91,602.6,888.1,8.322
46,27,695,0.00064975,0.00090535,0.0002068,29,4.17,649.8,905.4,8.902
46,28,475,0.00061872,0.00088613,0.00021696,36,7.58,618.7,886.1,9.552
46,29,573,0.00065184,0.00088845,0.00020736,46,8.03,651.8,888.4,10.259
46,30,719,0.00059714,0.00088928,0.00021487,15,2.09,597.1,889.3,11.011
46,31,654,0.00058863,0.00086917,0.00022352,4,0.61,588.6,869.2,11.8
46,32,285,0.00068816,0.00087431,0.00015476,27,9.47,688.2,874.3,12.619
47,11,120,0.0005012,0.00088999,0.00021598,1,0.83,501.2,890.0,13.2
47,12,673,0.00061708,0.00089752,0.00018314,17,2.53,617.1,897.5,12.42
47,13,650,0.00063405,0.00090227,0.000219,47,7.23,634.1,902.3,11.673
47,14,756,0.00063869,0.00090945,0.00020958,68,8.99,638.7,909.4,10.966
47,15,667,0.00061905,0.00088978,0.00021516,28,4.2,619.0,889.8,10.308
47,16,729,0.00067129,0.00088902,0.00021101,32,4.39,671.3,889.0,9.708
47,17,522,0.00065972,0.00089196,0.00022635,114,21.84,659.7,892.0,9.179
47,18,744,0.00058528,0.00091001,0.00026079,49,6.59,585.3,910.0,8.732
47,19,732,0.00064116,0.00090733,0.00023765,124,16.94,641.2,907.3,8.382
47,20,584,0.0006253,0.00091371,0.00024277,63,10.79,625.3,913.7,8.139
47,21,538,0.00063267,0.00089444,0.00022998,38,7.06,632.7,894.4,8.016
47,22,535,0.00065884,0.0009091,0.00022219,55,10.28,658.8,909.1,8.016
47,23,592,0.0006745,0.00090698,0.00021251,88,14.86,674.5,907.0,8.139
47,24,559,0.00059372,0.00089876,0.00024318,73,13.06,593.7,898.8,8.382
47,25,551,0.0006435,0.00089712,0.00020525,53,9.62,643.5,897.1,8.732
47,26,648,0.0006229,0.00089536,0.00024679,35,5.4,622.9,895.4,9.179
47,27,640,0.00066234,0.00088617,0.00020189,41,6.41,662.3,886.2,9.708
47,28,503,0.00064799,0.00089166,0.00019522,45,8.95,648.0,891.7,10.308
47,29,652,0.00063404,0.00088304,0.00022289,35,5.37,634.0,883.0,10.966
47,30,639,0.00064841,0.00088827,0.00018186,7,1.1,648.4,888.3,11.673
47,31,577,0.00056306,0.0008702,0.00021864,5,0.87,563.1,870.2,12.42
47,32,146,0.00070227,0.00085119,0.00012802,18,12.33,702.3,851.2,13.2
48,11,14,0.00072857,0.00076686,9.813e-05,0,0.0,728.6,766.9,13.829
