feature,lgbm_gain,et_impurity,enet_abs_coef,lgbm_weak,et_weak,enet_zero,lgbm_rank,et_rank,enet_rank
X1016,0.0,0.0017991682642020154,0.0,False,False,True,302.5,196.0,297.5
X1017,0.0,0.001307766969448496,0.0,False,False,True,302.5,478.0,297.5
X1018,0.0,0.001472526098408681,0.0,False,False,True,302.5,384.0,297.5
X1019,0.0,0.0015127483023716578,0.0,False,False,True,302.5,352.0,297.5
X1020,0.0,0.0016684074887939153,0.0,False,False,True,302.5,258.0,297.5
X1029,0.0,0.001362953554583557,0.0,False,False,True,302.5,458.0,297.5
X1030,0.0,0.0013735747422705953,0.0,False,False,True,302.5,448.0,297.5
X1031,0.0,0.0015415490495067632,0.0,False,False,True,302.5,334.0,297.5
X1032,0.0,0.001077223729223803,0.0,False,True,True,302.5,542.0,297.5
X1033,0.0,0.0015522529480700735,0.0,False,False,True,302.5,328.0,297.5
X1041,0.0,0.0015250796686038573,0.0,False,False,True,302.5,342.0,297.5
X1042,0.0,0.0018541892801693268,0.0,False,False,True,302.5,179.0,297.5
X1044,0.0,0.0016553723524788907,0.0,False,False,True,302.5,266.0,297.5
X1045,0.0,0.0013046579548628662,0.0,False,False,True,302.5,480.0,297.5
X1049,0.0,0.0043090592563149455,0.0,False,False,True,302.5,3.0,297.5
X1058,0.0,0.002166436534530459,0.0,False,False,True,302.5,96.0,297.5
X1059,0.0,0.002295612018694481,0.0,False,False,True,302.5,73.0,297.5
X1060,0.0,0.0031489150316679677,0.0,False,False,True,302.5,20.0,297.5
X1063,1.2,0.003696328749722284,0.0,False,False,True,3.5,5.0,297.5
X1064,10.2,0.007663440199095542,0.0,False,False,True,1.0,1.0,297.5
X1066,0.4,0.003800278948983365,0.0,False,False,True,7.0,4.0,297.5
X1068,0.6,0.0033853240880601814,0.0,False,False,True,6.0,14.0,297.5
X1070,0.0,0.0036753668948182336,0.0,False,False,True,302.5,8.0,297.5
X1071,0.0,0.002979955811523561,0.0,False,False,True,302.5,21.0,297.5
X1073,0.0,0.0033915598021306767,0.0,False,False,True,302.5,12.0,297.5
X1075,0.0,0.0036904542521340395,0.0,False,False,True,302.5,6.0,297.5
X1076,0.0,0.0035367279551441746,0.0,False,False,True,302.5,10.0,297.5
X1077,0.0,0.001974041001893944,0.0,False,False,True,302.5,145.0,297.5
X1079,0.0,0.0012948122801931868,0.0,False,False,True,302.5,489.0,297.5
X1080,0.0,0.0011250994291284624,0.0,False,True,True,302.5,535.0,297.5
X1081,0.0,0.001113464593604413,0.0,False,True,True,302.5,538.0,297.5
X1082,0.0,0.0,0.0,False,True,True,302.5,587.5,297.5
X1083,0.0,0.0024944406349776856,0.0,False,False,True,302.5,43.0,297.5
X1084,0.0,0.0021207478509758593,0.0,False,False,True,302.5,103.0,297.5
X1085,0.0,0.0018778556922053734,0.0,False,False,True,302.5,173.0,297.5
X1086,0.0,0.005733981075505508,0.0,False,False,True,302.5,2.0,297.5
iso_anomaly_score,0.0,0.0019215581592528148,0.0,False,False,True,302.5,160.0,297.5
position,0.0,0.0015140414351487795,0.0,False,False,True,302.5,350.0,297.5
p_1,0.0,0.0014123594585645218,0.0,False,False,True,302.5,427.0,297.5
p_2,0.0,0.0015042427991508324,0.0,False,False,True,302.5,358.0,297.5
p_3,0.0,0.0016518654891471674,0.0,False,False,True,302.5,268.0,297.5
p_4,0.0,0.0013636212393678855,0.0,False,False,True,302.5,453.0,297.5
clf_proba_mean,1.0,0.002338491484946077,0.0,False,False,True,5.0,66.0,297.5
