ufs_serial,position,split,health,reg_pred_die
S00013,1,train,0.0,0.0005544240001172994
S00027,1,train,0.0,0.0018484073958665319
S00043,1,train,0.0,0.0015080411558079723
S00044,1,train,0.0,0.0019215302204566142
S00052,1,train,0.0,0.0018145342241279118
S00056,1,train,0.0024112401634015,0.001931977494984824
S00068,1,train,0.0096413121496052,0.0012822217508679748
S00071,1,train,0.0,0.0015206618342814401
S00084,1,train,0.0,0.001331199683919922
S00087,1,train,0.0071833265884257,0.0021894973231790286
S00098,1,train,0.0,0.001908119051587109
S00121,1,train,0.0,0.0019797017571867646
S00128,1,train,0.0023878847281078,0.001279734037226028
S00136,1,train,0.0024124339857098,0.0017645650699262023
S00148,1,train,0.0023848940713548,0.002671325665519631
S00153,1,train,0.0,0.001082332231491292
S00156,1,train,0.0,0.0014815285681857018
S00158,1,train,0.0,0.0020193100057519955
S00164,1,train,0.0,0.0009607655108393902
S00187,1,train,0.0023849627379564,0.0016332936601426826
S00189,1,train,0.0,0.0013590994205212345
S00201,1,train,0.0,0.0018863759999285642
S00210,1,train,0.0,0.0020307198650670794
S00211,1,train,0.0024002356770644,0.0023438721709007496
S00220,1,train,0.0048111362800333,0.0022329494933971206
S00237,1,train,0.0,0.0017728470627343873
S00238,1,train,0.0,0.0010355650566091083
S00248,1,train,0.0048394556829523,0.002350718449900248
S00273,1,train,0.0023947190902958,0.0012690900370184632
S00275,1,train,0.0,0.001990859793451292
S00294,1,train,0.0,0.0012980712496522028
S00308,1,train,0.0,0.0018630074282959149
S00325,1,train,0.0,0.001619504705695191
S00327,1,train,0.0044787484736659,0.0013504185086986489
S00331,1,train,0.0,0.0015936534973189347
S00332,1,train,0.0,0.0018723752327706455
S00343,1,train,0.0071593200806683,0.0018205691275584197
S00347,1,train,0.0,0.0010259760917750377
S00357,1,train,0.0,0.0018348362589259615
S00362,1,train,0.0,0.002563015355873738
S00363,1,train,0.0,0.0020768981449441224
S00379,1,train,0.0024318042813455,0.0019035610393736376
S00403,1,train,0.0043498619334567,0.0016503933677790102
S00408,1,train,0.0022408584697236,0.0019117055023178684
S00411,1,train,0.0,0.0014965829093196315
S00430,1,train,0.0065350023668016,0.002484742233507524
S00434,1,train,0.002191705914519,0.0019799843741419533
S00441,1,train,0.0,0.0016694899476402264
S00457,1,train,0.0047714366632584,0.001482469868893706
S00464,1,train,0.0,0.0011720734512049307
S00467,1,train,0.0047907539412867,0.00185214848875041
S00472,1,train,0.0,0.0014813726442766293
S00484,1,train,0.0,0.0021632550805003497
S00485,1,train,0.0,0.0018392465401943948
S00516,1,train,0.0,0.0015214397447118663
S00518,1,train,0.0,0.0021246751490477263
S00519,1,train,0.0,0.0018218499281885286
S00521,1,train,0.004380398378283,0.002565675689464603
S00531,1,train,0.0,0.0012375927583445983
S00537,1,train,0.0,0.002007723146974028
S00540,1,train,0.0043980160257686,0.0013726264798244626
S00553,1,train,0.0,0.0013527910042598534
S00561,1,train,0.0,0.002632808150066043
S00565,1,train,0.0,0.001965898401211927
S00566,1,train,0.0,0.0017591797748088974
S00567,1,train,0.0,0.0016356986985087108
S00571,1,train,0.0,0.0010973799571517783
S00577,1,train,0.0,0.0008787517090651448
S00580,1,train,0.0022136704169895,0.002553262578779059
S00586,1,train,0.0,0.0014036738233792901
S00599,1,train,0.0,0.001709335525987418
S00603,1,train,0.0,0.0018850244417949378
S00612,1,train,0.0,0.002256460513683363
S00624,1,train,0.0,0.002739720285165675
S00629,1,train,0.0,0.0022480893389799847
S00630,1,train,0.0,0.0018844136312386
S00634,1,train,0.0,0.0019895073840282044
S00647,1,train,0.0,0.0012330746101492705
S00656,1,train,0.0,0.0017382402831579067
S00666,1,train,0.0,0.0022291636614812584
S00667,1,train,0.0,0.0023783297178424914
S00670,1,train,0.0,0.0015557481856424402
S00691,1,train,0.0,0.001652654580805121
S00692,1,train,0.0,0.0022551910881456797
S00702,1,train,0.0,0.0018379360291780028
S00719,1,train,0.0,0.002669721020350764
S00733,1,train,0.0,0.0019777882327568796
S00738,1,train,0.0,0.00119967090200923
S00748,1,train,0.0,0.0013623347180880504
S00752,1,train,0.0,0.0011948898672147646
S00755,1,train,0.0,0.0014041301017752106
S00772,1,train,0.0,0.0016974281601953676
S00777,1,train,0.0,0.0014860151908182425
S00786,1,train,0.0,0.0025541081034074447
S00791,1,train,0.0,0.0021844155175447756
S00795,1,train,0.0,0.002487555371661345
S00798,1,train,0.0,0.0010658092198348199
S00800,1,train,0.0,0.001964020453079187
S00803,1,train,0.0,0.0012636484223615533
S00816,1,train,0.0,0.0015268443616261475
S00829,1,train,0.0,0.0022423797962129108
S00834,1,train,0.0,0.0007421617159113427
S00843,1,train,0.0,0.001147328918080922
S00853,1,train,0.0,0.0015179344821063044
S00864,1,train,0.0,0.0010589763832567988
S00868,1,train,0.0,0.0013067938742391577
S00884,1,train,0.0,0.0018713956025055716
S00897,1,train,0.0,0.001337129567727513
S00899,1,train,0.0,0.0021794489836470744
S00915,1,train,0.0,0.0022735131492188786
S00920,1,train,0.0257126597340783,0.0022546923276152895
S00928,1,train,0.0,0.0018628907967740266
S00945,1,train,0.0,0.0017564031158327394
S00965,1,train,0.0,0.0010394030013954458
S00985,1,train,0.0,0.0018191503293991016
S01010,1,train,0.0,0.002733215165531215
S01014,1,train,0.0,0.0016606842999340478
S01017,1,train,0.0,0.0013992298989761618
S01037,1,train,0.0,0.0004064139702327343
S01051,1,train,0.0,0.001612008078184206
S01053,1,train,0.0,0.0011102412354525824
S01069,1,train,0.0,0.0008274624399196335
S01076,1,train,0.0,0.002555820406252039
S01079,1,train,0.0,0.0017653044330732232
S01102,1,train,0.0,0.0008909509126832034
S01116,1,train,0.0,0.0011698087870447714
S01130,1,train,0.0,0.0013835698010622019
S01137,1,train,0.0,0.000448206616552127
S01145,1,train,0.0,0.0022925319328213796
S01157,1,train,0.0,0.00180701510397593
S01160,1,train,0.0,0.0017713671738291633
S01165,1,train,0.0,0.0018102905190477705
S01183,1,train,0.0,0.0023113881495747187
S01194,1,train,0.0,0.0010589731276017542
S01203,1,train,0.0,0.0021860587668384506
S01215,1,train,0.0,0.0007422423295200585
S01223,1,train,0.0057164382104212,0.001999771578668982
S01226,1,train,0.0100747716597455,0.0022260110602738354
S01233,1,train,0.0042819726367301,0.001659068572516795
S01246,1,train,0.0,0.0016495573703466497
S01258,1,train,0.0088358697198122,0.0020619624347533515
S01259,1,train,0.0014739945251631,0.0022256872479205366
S01262,1,train,0.0,0.0019775000597373692
S01267,1,train,0.0029844203649159,0.0022376760485244476
S01271,1,train,0.0100710969071687,0.0023441979992290516
S01273,1,train,0.0119137511536202,0.00184750203161218
S01275,1,train,0.0072729720553975,0.002429924687518785
S01281,1,train,0.0,0.0017949154305772711
S01286,1,train,0.0,0.002167264722730383
S01308,1,train,0.0044133056280746,0.002088455278658132
S01322,1,train,0.0,0.0003743158193953492
S01323,1,train,0.0,0.0004912958046078967
S01355,1,train,0.0,0.0018894965406747442
S01364,1,train,0.0,0.00202278270165735
S01370,1,train,0.0,0.0017534775204987836
S01379,1,train,0.0,0.0014905910190723668
S01380,1,train,0.0,0.0017554241755632144
S01392,1,train,0.0042994567286065,0.0019546015079605515
S01397,1,train,0.0,0.0020418542292337267
S01405,1,train,0.0,0.0016399761327246585
S01419,1,train,0.0,0.0012597816703742643
S01423,1,train,0.0,0.0017573161171308468
S01439,1,train,0.0014258991484771,0.002009407655943464
S01448,1,train,0.0129361953183293,0.002871475535774339
S01462,1,train,0.0,0.0014415284465886346
S01478,1,train,0.0014308746473196,0.00221054356604993
S01480,1,train,0.0174992297874213,0.001519880856413811
S01488,1,train,0.0014427752376805,0.00222193517964958
S01496,1,train,0.0,0.0011708727202170677
S01513,1,train,0.0,0.0010799031063799013
S01518,1,train,0.0014647415777359,0.00186665314643051
S01524,1,train,0.0029565646741086,0.0018867011180940534
S01527,1,train,0.0014726580440612,0.0014826389468289487
S01535,1,train,0.0,0.0021554098851080906
S01537,1,train,0.0014751101138535,0.001953377361071799
S01544,1,train,0.0118101348541555,0.0013878134464337197
S01546,1,train,0.0059233833602984,0.001039763279127014
S01568,1,train,0.0057707491523849,0.0017382140477871508
S01581,1,train,0.0028471422597258,0.0020876827276345104
S01591,1,train,0.0,0.002793574822779322
S01594,1,train,0.0103059495455784,0.002006758067752524
S01609,1,train,0.0029240798267909,0.0019579205691721883
S01624,1,train,0.002882964406701,0.002425428809667526
S01625,1,train,0.0159773914212484,0.0028264026017085445
S01628,1,train,0.0058928846678286,0.0014942413446939573
S01630,1,train,0.0103005486322683,0.0019178118217208706
S01640,1,train,0.004374191390676,0.001831635170240221
S01641,1,train,0.0028930586964936,0.0015104661306517347
S01662,1,train,0.0043318719439384,0.0022486372111903746
S01670,1,train,0.0074376702283679,0.0014865204829511449
S01690,1,train,0.0071382815843825,0.002161101195213652
S01694,1,train,0.0014354868524423,0.0015347759183707648
S01723,1,train,0.0028739370914253,0.0015907898890881826
S01733,1,train,0.0,0.001676620822567334
S01755,1,train,0.019165339242226,0.002196029023766708
S01761,1,train,0.008808776873859,0.0014526992070526868
S01765,1,train,0.0,0.000993019105698076
S01782,1,train,0.0043739989087004,0.0014705764687721235
S01786,1,train,0.0147239627308951,0.0011260155311297476
S01802,1,train,0.0248257583771141,0.0014170935889545224
S01815,1,train,0.0086634418442497,0.002316322444901274
S01819,1,train,0.0,0.0017016819664812221
S01826,1,train,0.0056856369028722,0.0018756275147005057
S01832,1,train,0.0,0.001965512964374473
S01835,1,train,0.0,0.0021542982808577956
S01856,1,train,0.0044068097180351,0.0023238703493071496
S01862,1,train,0.0029190306703785,0.0018369936260429983
S01874,1,train,0.0073207304822255,0.002604480978958695
S01878,1,train,0.0100184588448391,0.0016914578933974664
S01891,1,train,0.0,0.0010322855570112947
S01906,1,train,0.0,0.0015340221186030622
S01912,1,train,0.0,0.0015243873792850932
S01915,1,train,0.0,0.0019997839828263275
S01924,1,train,0.0,0.0013876486546646406
S01926,1,train,0.0,0.000908594115437539
S01936,1,train,0.0,0.0024163617326320866
S01937,1,train,0.0,0.0019954315172553234
S01952,1,train,0.0,0.0017621010239758624
S01986,1,train,0.0,0.0015340874080780513
S02034,1,train,0.0,0.002213595403457428
S02035,1,train,0.0,0.001999677481607218
S02047,1,train,0.0,0.001984364716990185
S02065,1,train,0.0,0.002432508330303801
S02068,1,train,0.0,0.0025910703135403465
S02076,1,train,0.0,0.0016436261708648
S02080,1,train,0.0,0.0012383810314803565
S02082,1,train,0.0,0.0011458462492934592
S02087,1,train,0.0,0.0014990190770554279
S02102,1,train,0.0,0.0010155507043608856
S02118,1,train,0.0,0.0007209056607173684
S02121,1,train,0.0,0.0010921348014946357
S02130,1,train,0.0065224381057369,0.0013179205911248856
S02131,1,train,0.0,0.0020740552656192245
S02155,1,train,0.0,0.0014485379153755327
S02158,1,train,0.0,0.0012179135175959374
S02159,1,train,0.0,0.0019713452502085798
S02171,1,train,0.0,0.001230772666581509
S02177,1,train,0.0,0.0010297393210014372
S02180,1,train,0.0,0.002283250106471733
S02213,1,train,0.0,0.0012617681077749085
S02215,1,train,0.0,0.0022525325695912377
S02224,1,train,0.0,0.0014086675489789686
S02231,1,train,0.0,0.001396806007923245
S02240,1,train,0.0,0.0021187960310891673
S02243,1,train,0.0,0.002202045971468677
S02260,1,train,0.0,0.00046910770391423096
S02261,1,train,0.0,0.0011606676515240302
S02271,1,train,0.0,0.0009637705722352099
S02282,1,train,0.0,0.00236555419991826
S02291,1,train,0.0069640447908784,0.002048181569207954
S02307,1,train,0.0,0.0012474430903453239
S02319,1,train,0.0085486746974136,0.00125773996850414
S02321,1,train,0.0,0.001929082761971544
S02324,1,train,0.0,0.001643893906619941
S02336,1,train,0.0,0.0011379640925075873
S02337,1,train,0.0,0.0007024207102792015
S02339,1,train,0.0,0.002030598474012091
S02340,1,train,0.0,0.00220801328003425
S02349,1,train,0.0,0.001295716677106007
S02363,1,train,0.0,0.0013000389254190679
S02368,1,train,0.0,0.0014794755017155303
S02397,1,train,0.0,0.0014432663288787334
S02418,1,train,0.0,0.0016913846767763173
S02424,1,train,0.0,0.0020325510974831345
S02426,1,train,0.0,0.0015567693680543374
S02437,1,train,0.0,0.0025237079439934707
S02456,1,train,0.0,0.0021182955823703066
S02457,1,train,0.0,0.0016933299278536194
S02458,1,train,0.0029008346465884,0.0017926380336256383
S02466,1,train,0.0,0.0014733393497143186
S02475,1,train,0.0,0.0017152762308263838
S02476,1,train,0.0,0.0013328045237564457
S02482,1,train,0.0,0.002163654781386986
S02485,1,train,0.0,0.0016867765356986385
S02491,1,train,0.0,0.0021007298905582096
S02505,1,train,0.0,0.002275818503677737
S02507,1,train,0.0,0.002080140108702252
S02517,1,train,0.0,0.0019177257258156586
S02520,1,train,0.0,0.0021376028783518892
S02524,1,train,0.0,0.0019473209008761658
S02528,1,train,0.0,0.001805426740772063
S02529,1,train,0.0,0.0014822277502706056
S02554,1,train,0.0,0.0015076781662590173
S02556,1,train,0.0,0.0018043536962199958
S02567,1,train,0.0,0.00143508371575499
S02575,1,train,0.0,0.0010943967362891066
S02581,1,train,0.0,0.0014122672587408582
S02587,1,train,0.0,0.0015221369732628452
S02593,1,train,0.0,0.0024179240557160742
S02611,1,train,0.0,0.001140905624567878
S02613,1,train,0.0029144090258719,0.0017077204917767767
S02616,1,train,0.0,0.0016160668711229947
S02642,1,train,0.0,0.001916494898079843
S02650,1,train,0.0,0.0018586263417397935
S02654,1,train,0.0,0.0010765715863072112
S02691,1,train,0.0,0.0012736865004152106
S02696,1,train,0.0,0.0016153530259644905
S02715,1,train,0.0,0.0016175478183433523
S02718,1,train,0.0,0.0010857077629827247
S02723,1,train,0.0,0.0012215421568853057
S02733,1,train,0.0,0.001298463686043075
S02739,1,train,0.0,0.0018332140541914628
S02745,1,train,0.0,0.0014558481888753004
S02757,1,train,0.0,0.0020567219024735434
S02763,1,train,0.0,0.0014908588563156357
S02764,1,train,0.0,0.0014579099542577894
S02769,1,train,0.0,0.0017272332217555754
S02773,1,train,0.0,0.0009399337431076051
S02783,1,train,0.0,0.0026852190010366113
S02784,1,train,0.0,0.0014611290710106113
S02816,1,train,0.0,0.0013870388070152861
S02817,1,train,0.0,0.0016973870552819915
S02820,1,train,0.0,0.0016604557185546894
S02828,1,train,0.0,0.0016482548244518666
S02831,1,train,0.0,0.001717577986516743
S02833,1,train,0.0,0.0022337550536378438
S02858,1,train,0.0,0.0019774901441560844
S02861,1,train,0.0,0.0012527525719628182
S02868,1,train,0.0,0.0017421603766558358
S02878,1,train,0.0,0.0010878963899102875
S02887,1,train,0.0,0.0012219734099524762
S02893,1,train,0.0,0.0020351516537522405
S02898,1,train,0.0,0.0017561226621701127
S02907,1,train,0.0,0.0009312438256973768
S02925,1,train,0.0,0.0022452724136496076
S02937,1,train,0.0,0.0008848049517895586
S02944,1,train,0.0,0.0018189092195627784
S02948,1,train,0.0,0.0010770105680432298
S02957,1,train,0.0,0.0010971891931105212
S02974,1,train,0.0,0.002386458013959916
S02990,1,train,0.0,0.00210288429366418
S02998,1,train,0.0,0.001495537540128849
S03003,1,train,0.0,0.0026046643889795383
S03008,1,train,0.0,0.0023948501956436896
S03036,1,train,0.0,0.0020854627791737695
S03039,1,train,0.0057347918397489,0.002140684660134745
S03051,1,train,0.0077735442982538,0.0022623205513914104
S03069,1,train,0.0091540345900944,0.0017922399713304923
S03074,1,train,0.0045328517748349,0.0015139874932126893
S03104,1,train,0.0,0.0023149071272367413
S03106,1,train,0.0030980788171198,0.0015018285610788329
S03112,1,train,0.0031048431179621,0.0024749435834291096
S03114,1,train,0.0,0.001971256313702336
S03119,1,train,0.0085736958321832,0.0015878360656586452
S03122,1,train,0.0,0.0021542007362963635
S03126,1,train,0.0,0.0018995459483959684
S03133,1,train,0.0,0.0013812557077904708
S03140,1,train,0.0,0.0009217864969053147
S03152,1,train,0.0122039183908998,0.0019358662025198803
S03181,1,train,0.0,0.0017012197358575458
S03206,1,train,0.0,0.0022666077192530333
S03212,1,train,0.0,0.0015468971495898366
S03229,1,train,0.0075538573308893,0.0022532503657146066
S03238,1,train,0.0,0.001752657917635786
S03249,1,train,0.0,0.001880099908163646
S03251,1,train,0.0,0.00250122255359654
S03253,1,train,0.0,0.002185543943031003
S03268,1,train,0.0,0.0020112204315114275
S03289,1,train,0.0056852954466159,0.0018580362419222114
S03296,1,train,0.0,0.0024337651928014585
S03310,1,train,0.0,0.0010054646642328857
S03315,1,train,0.0,0.001941242571414792
S03319,1,train,0.0,0.0020751866641354443
S03341,1,train,0.0028432331622816,0.0019731107981207476
S03347,1,train,0.0,0.0023325414279373197
S03348,1,train,0.0,0.0018319192249707957
S03352,1,train,0.0,0.0018737880823701885
S03368,1,train,0.0028596251992243,0.001316287291924055
S03371,1,train,0.0,0.00198942639739522
S03381,1,train,0.0,0.0020438597127593033
S03383,1,train,0.0,0.0013843567062411105
S03388,1,train,0.0,0.001396777915926295
S03397,1,train,0.0,0.0013447128586861767
S03401,1,train,0.0057922370038867,0.0014429068328787936
S03441,1,train,0.0090623974326246,0.001437306204376787
S03446,1,train,0.0,0.000570965068171801
S03451,1,train,0.0,0.0015001218362362457
S03452,1,train,0.0,0.0007646775219260567
S03457,1,train,0.0,0.0008527081687344636
S03470,1,train,0.0058279978423509,0.0025680192583317487
S03495,1,train,0.0,0.0019177151614892406
S03510,1,train,0.0,0.0018843710947882143
S03512,1,train,0.0,0.0017997744720832168
S03523,1,train,0.0070236429671711,0.0020622963570058506
S03530,1,train,0.0,0.0015208023870696037
S03534,1,train,0.0,0.0013700814919761122
S03545,1,train,0.0,0.0013278351555198948
S03563,1,train,0.0,0.0012083566787023656
S03565,1,train,0.0,0.0012552856615359084
S03573,1,train,0.0,0.0015651288455323766
S03576,1,train,0.0,0.0011901243486059621
S03577,1,train,0.0,0.0006259143174169089
S03591,1,train,0.0,0.0009485311387319509
S03600,1,train,0.0,0.0012363982538628388
S03608,1,train,0.0,0.0021615510626955495
S03627,1,train,0.0,0.00147122873392014
S03644,1,train,0.0,0.0016242717836332202
S03657,1,train,0.0,0.0015748277722625618
S03670,1,train,0.0,0.0017137891951276654
S03682,1,train,0.0,0.0022632329571753806
S03683,1,train,0.0,0.0019575479399811372
S03687,1,train,0.0,0.0010087836646684558
S03692,1,train,0.0,0.0013868564818275923
S03697,1,train,0.0,0.0009454197227562419
S03698,1,train,0.0,0.001011270301972575
S03704,1,train,0.0,0.0014020747605926302
S03717,1,train,0.0,0.0010022528113830917
S03719,1,train,0.0,0.0007608963851679994
S03723,1,train,0.0,0.0020187590277158125
S03729,1,train,0.0,0.002127783866068999
S03731,1,train,0.0,0.001601658183229319
S03732,1,train,0.0,0.0013864582017496985
S03757,1,train,0.0,0.002302605179406717
S03771,1,train,0.0,0.0020338043612595936
S03772,1,train,0.0,0.0012234693751589027
S03781,1,train,0.0,0.001527123309162915
S03785,1,train,0.0,0.001233920836538547
S03795,1,train,0.0,0.0020695693429613597
S03797,1,train,0.0,0.0011523848204570226
S03808,1,train,0.0,0.0022426451529204755
S03810,1,train,0.0,0.0016012529072710231
S03824,1,train,0.0,0.001446070429527264
S03825,1,train,0.0,0.002480878384424082
S03826,1,train,0.0,0.0025269617999185497
S03831,1,train,0.0,0.0017204953725047112
S03833,1,train,0.0,0.001953701534007722
S03838,1,train,0.0,0.0013574619487157615
S03843,1,train,0.0,0.0022764218977584048
S03859,1,train,0.0,0.001012900937885598
S03866,1,train,0.0,0.0006785393945813072
S03877,1,train,0.0,0.0013140479281240583
S03888,1,train,0.0054295577696206,0.001489997270835844
S03892,1,train,0.0,0.0027301616874558384
