ufs_serial,prob,pred,health
S00000,0.022318917384836823,0.00018963245458446492,0.0
S00002,0.014815651316894218,0.0001258810307438553,0.0
S00003,0.023967908055055887,0.00020364308704430675,0.0
S00004,0.04675178913748823,0.0003972261009568693,0.0
S00009,0.01318486122181639,0.00011202503928560732,0.0
S00012,0.01689325232291594,0.00014353334656302304,0.0
S00013,0.004982955357263563,4.233762951802814e-05,0.0
S00015,0.6155935972929001,0.005230384739021549,0.0
S00017,0.23779433593153954,0.0020204171569547817,0.0
S00018,0.28955384716391563,0.0024601913177640347,0.0
S00020,0.3394198790192604,0.0028838775503023826,0.0
S00021,0.6568487733602524,0.005580908922926694,0.0
S00022,0.23948190454393625,0.002034755566508011,0.0
S00023,0.10073259053751826,0.0008558734310858282,0.0
S00024,0.4513033851981163,0.0038344946227338154,0.0
S00025,0.10417508380487561,0.0008851225401229439,0.0
S00026,0.673591360449791,0.005723162143866541,0.0
S00027,0.3254630956798792,0.002765293882595071,0.0
S00028,0.38041431456804276,0.0032321863550431405,0.0
S00029,0.3576691714115441,0.003038932477524322,0.0
S00031,0.34845816250890493,0.0029606712340558773,0.0
S00032,0.5604701898992062,0.004762029268687339,0.0024556306573382
S00034,0.3713499279692769,0.0031551708864884565,0.0
S00035,0.3688425961881876,0.0031338673675091427,0.0
S00037,0.47961582615971565,0.004075050989436146,0.0024203995363741
S00038,0.5168616063892841,0.004391509382379754,0.0
S00039,0.192104859277606,0.0016322169832110782,0.0024294149851399
S00041,0.20762264635413885,0.0017640637032962211,0.0024488066378919
S00042,0.49008651822805405,0.004164015118111405,0.0024355223631917
S00043,0.07533646438969299,0.0006400955035407988,0.0
S00044,0.19856712617911398,0.0016871235682206834,0.0
S00047,0.3571791537106037,0.0030347690471115955,0.0024454088310256
S00049,0.3074429538100958,0.002612185930457172,0.0
S00051,0.4809971898794174,0.004086787732232593,0.0023918839575332
S00052,0.1919582049595192,0.001630970936288878,0.0
S00056,0.2806375324726105,0.0023844339406652493,0.0024112401634015
S00057,0.2508444907143712,0.002131297664351474,0.0
S00058,0.43761203438043594,0.0037181661997477767,0.0
S00059,0.2643606127239764,0.002246137257551719,0.00240752581914
S00061,0.43077217042446136,0.0036600513652049293,0.0
S00062,0.4436886114999652,0.003769795775447134,0.0
S00063,0.591019332408905,0.005021589747346603,0.0
S00064,0.41748357377946377,0.003547144938951217,0.0
S00065,0.43141392315737903,0.0036655040107737573,0.0
S00068,0.4021322838962078,0.003416712860575531,0.0096413121496052
S00069,0.5628927946090698,0.00478261290496763,0.0024141213958187
S00071,0.8717827200889587,0.0074070930155019895,0.0
S00072,0.6373457498848438,0.005415201682307003,0.0
S00075,0.23042570240795612,0.0019578096371581527,0.0
S00079,0.43009141832590103,0.003654267361922529,0.0
S00080,0.37811428122222424,0.0032126441451109508,0.0024551575598599
S00081,0.4224427565932274,0.0035892805852951568,0.0048692551117381
S00084,0.31322156358510256,0.0026612838296440205,0.0
S00086,0.32902680709958076,0.002795572920430832,0.0
S00087,0.5123636238276958,0.004353292319288172,0.0071833265884257
S00092,0.318244818598032,0.00270396386477658,0.0
S00096,0.2703429330140352,0.0022969659810580406,0.0
S00098,0.6524950340390205,0.005543917421059897,0.0
S00099,0.3533463105559349,0.003002203334226664,0.002429023161249
S00101,0.2606413246685406,0.0022145363644126043,0.0047811447811447
S00103,0.2533326353877783,0.002152438160265492,0.0023947190902958
S00106,0.41284110955893993,0.003507700288913819,0.0
S00108,0.653941921889782,0.005556210888969533,0.0
S00109,0.18350001331418753,0.0015591059969912507,0.0024466006035276
S00111,0.3350924360565841,0.002847109475178627,0.0
S00113,0.3383700307458639,0.0028749575251240693,0.0
S00114,0.5831964164972305,0.0049551224218594555,0.0
S00116,0.2881373092532158,0.002448155717811482,0.0
S00120,0.3537697046995163,0.0030058006982618284,0.0
S00121,0.3251805533654988,0.002762893264694297,0.0
S00122,0.6854725293815136,0.005824110374867473,0.0
S00123,0.2158034946769476,0.0018335721978745196,0.0120079634300735
S00124,0.21028786897659302,0.001786708740203495,0.0
S00126,0.38462264835834503,0.00326794242029512,0.0145181549966406
S00127,0.5078077167272568,0.004314583100941317,0.0
S00128,0.5834705606102943,0.00495745168452815,0.0023878847281078
S00129,0.12306049279868603,0.0010455822255806659,0.0071621056878935
S00130,0.37563319504261017,0.003191563621617663,0.0048756321399316
S00131,0.3724936619400978,0.0031648886105401504,0.0
S00132,0.4516449854709208,0.00383739702597774,0.0
S00133,0.46759840101003647,0.003972945058865024,0.0
S00134,0.30850621685385704,0.002621219934095466,0.0
S00135,0.6002829074859619,0.005100297618781408,0.0024002704530087
S00136,0.36780940368771553,0.0031250888579360983,0.0024124339857098
S00137,0.267983328551054,0.002276917625734696,0.0
S00138,0.32923781871795654,0.0027973657785004455,0.0024209654634906
S00139,0.29480657167732716,0.0025048210381738135,0.0023857183316292
S00142,0.3781749289482832,0.0032131594378986437,0.0023883666839667
S00144,0.3227413557469845,0.0027421686469344007,0.0
S00145,0.34361786767840385,0.0029195457182526773,0.0048074365336157
S00146,0.2502136966213584,0.002125938128755152,0.0
S00148,0.3677510218694806,0.0031245928174111885,0.0023848940713548
S00149,0.3105723410844803,0.0026387747376091755,0.0
S00150,0.03549236059188843,0.00030156048082374056,0.0024284534611569
S00151,0.131844624876976,0.0011202165144522202,0.0
S00152,0.10314948949962854,0.0008764085885383576,0.0
S00153,0.1246415670029819,0.0010590158064784786,0.0
S00154,0.17810723185539246,0.0015132862841693523,0.0024048348309115
S00155,0.05690938141196966,0.00048352998041774104,0.0
S00156,0.2468390678986907,0.0020972656301318326,0.0
S00157,0.1634499980136752,0.0013887512458922863,0.0023905723905723
S00158,0.23658077791333199,0.0020101061735945534,0.0
S00162,0.5442355498671532,0.00462409181475577,0.0
S00164,0.25582005362957716,0.002173572484060738,0.0
S00165,0.2314257645048201,0.0019663066545938662,0.0
S00166,0.333036869764328,0.002829644377080883,0.0
S00168,0.4013774578925222,0.0034102994891115406,0.0044468304030778
S00169,0.4556784760206938,0.003871667537414659,0.002185201306724
S00170,0.6135063022375107,0.005212650057810514,0.0
S00171,0.29656264930963516,0.002519741533918006,0.002232734493277
S00174,0.5772454515099525,0.004904560108364339,0.0
S00175,0.5136592518538237,0.004364300609636071,0.0
S00177,0.6354006081819534,0.0053986748056098245,0.0043713251623854
S00178,0.6716290414333344,0.005706489320299334,0.0
S00180,0.3545310590416193,0.003012269537686792,0.0
S00181,0.5527333766222,0.004696293513360017,0.0
S00183,0.1767611112445593,0.0015018489840889972,0.0
S00185,0.44493575766682625,0.0037803921401708164,0.0
S00186,0.4110757354646921,0.0034927008058752967,0.0
S00187,0.4786631837487221,0.004066956872879188,0.0023849627379564
S00188,0.3862052522599697,0.003281388998250731,0.0
S00189,0.11557643301784992,0.0009819939877631352,0.0
S00191,0.3379537556320429,0.002871420647852865,0.0
S00192,0.21495234966278076,0.0018263404529175065,0.0
S00193,0.66569884121418,0.005656103434445409,0.0
