ufs_serial,X1064,X592,X1066,X1071,X1068,X727,X1063,X1060,X1003,X995,X1070,X594,X1002,X718,X726,health,is_defect
S00000,8.4458618,-0.8566507,2.8122125,4.27376,2.6170271,27.7975,24.670682100000004,14.3875913,284.65,1758.25,87.10917059999998,1157.0,2076.0,990.5,1057.75,0.0,0
S00002,9.1478489,0.3402778,1.6388853,5.0441614,2.9980573,26.36,27.0743845,14.9777599,288.5,1771.5,88.15302919999998,1459.0,1939.25,986.75,967.25,0.0,0
S00003,9.9376722,-0.2386775,2.5923469,8.371183199999999,2.835689,27.6275,21.8150862,18.6500745,286.1,1759.25,84.79711479999999,1335.75,2090.25,1027.0,1016.5,0.0,0
S00004,10.8608486,0.5354618,2.3095776000000003,13.1079831,2.1075463,,19.1418849,22.3000654,282.5775,1777.5,83.6059441,,2054.25,1153.75,1041.5,0.0,0
S00009,8.899789799999997,-1.2650859,2.4674487000000003,4.882024599999999,2.8921658,28.565,25.1286633,16.1805935,289.65,1765.25,88.55240479999998,1508.0,1975.0,1013.5,1021.0,0.0,0
S00012,10.8039393,2.2634804,8.320050499999999,4.912078999999999,4.8972864000000005,,20.2246352,15.8107616,287.9525,1776.5,81.6498088,,2174.25,952.5,1030.25,0.0,0
S00013,10.332818,-1.3956061000000002,4.3614882,10.7635837,2.4555892000000004,,25.9120995,20.2955647,286.335,1765.0,83.73906939999998,,1997.0,1048.25,1037.75,0.0,0
S00015,16.7740176,0.8683711999999999,5.0536108,4.423670899999999,4.033723,40.125,34.3656536,18.4033169,282.2,1791.5,83.4231566,1682.0,2016.5,998.75,941.5,0.0,0
S00017,10.6204081,0.6721573000000001,3.8883157,12.7274121,2.7500147,29.4525,25.2608699,21.6394965,286.35,1803.0,81.4910053,1116.0,2027.75,1208.25,1142.25,0.0,0
S00018,9.404786,0.7927071,4.6821735,9.3494971,5.415555,26.6,20.824851100000004,13.950443900000002,283.1,1753.75,82.70195759999999,1073.5,2020.0,1049.0,1051.25,0.0,0
S00020,10.3591255,-2.2765048,4.0424597,10.1019833,3.6494188,31.59,20.0720396,19.3255191,286.15,1760.25,80.3522155,1948.75,2221.25,1008.75,981.0,0.0,0
S00021,8.243144299999999,1.4631043,3.679121700000001,5.1398704,3.470965,28.7825,21.661330300000003,14.399515699999998,285.85,1789.0,85.8415965,1328.75,1967.75,1004.0,1016.25,0.0,0
S00022,7.9836813,-3.3024651,2.0227204,3.7437953,3.1562657000000005,30.545,23.5060918,13.3479023,288.3,1752.5,90.2546883,1579.0,2273.75,974.75,1039.5,0.0,0
S00023,7.4208694,-0.9937376,3.57038,2.6461036,3.3284315,26.490000000000002,18.1499645,10.400292599999998,285.55,1766.5,89.11448209999998,1883.5,1941.0,962.5,967.75,0.0,0
S00024,9.6612215,0.3043727,3.260097,6.7948954,3.6366212,27.445,17.0381634,15.4137324,284.8,1775.25,86.35153389999998,1323.25,2008.5,911.75,1008.25,0.0,0
S00025,8.7600517,0.1267857,1.5070852,6.676767699999999,2.8596666,24.44,20.485935100000003,15.419456299999998,288.2,1755.25,87.5084694,1609.0,2114.75,1004.5,1063.5,0.0,0
S00026,8.512185299999999,0.1221225,3.0477253,4.100778399999999,2.8863638,24.765,21.1392203,14.337574599999998,287.9,1759.5,88.9193712,1383.0,1983.25,969.25,1046.5,0.0,0
S00027,7.4208694,-0.9937376,3.57038,2.6461036,3.3284315,26.4625,18.1499645,10.400292599999998,288.65,1776.25,89.11448209999998,1864.0,1923.75,933.0,1003.0,0.0,0
S00028,9.404786,0.7927071,4.6821735,9.3494971,5.415555,27.0825,20.824851100000004,13.950443900000002,286.5,1772.75,82.70195759999999,1864.0,1987.0,936.75,1028.5,0.0,0
S00029,7.9487076,-0.1521739,2.5312627999999995,4.4271729,4.1814198,,24.1911063,13.2239773,283.985,1767.25,86.85516390000001,,2019.0,998.25,1004.5,0.0,0
S00031,10.7996232,0.8958332999999999,4.2967206,2.8499324,2.9150032,,27.4501016,15.6504431,287.415,1796.5,87.5092011,,1984.0,1115.25,1034.25,0.0,0
S00032,8.959982,1.646656,3.253807,4.708506,4.1486257,,25.341038,14.3257735,285.59000000000003,1722.25,88.97663879999998,,2139.0,959.25,1054.5,0.0024556306573382,1
S00034,7.9487076,-0.1521739,2.5312627999999995,4.4271729,4.1814198,,24.1911063,13.2239773,286.6225,1758.25,86.85516390000001,,2051.0,1004.0,1027.25,0.0,0
S00035,7.9487076,-0.1521739,2.5312627999999995,4.4271729,4.1814198,,24.1911063,13.2239773,286.7575,1758.25,86.85516390000001,,1942.75,1016.0,957.0,0.0,0
S00037,10.7996232,0.8958332999999999,4.2967206,2.8499324,2.9150032,,27.4501016,15.6504431,288.1725,1766.25,87.5092011,,1916.5,1007.25,962.0,0.0024203995363741,1
S00038,8.512185299999999,0.1221225,3.0477253,4.100778399999999,2.8863638,30.5,21.1392203,14.337574599999998,283.85,1765.75,88.9193712,1740.0,2174.75,935.25,1043.25,0.0,0
S00039,9.7884034,0.1383945,1.2244043999999998,7.9192303,3.2499824,36.644999999999996,24.8997765,18.6007943,285.79999999999995,1772.75,87.0015246,1204.75,2054.0,1092.0,1051.0,0.0024294149851399,1
S00041,13.855133924999999,-0.3679945,11.027339374999999,12.862909949999999,3.0279903249999998,39.3075,20.231799375,17.438432925,280.9,1697.5,75.651464725,1532.25,2239.25,931.0,1000.25,0.0024488066378919,1
S00042,10.3029786,-2.0501631,8.953111199999999,15.8503091,4.7980398,32.4975,21.2568066,21.8901478,280.95,1773.0,70.6050922,1090.0,2180.75,1003.5,1139.0,0.0024355223631917,1
S00043,8.711119799999999,-0.271105,4.0021827000000005,1.295266,2.6163128,37.427499999999995,30.220612300000003,12.0800422,284.5,1767.75,90.4372723,1821.5,2001.25,885.5,964.25,0.0,0
S00044,8.571355699999998,0.5682062,3.6051832,1.6036943,3.6775441,40.504999999999995,24.784814,10.8252385,284.0,1764.25,88.8850968,1830.0,2148.75,996.0,1001.0,0.0,0
S00047,10.1653817,1.4793219,3.384161,5.790613,1.9142815,,22.9838632,15.8795816,281.4775,1757.0,87.0097486,,2220.0,1034.5,1081.0,0.0024454088310256,1
S00049,11.5991088,0.2297071,3.9785102,7.8805619999999985,3.4065317000000004,32.6075,20.7025413,17.465228500000002,283.95000000000005,1745.0,86.71512750000001,1527.0,2040.5,993.0,962.0,0.0,0
S00051,8.2767844,-0.1923904,1.5041046,6.0674483,3.1206852,33.599999999999994,22.2823074,17.2477034,281.2,1776.0,87.1543193,1099.5,2214.25,1038.75,1120.0,0.0023918839575332,1
S00052,17.8323593,-2.3799257000000003,8.502169300000002,5.0160526,3.4865922,38.295,16.325921599999997,20.3103519,280.5,1743.75,62.6832728,1677.25,2172.0,983.0,1101.75,0.0,0
S00056,16.1214349,-1.2053357,4.8506749000000005,5.7640654,1.8870638,36.78,21.4324076,19.4568592,209.3,1752.0,82.3480017,1609.25,2125.0,950.0,1000.0,0.0024112401634015,1
S00057,12.1300438,1.0802277,2.5085716,11.2281752,3.1259045,35.2425,24.451758,22.6445649,287.35,1771.0,85.43981090000001,1887.0,2244.0,1043.0,1137.25,0.0,0
S00058,16.1214349,-1.2053357,4.8506749000000005,5.7640654,1.8870638,34.04,21.4324076,19.4568592,279.8,1780.75,82.3480017,1053.0,2107.25,977.75,1025.25,0.0,0
S00059,6.191600900000001,-0.4559597,2.2242883,5.071138899999999,2.8492982,32.745,19.3148561,13.4890675,287.2,1774.75,86.5806078,1047.0,2108.75,1060.0,1000.0,0.00240752581914,1
S00061,11.4739728,0.397137,4.7337581,6.3562451,2.9318169,,23.4021972,19.558813600000004,285.61,1778.5,82.5945782,,2219.5,977.0,1057.25,0.0,0
S00062,10.4119001,-1.5419854,4.7327754,7.8942932,2.0412301,,28.061568800000003,18.5775491,288.3925,1695.0,82.98180190000001,,2102.0,981.5,1022.0,0.0,0
S00063,11.4739728,0.397137,4.7337581,6.3562451,2.9318169,,23.4021972,19.558813600000004,285.565,1761.5,82.5945782,,2139.75,972.5,1058.75,0.0,0
S00064,12.920619699999998,-1.0530899,7.456628999999999,6.7903109,2.9853824,,25.3636298,17.838652300000003,286.01,1786.25,75.41345679999998,,2154.75,988.25,1017.5,0.0,0
S00065,9.1234718,-1.1541063,3.0261531,8.6199858,3.1939263,,19.4635537,20.081148,288.89250000000004,1776.0,85.2844313,,2101.0,971.0,1034.5,0.0,0
S00068,23.0801642,-0.3823072,4.2644303,9.791798,2.9664437,,26.7426568,23.0775518,290.21000000000004,1738.5,76.66337759999998,,1949.0,991.0,989.0,0.0096413121496052,1
S00069,11.1231602,0.7556818000000001,3.0798411,9.5250001,3.9617469,32.457499999999996,24.8107509,17.992569500000002,290.35,1760.25,83.89858120000001,1544.0,2003.25,913.0,962.75,0.0024141213958187,1
S00071,9.1234718,-1.1541063,3.0261531,8.6199858,3.1939263,,19.4635537,20.081148,288.4225,1785.75,85.2844313,,2009.75,988.5,1009.25,0.0,0
S00072,12.0156202,2.9067167,2.2568704,11.1265278,4.592312199999999,33.55,18.2059018,22.5172419,290.95,1771.75,79.46267440000001,1693.0,1975.5,907.75,938.25,0.0,0
S00075,10.943873,0.1526267999999999,2.4790989,8.6292145,2.8970238,34.845,24.472599,20.0841188,291.05,1757.0,85.36745739999998,1456.0,2042.0,944.75,1014.75,0.0,0
S00079,10.3603855,0.8400243000000001,3.6366414,6.6231905,3.4393995000000004,33.69,20.207085,17.9818717,290.5,1777.0,85.22797990000001,1219.25,1896.0,961.75,967.25,0.0,0
S00080,12.0156202,2.9067167,2.2568704,11.1265278,4.592312199999999,41.9675,18.2059018,22.5172419,288.65000000000003,1780.0,79.46267440000001,1353.0,2064.5,987.0,927.75,0.0024551575598599,1
S00081,11.6272672,0.2744377999999999,2.1647289,4.7486239,2.3816792,32.6725,27.2156877,17.8030146,290.25,1786.5,86.3657643,1294.0,1838.25,995.5,911.25,0.0048692551117381,1
S00084,10.1653817,1.4793219,3.384161,5.790613,1.9142815,,22.9838632,15.8795816,287.0275,1768.75,87.0097486,,2108.0,1077.0,1071.5,0.0,0
S00086,13.0037004,0.2206818,4.665966399999999,11.2881627,2.8184167,,23.6498505,19.186759,283.41,1681.5,82.11943640000001,,2238.75,1066.5,1005.25,0.0,0
S00087,13.0286976,1.3172403,4.938234099999999,2.7961644,3.9190888,30.865,28.0489386,15.6643249,284.35,1773.0,86.7264434,1311.25,2175.25,960.0,1043.5,0.0071833265884257,1
S00092,10.3591255,-2.2765048,4.0424597,10.1019833,3.6494188,26.955,20.0720396,19.3255191,288.95,1727.5,80.3522155,1373.5,2207.5,955.5,1047.0,0.0,0
S00096,10.2498584,0.7752315,1.9769735,8.058025099999998,2.7969745,,26.8851064,17.0537426,287.63,1685.0,85.71684119999998,,2081.0,1004.0,1055.25,0.0,0
S00098,6.756689499999999,0.8443877999999999,1.8303165,4.0133627,2.3687392000000003,34.31,21.6703191,13.4499764,283.75,1774.0,91.9128101,1876.25,2073.25,1053.75,1049.0,0.0,0
S00099,8.2092871,-0.2011414,1.0894481000000005,3.3725518,3.2015155,27.82,22.7062767,14.186895000000002,288.85,1770.5,88.6604551,1368.0,2086.0,957.25,985.0,0.002429023161249,1
S00101,13.5373335,-0.7295693999999999,4.8504748,5.8000742,3.9184315,27.15,25.4531054,16.127999199999998,289.29999999999995,1761.5,83.2173766,1409.0,2045.0,989.75,1043.25,0.0047811447811447,1
S00103,8.7742829,-2.8500039,2.4443128,5.5271591,2.0292825,25.2125,20.4063361,14.8331829,285.9,1773.0,87.5320833,1672.75,1963.0,921.5,982.75,0.0023947190902958,1
S00106,9.9485075,0.2892948,3.3076203,6.9982284,3.5707004,28.4575,26.7388928,18.5382717,291.2,1775.0,85.57195,1449.0,1957.75,904.25,938.0,0.0,0
S00108,7.3863606,0.8671892,2.4267049,3.8495406,2.5929526000000003,28.8575,25.2840171,12.9344279,290.6,1776.25,90.45468259999998,1813.75,2008.75,954.25,987.0,0.0,0
S00109,9.7884034,0.1383945,1.2244043999999998,7.9192303,3.2499824,26.91,24.8997765,18.6007943,289.0,1765.0,87.0015246,1597.0,1976.5,978.25,1017.75,0.0024466006035276,1
S00111,7.3863606,0.8671892,2.4267049,3.8495406,2.5929526000000003,31.18,25.2840171,12.9344279,289.85,1780.25,90.45468259999998,1816.75,2101.5,963.0,978.25,0.0,0
S00113,10.5958608,-0.5397624999999999,2.5931818,4.3299149,3.1980484,27.27,27.6007339,14.2824842,288.95,1779.25,88.4203387,1754.0,2053.75,940.5,994.5,0.0,0
S00114,8.243144299999999,1.4631043,3.679121700000001,5.1398704,3.470965,28.8425,21.661330300000003,14.399515699999998,283.85,1774.75,85.8415965,1621.0,2146.75,969.75,1063.5,0.0,0
S00116,10.8829744,0.4413043,1.2037165,6.3280452,2.9204762000000004,30.424999999999997,26.0661219,18.5064224,289.5,1765.75,84.361052,1752.0,1934.5,955.25,969.5,0.0,0
S00120,12.721299900000002,-0.222694,12.6467601,7.509758000000001,3.6694046,30.495,17.451970499999998,18.135386800000003,287.65,1700.0,63.811793,1321.0,2105.5,950.0,1027.0,0.0,0
S00121,9.5053994,0.2921535,4.033272,2.6537256,3.1623487,30.375,24.7317917,13.9415013,285.35,1776.75,88.12057809999999,1706.75,2087.75,901.25,981.75,0.0,0
S00122,12.721299900000002,-0.222694,12.6467601,7.509758000000001,3.6694046,32.62,17.451970499999998,18.135386800000003,285.95,1758.25,63.811793,1120.25,2057.5,987.0,988.5,0.0,0
S00123,9.6425935,-1.4154924,3.9435251,6.080394999999998,4.052563,27.98,23.0221538,16.611752300000003,288.05,1720.0,83.28488999999998,1227.75,1999.75,990.5,1051.0,0.0120079634300735,1
S00124,9.5053994,0.2921535,4.033272,2.6537256,3.1623487,27.9075,24.7317917,13.9415013,288.85,1780.0,88.12057809999999,1300.0,2013.25,973.25,980.0,0.0,0
S00126,10.5949339,-0.2289569,2.2591443,10.2552829,3.149736,,19.5519996,19.8366577,285.545,1785.25,84.3750745,,2073.5,1062.0,1069.75,0.0145181549966406,1
S00127,10.5626889,0.2893435,2.6879584,5.435234899999998,2.7062582,,26.7401643,19.7262948,289.9775,1730.25,86.0023581,,2046.75,1167.25,1098.75,0.0,0
S00128,14.9530506,0.9250677,10.181001,8.931570800000001,3.5639267999999995,,22.037913600000003,18.1120265,288.635,1768.0,78.73031069999998,,2154.0,1027.75,1068.5,0.0023878847281078,1
S00129,14.318836999999998,0.3913043,2.8113836,12.0675644,3.3044685,,24.7194502,24.7468697,286.96,1775.0,83.46773890000001,,2258.25,1173.25,1138.5,0.0071621056878935,1
S00130,10.4069264,0.1397438999999999,0.8425933000000001,10.1589027,2.2061526,26.67,24.7107772,21.896296,286.6,1769.5,86.52124620000001,1368.0,2123.75,1047.25,1094.25,0.0048756321399316,1
S00131,16.901602899999997,-3.7100368,6.221051,6.882561099999998,3.9265996,,26.0676884,20.2504112,287.6225,1774.0,76.08596059999998,,2074.0,1141.0,991.0,0.0,0
S00132,10.4069264,0.1397438999999999,0.8425933000000001,10.1589027,2.2061526,27.0575,24.7107772,21.896296,287.65,1753.5,86.52124620000001,1446.0,2171.5,1078.0,1077.0,0.0,0
S00133,10.4069264,0.1397438999999999,0.8425933000000001,10.1589027,2.2061526,27.5875,24.7107772,21.896296,287.0,1773.0,86.52124620000001,1391.0,2177.25,1049.5,1115.75,0.0,0
S00134,10.5626889,0.2893435,2.6879584,5.435234899999998,2.7062582,,26.7401643,19.7262948,290.39750000000004,1754.5,86.0023581,,2080.25,1075.0,1059.0,0.0,0
S00135,19.0422635,-0.1393456,5.3338996,11.6955987,2.9973783,33.7,22.2728232,20.1402671,287.54999999999995,1781.75,74.6918061,1244.0,2191.25,1052.0,1113.25,0.0024002704530087,1
S00136,11.470561300000002,-0.5307310000000001,5.4098197,10.538385,2.5802088,30.4925,25.490584,19.620979100000003,291.75,1795.5,82.912115,1255.0,1953.0,1019.25,1002.0,0.0024124339857098,1
S00137,14.050463,-0.0096853,5.526292499999999,12.1904509,3.1106746,35.445,21.3371046,19.2528875,283.25,1788.0,82.3948152,1920.75,1944.75,1048.75,957.5,0.0,0
S00138,14.0786743,3.2473692,1.9835179,16.8140707,2.259195,29.0625,30.1411543,26.0446357,290.20000000000005,1760.0,80.85119379999998,1431.5,2035.0,1084.5,993.0,0.0024209654634906,1
S00139,19.0422635,-0.1393456,5.3338996,11.6955987,2.9973783,32.89,22.2728232,20.1402671,285.5,1773.0,74.6918061,1074.0,2047.0,1064.75,1061.5,0.0023857183316292,1
S00142,12.4123872,-0.3414369,4.7376347,13.2506344,4.4078819000000005,35.1875,22.515794600000003,22.5440788,287.3,1770.25,79.00878829999998,1191.0,2074.5,1033.5,1005.25,0.0023883666839667,1
S00144,22.6304899,0.6720895,14.5639491,21.4278051,3.119754,34.44,23.5783522,27.2024438,284.55,1753.75,68.7347845,1183.25,2073.25,1092.0,1147.25,0.0,0
S00145,12.4123872,-0.3414369,4.7376347,13.2506344,4.4078819000000005,34.435,22.515794600000003,22.5440788,287.15,1786.0,79.00878829999998,1892.0,2007.5,1028.25,1001.75,0.0048074365336157,1
S00146,14.050463,-0.0096853,5.526292499999999,12.1904509,3.1106746,33.7025,21.3371046,19.2528875,284.2,1774.5,82.3948152,1697.0,2032.75,982.75,988.75,0.0,0
S00148,12.4123872,-0.3414369,4.7376347,13.2506344,4.4078819000000005,30.95,22.515794600000003,22.5440788,289.85,1778.5,79.00878829999998,1125.0,1922.5,1029.5,969.75,0.0023848940713548,1
S00149,12.4123872,-0.3414369,4.7376347,13.2506344,4.4078819000000005,31.1075,22.515794600000003,22.5440788,288.45,1776.5,79.00878829999998,1601.5,1971.0,1003.25,1017.75,0.0,0
S00150,9.694123,-0.4878804,3.4345705,3.9009727,3.1926169,33.795,25.2280879,15.2187773,287.7,1773.75,88.92997220000001,1605.0,1917.5,988.0,1004.5,0.0024284534611569,1
S00151,8.9840094,0.3871141,3.1435108,4.9100134,2.5246732000000005,29.82,22.0341491,15.6115753,244.0,1775.25,86.2938578,1461.0,1921.5,1063.75,969.5,0.0,0
S00152,10.7127847,-0.5902524,3.7745994,11.4762864,3.6073387,,23.2803822,22.2432934,287.0925,1772.25,82.04173840000001,,2132.0,1030.0,1093.75,0.0,0
S00153,12.3980693,-1.1596444,2.2058414,9.8125236,2.8250077,31.2775,30.9200574,19.775222600000003,288.05,1803.25,84.7201353,1667.75,1898.5,1009.0,970.0,0.0,0
S00154,11.8203834,-0.0516831,3.4064811,5.9147235,3.7026595,31.95,24.8472983,17.619707000000002,288.7,1784.5,84.8986474,1689.0,1981.75,1019.0,951.25,0.0024048348309115,1
S00155,10.3953312,0.5869962,2.8576623,8.569031299999999,2.7728379000000003,35.54,24.6671644,18.6975005,287.6,1781.5,86.2455402,1481.0,2076.25,1063.0,979.0,0.0,0
S00156,12.5049783,0.2753205,3.1675921,10.2855753,2.4110773,32.62,24.5567414,22.2973847,285.8,1782.0,84.54095149999998,1183.25,1948.0,1063.25,999.25,0.0,0
S00157,19.7578832,1.4512174,10.2069798,11.127112,3.9221731,31.1825,17.7355813,22.584078,288.75,1761.5,69.48929129999999,1261.0,1968.75,1038.5,978.5,0.0023905723905723,1
S00158,12.5049783,0.2753205,3.1675921,10.2855753,2.4110773,35.184999999999995,24.5567414,22.2973847,283.5,1781.5,84.54095149999998,1486.0,2127.0,1017.75,999.5,0.0,0
S00162,14.5009367,-0.4128046,3.5276374,14.8116089,3.1678792,34.5775,26.1822223,24.2439874,284.5,1784.25,76.19047119999998,1053.0,2044.25,1148.0,1097.75,0.0,0
S00164,14.9530506,0.9250677,10.181001,8.931570800000001,3.5639267999999995,,22.037913600000003,18.1120265,288.255,1762.25,78.73031069999998,,2217.0,1206.75,1083.75,0.0,0
S00165,14.5009367,-0.4128046,3.5276374,14.8116089,3.1678792,31.724999999999998,26.1822223,24.2439874,286.4,1818.75,76.19047119999998,1806.75,2042.75,1038.0,1042.25,0.0,0
S00166,14.5009367,-0.4128046,3.5276374,14.8116089,3.1678792,31.075,26.1822223,24.2439874,293.54999999999995,1783.5,76.19047119999998,1341.0,1972.25,1079.25,1053.0,0.0,0
S00168,9.3075654,-1.0845512,2.1580145,4.7811621,1.8606923,23.697499999999998,24.9231214,16.9897168,287.5,1768.0,87.82220749999998,1197.0,1953.0,1065.0,1085.0,0.0044468304030778,1
S00169,9.8898523,0.3819701,3.6171813,4.554752199999999,2.8516159,26.3725,27.4334024,17.577898299999998,283.55,1764.75,88.35184220000001,1589.0,2194.5,989.0,1062.25,0.002185201306724,1
S00170,9.8898523,0.3819701,3.6171813,4.554752199999999,2.8516159,30.439999999999998,27.4334024,17.577898299999998,282.4,1791.25,88.35184220000001,1360.75,2227.0,1053.0,1022.25,0.0,0
S00171,9.3075654,-1.0845512,2.1580145,4.7811621,1.8606923,23.985,24.9231214,16.9897168,289.3,1776.75,87.82220749999998,1450.0,1905.5,1078.0,1022.75,0.002232734493277,1
S00174,7.5856333,-0.3033431,6.267925,6.545876499999999,3.4228696000000003,24.5875,22.6742193,16.8559546,286.6,1778.5,74.3592532,1499.5,1979.5,1070.5,1049.0,0.0,0
S00175,18.7982469,0.7442265,8.609691399999999,14.6491695,2.5441619,26.13,15.0551421,24.8664164,281.6,1787.5,62.0541005,1629.25,2132.5,1013.0,1063.75,0.0,0
S00177,9.6762436,1.3013339,2.4144212000000005,7.420010599999999,3.1713474,,24.727561399999995,19.4986137,288.6475,1753.5,86.4581005,,2153.25,902.0,1037.25,0.0043713251623854,1
S00178,9.6762436,1.3013339,2.4144212000000005,7.420010599999999,3.1713474,,24.727561399999995,19.4986137,287.95,1760.5,86.4581005,,2115.0,899.5,1019.75,0.0,0
S00180,18.745852600000003,1.4151839,7.5958777,17.0553633,2.9583745,,27.0981544,25.0183079,286.6225,1776.0,69.90837499999999,,2123.25,967.5,1004.5,0.0,0
S00181,18.745852600000003,1.4151839,7.5958777,17.0553633,2.9583745,,27.0981544,25.0183079,288.5425,1753.25,69.90837499999999,,1973.75,1005.25,985.0,0.0,0
S00183,18.745852600000003,1.4151839,7.5958777,17.0553633,2.9583745,,27.0981544,25.0183079,283.955,1778.0,69.90837499999999,,1702.0,1766.0,876.75,0.0,0
S00185,19.5710954,0.4589675999999999,9.7280625,18.2131412,2.6047451,,19.1774717,23.9341647,285.665,1766.75,74.60209789999998,,2080.25,952.5,1010.5,0.0,0
S00186,9.380255900000002,-1.7910714,3.7825452,7.462094500000001,2.0515511,,21.4024074,18.5480191,285.21000000000004,1762.25,85.72413540000001,,2054.75,909.25,1018.75,0.0,0
S00187,10.367264,1.026721,2.4975329,9.449609,3.3909547,,24.2949507,19.5322121,287.23,1764.75,85.0507787,,2133.25,915.5,1037.5,0.0023849627379564,1
S00188,19.5710954,0.4589675999999999,9.7280625,18.2131412,2.6047451,,19.1774717,23.9341647,282.3175,1776.0,74.60209789999998,,2137.5,989.75,959.0,0.0,0
S00189,10.367264,1.026721,2.4975329,9.449609,3.3909547,,24.2949507,19.5322121,287.635,1766.25,85.0507787,,2005.5,956.75,1049.5,0.0,0
S00191,9.2471496,0.2780797,2.7290198,5.928820399999998,3.6107534,,25.0932013,17.0058151,288.64750000000004,1781.25,87.9826829,,1911.0,990.0,998.75,0.0,0
S00192,12.7450529,1.2758192,3.2756842,8.0704016,2.1871936,,28.8352028,20.3261695,284.9925,1665.25,83.4901196,,2154.25,965.5,1020.5,0.0,0
S00193,9.2471496,0.2780797,2.7290198,5.928820399999998,3.6107534,,25.0932013,17.0058151,282.585,1771.75,87.9826829,,2053.75,1070.25,1043.5,0.0,0
S00194,12.7450529,1.2758192,3.2756842,8.0704016,2.1871936,,28.8352028,20.3261695,287.66,1741.25,83.4901196,,1937.0,1002.5,982.5,0.0023942345675443,1
S00199,6.947177399999998,0.2774468,2.8367688,7.0531959,1.9079665,29.795,20.296817,15.0373237,291.15,1774.0,88.45410079999998,1231.0,1924.25,895.0,939.5,0.0,0
S00201,6.947177399999998,0.2774468,2.8367688,7.0531959,1.9079665,29.405,20.296817,15.0373237,291.65,1770.25,88.45410079999998,1400.0,2006.75,902.0,939.5,0.0,0
S00202,6.947177399999998,0.2774468,2.8367688,7.0531959,1.9079665,27.275,20.296817,15.0373237,294.65,1774.5,88.45410079999998,1508.5,1868.5,947.25,928.5,0.0,0
S00205,11.2376128,0.0562042,2.322142,4.4458983,2.2800727000000003,29.5425,29.825934600000004,15.1516661,290.7,1775.75,87.71429909999998,1099.5,2028.75,993.75,966.75,0.0024191978193146,1
S00206,12.4950567,0.5024668999999999,3.2301315,7.807628599999998,3.5981396,32.885,33.275020999999995,20.469306600000003,284.0,1779.0,84.2557302,1042.5,2100.75,1053.25,989.75,0.0,0
S00207,12.4950567,0.5024668999999999,3.2301315,7.807628599999998,3.5981396,27.815,33.275020999999995,20.469306600000003,288.65,1781.75,84.2557302,1637.75,1887.0,998.75,962.75,0.0024246859373094,1
S00208,13.4950695,-0.2436167,4.4148752,5.8303639,3.9627747,30.735,32.1857601,16.702821699999998,287.6,1767.0,82.50283320000001,1890.75,2011.5,958.5,951.5,0.0,0
S00210,13.4950695,-0.2436167,4.4148752,5.8303639,3.9627747,28.6025,32.1857601,16.702821699999998,290.95000000000005,1768.75,82.50283320000001,1765.25,2046.75,913.75,958.5,0.0,0
S00211,14.1241725,0.7797636,6.5649063,6.54096,3.2690533,30.2125,31.6924419,18.8109898,286.05,1775.25,78.6059243,1232.75,2115.0,1000.0,1008.75,0.0024002356770644,1
S00214,13.6217259,-1.05081,8.7539582,14.4353225,2.9664564,28.06,24.391175600000004,22.5077123,288.0,1746.5,76.89024669999998,1775.5,2071.0,1023.5,1099.25,0.0,0
S00216,9.86746,0.2028116,2.8853617000000003,4.817976,3.0515847000000003,30.23,27.2328101,16.290754999999997,286.8,1773.5,87.1316978,1497.0,2160.75,1003.0,1093.25,0.0,0
S00217,10.4618505,-1.0390909,2.7042831,11.890993,2.6233063,26.0775,24.5752607,21.50185,288.15,1776.25,78.4996122,1432.0,1983.5,991.75,1095.0,0.0,0
S00218,13.0803022,0.3357314,3.1276009,7.5900037,4.661044,,33.566959999999995,19.3354732,283.24,1762.0,84.97712440000001,,2219.25,1043.0,1050.25,0.0,0
S00220,10.179181800000002,0.2830282,1.8813175,8.939534199999997,2.0492835,30.677500000000002,25.2031504,18.1380269,288.85,1723.25,87.21852,1369.0,1969.5,1011.25,932.75,0.0048111362800333,1
S00221,15.6093775,-0.2189021,2.5268159,17.0044929,2.1514191000000005,28.575,28.251311800000003,27.5226402,288.7,1756.75,80.12159,1716.75,2105.25,1075.25,1117.25,0.0024405814181889,1
S00223,10.8450133,1.4891255,2.5012274,5.1621101,1.8620812,,33.8354365,14.0974318,289.54,1723.0,85.45103859999998,,2121.25,1013.5,1040.5,0.0,0
S00226,10.8450133,1.4891255,2.5012274,5.1621101,1.8620812,,33.8354365,14.0974318,287.33,1770.5,85.45103859999998,,2042.75,1013.5,1020.0,0.0,0
S00227,13.7166492,1.2214254,4.4277292,3.0354892,4.9081265,32.405,34.2648448,16.5573124,287.7,1771.5,85.52870990000001,1655.25,2000.25,958.5,959.75,0.0,0
S00229,23.1506374,-0.4425258,17.370491199999996,17.9655116,4.2294323,25.5675,24.9291672,21.8181405,289.15,1768.5,72.4527686,1540.0,1965.5,996.75,1030.0,0.0,0
S00233,14.3161255,-2.8067626,3.8283579,14.656506099999998,3.8499052,30.7825,24.6196258,26.3241051,281.95,1759.0,73.1832723,1061.75,2186.25,1044.0,1091.75,0.0,0
S00237,13.897685,0.5743018,3.0845836,16.770935599999998,3.027861,28.3475,28.250469899999995,27.0052641,287.4,1764.0,76.630905,1447.0,2088.25,955.5,995.5,0.0,0
