split,model,segment,range,n_unit,mean_y,mean_pred,mean_residual,rmse_segment,se_segment,pct_total_se
val,bag_zit_fixed_ge,small,"(0.005, 0.01]",773,0.0072615829198966406,0.0029302713964069384,-0.004331311523489702,0.004645176493356935,0.016679534777878896,5.847435863370268
val,bag_zit_fixed_ge,medium,"(0.01, 0.05]",771,0.01643599499352058,0.0029475116915537686,-0.01348848330196681,0.01480364158414326,0.16896295700101893,59.2342692710575
val,bag_zit_fixed_ge,large,"(0.05, 0.5]",8,0.07961976175137303,0.0030359008333315876,-0.07658386091804144,0.08525301812532965,0.05814461679582228,20.384076776813387
val,lgbm,y=0,y == 0,6178,0.0,0.0022639857312722984,0.0022639857312722984,0.0024631944600032756,0.03748394588345173,13.076607082076462
val,lgbm,very_small,"(0, 0.005]",997,0.0029492540375784236,0.00276563815995491,-0.00018361587762351413,0.001290027045731448,0.0016591772693824514,0.5788187107805344
val,lgbm,small,"(0.005, 0.01]",773,0.0072615829198966406,0.0027769410018692754,-0.004484641918027366,0.004743971812444252,0.01739657259476631,6.068948693499449
val,lgbm,medium,"(0.01, 0.05]",771,0.01643599499352058,0.0027896015372379764,-0.013646393456282603,0.014924922646917079,0.17174280664868935,59.914001815625625
val,lgbm,large,"(0.05, 0.5]",8,0.07961976175137303,0.00276663554750555,-0.07685312620386747,0.0854154284841361,0.05836636338502855,20.361623698017937
val,enet,y=0,y == 0,6178,0.0,0.002388038875208065,0.002388038875208065,0.002491491689226401,0.03835012551397754,13.147180689154263
val,enet,very_small,"(0, 0.005]",997,0.0029492540375784236,0.002621014463754172,-0.00032823957382425203,0.0013060867680104173,0.0017007450576351818,0.5830490064697761
val,enet,small,"(0.005, 0.01]",773,0.0072615829198966406,0.002622133251867116,-0.004639449668029525,0.0048892125183851816,0.018478100465599265,6.334657901576779
val,enet,medium,"(0.01, 0.05]",771,0.01643599499352058,0.0026503380426782493,-0.013785656950842332,0.015050942235846356,0.17465529474601021,59.87528561037909
val,enet,large,"(0.05, 0.5]",8,0.07961976175137303,0.0026397975010584752,-0.07697996425031456,0.08552354116474867,0.05851420874686767,20.059826792420093
val,et,y=0,y == 0,6178,0.0,0.002387271039804845,0.002387271039804845,0.0024651045807798527,0.03754210339085524,12.975701685769446
val,et,very_small,"(0, 0.005]",997,0.0029492540375784236,0.00265905747187472,-0.0002901965657037035,0.0012095654272250547,0.001458659377169915,0.5041573920953367
val,et,small,"(0.005, 0.01]",773,0.0072615829198966406,0.0026691786121547526,-0.004592404307741888,0.0048238155105987555,0.01798708857006659,6.216889156443732
val,et,medium,"(0.01, 0.05]",771,0.01643599499352058,0.002669353395185323,-0.013766641598335256,0.015021384133406217,0.17396996756946134,60.129353381254184
val,et,large,"(0.05, 0.5]",8,0.07961976175137303,0.0027410650784111,-0.07687869667296192,0.08541689798489385,0.058368371690894115,20.173898384437297
val,catboost,y=0,y == 0,6178,0.0,0.0022697620809946513,0.0022697620809946513,0.002491688065855068,0.038356171181466794,13.38352149993828
val,catboost,very_small,"(0, 0.005]",997,0.0029492540375784236,0.0028049638219893704,-0.0001442902155890533,0.0012977771900979894,0.0016791729582332168,0.5859095602192953
val,catboost,small,"(0.005, 0.01]",773,0.0072615829198966406,0.0028116890540812937,-0.004449893865815347,0.004717931291014197,0.01720611089038298,6.003684620717052
val,catboost,medium,"(0.01, 0.05]",771,0.01643599499352058,0.0028249951993183247,-0.013610999794202256,0.01489254220668059,0.1709984041142551,59.666039321048565
val,catboost,large,"(0.05, 0.5]",8,0.07961976175137303,0.0028538062339675,-0.07676595551740553,0.08540539959576125,0.058352658240893245,20.360844998076793
val,_stacking,y=0,y == 0,6178,0.0,0.0023316999334533945,0.0023316999334533945,0.002577217492360238,0.04103458491808666,14.466006113333751
val,_stacking,very_small,"(0, 0.005]",997,0.0029492540375784236,0.00299715260453259,4.789856695416638e-05,0.0012606455790822215,0.001584459594231371,0.558572780064326
val,_stacking,small,"(0.005, 0.01]",773,0.0072615829198966406,0.0029952120749104673,-0.004266370844986174,0.004545842049920714,0.01597379759580555,5.63127552369192
val,_stacking,medium,"(0.01, 0.05]",771,0.01643599499352058,0.003012245399417443,-0.013423749594103137,0.014721207742934082,0.16708646116358988,58.903331749858374
val,_stacking,large,"(0.05, 0.5]",8,0.07961976175137303,0.0031293192025053126,-0.07649044254886772,0.08513434482468639,0.05798285334982885,20.44081383305165
