ufs_serial,run_wf_xy,position,pi,one_minus_pi,mu,pred,pred_clipped,health
S00245,0000009_7_47_29,1,0.7740243810786727,0.22597561892132734,0.0016264279769506109,0.0003675330687223766,0.0003675330687223766,0.0
S00247,0000008_22_40_17,1,0.591403320715865,0.408596679284135,0.0018543661941211472,0.0007576878690946604,0.0007576878690946604,0.0
S00248,0000009_2_61_20,1,0.5482365297752688,0.4517634702247312,0.0020497641708343184,0.0009260085749584304,0.0009260085749584304,0.0048394556829523
S00249,0000009_2_17_26,1,0.6361559509252279,0.3638440490747721,0.0017691844217913924,0.0006437072235845896,0.0006437072235845896,0.0072902762090563
S00252,0000001_16_16_19,1,0.6954715832159305,0.3045284167840695,0.0018132598047419797,0.0005521891375562661,0.0005521891375562661,0.0
S00253,0000008_14_19_17,1,0.6465187810782895,0.35348121892171047,0.0018358032886343402,0.0006489219841669513,0.0006489219841669513,0.0
S00257,0000019_14_46_22,1,0.7881356863193025,0.21186431368069747,0.0018483802081423618,0.00039160580421906624,0.00039160580421906624,0.0122792453576052
S00258,0000022_7_29_26,1,0.5259839245870881,0.4740160754129119,0.0017710015169183006,0.0008394831885999266,0.0008394831885999266,0.004889013491513
S00259,0000022_6_51_28,1,0.6906282855872542,0.3093717144127458,0.0015975740069411213,0.0004942442094286146,0.0004942442094286146,0.0
S00260,0000022_7_18_22,1,0.6096483709164682,0.3903516290835318,0.0018418766234128167,0.0007189795405200678,0.0007189795405200678,0.0
S00261,0000022_6_22_20,1,0.5816821268558117,0.41831787314418833,0.0017656663931435491,0.0007386098102619798,0.0007386098102619798,0.0
S00262,0000022_7_37_31,1,0.6840870589418862,0.31591294105811385,0.001779641067788305,0.0005622116437528056,0.0005622116437528056,0.0
S00264,0000022_6_30_20,1,0.6196515988824405,0.3803484011175595,0.0018689995314295584,0.0007108709834687005,0.0007108709834687005,0.0
S00265,0000022_5_40_28,1,0.5880316472354625,0.41196835276453747,0.0016928620380025543,0.0006974055852535301,0.0006974055852535301,0.0021986286219862
S00267,0000022_3_51_13,1,0.6320211022685647,0.36797889773143533,0.0017754595954857252,0.0006533316649135373,0.0006533316649135373,0.0022214176846302
