ufs_serial,prob,reg,pred,health
S00312,0.24443902439695733,0.0077992192354871225,0.0019064335409804557,0.0022374990433228
S00313,0.2615632040511916,0.008478116073117025,0.0022175632044023957,0.0
S00314,0.20018705975145476,0.008163541762450863,0.0016342354225832472,0.0021928953719759
S00315,0.2999299469200463,0.00837130499982467,0.0025108050642489318,0.0021781336418657
S00316,0.21874051092509278,0.008316891346103987,0.0018192410623552688,0.0
S00318,0.303771037861293,0.008300127646366923,0.002521338389518091,0.0022137295775651
S00319,0.2578365417651748,0.008593154467351637,0.002215629230715909,0.0021892730027839
S00321,0.2149891861862898,0.008477943190866572,0.0018226661071380013,0.0
S00323,0.2186205315008038,0.00843576582661835,0.001844231608631621,0.0
S00324,0.33027872304440103,0.009122981753933319,0.003013126764046467,0.002440437609255
S00325,0.32456371023652836,0.009510510966921211,0.003086766725669141,0.0
S00326,0.2801453553411124,0.008727888030097414,0.0024450772935690813,0.0
S00327,0.28292974269906807,0.008936840677800567,0.0025284980335126793,0.0044787484736659
S00328,0.2495631960825583,0.00886193086555579,0.0022116117902707755,0.0
S00329,0.2735660826225379,0.009360645979092095,0.002560755251316635,0.0021770745724698
S00331,0.31758065042942685,0.008121747024936614,0.002579309702802632,0.0
S00332,0.3396285576587298,0.008495609046293286,0.0028853514468250457,0.0
S00334,0.33176308308209657,0.008961792898911226,0.002973192042086028,0.0072413089722295
S00335,0.29622083648820063,0.008205306246023563,0.0024305826798389574,0.0
S00336,0.2615585155439825,0.008254322495945121,0.0021589883388607066,0.0
S00339,0.29981317862895657,0.008141116465846953,0.002440814005214112,0.0
S00340,0.29963447032360335,0.00785515225089211,0.002353674384007318,0.0
S00341,0.3463341374027425,0.008552523299071966,0.002962030779400947,0.0
S00342,0.2412966688629803,0.009738061160750378,0.002349761719273033,0.0239999227366672
S00343,0.2631563320945999,0.008681147426625116,0.00228449891516314,0.0071593200806683
S00344,0.2854023731684188,0.00879781798709472,0.0025109181322206346,0.0
S00347,0.33782854185743416,0.008336454113631262,0.0028162921374694583,0.0
S00349,0.30882866291616623,0.008144659762831623,0.0025153043844623898,0.0
S00350,0.23923572849150612,0.009090701194632064,0.002174820522796407,0.0022072702240579
S00351,0.2630011485108576,0.008293008949960093,0.0021810708784503253,0.0
S00352,0.2277430967215603,0.008943033608988965,0.0020367141681961382,0.0
S00354,0.4036085671090614,0.008075547529710696,0.0032593601670876547,0.0047855643499528
S00356,0.3208403240168931,0.008406075728043728,0.0026970080602960905,0.0
S00357,0.38785217830899166,0.007160199231264992,0.0027770988689724946,0.0
S00358,0.35282990680356047,0.00849583239708275,0.0029975837528813764,0.0
S00360,0.4458621209476016,0.007671145311759501,0.0034202731187983415,0.0
S00361,0.4762074300142775,0.008267262173839789,0.003936931673058495,0.0024229128580134
S00362,0.3857954687167536,0.008286351908851939,0.0031968370186274994,0.0
S00363,0.3048792862217554,0.008932142570030869,0.0027232252511819673,0.0
S00366,0.25116554153673304,0.007746768659808203,0.001945721345600519,0.0044445636815653
S00369,0.3885112948577443,0.008209598859558211,0.003189521883189622,0.0
S00371,0.34340526113135883,0.008497846399162205,0.0029182051617584743,0.0087046378029984
S00373,0.24608903947565508,0.008857130810774359,0.002179642813733692,0.0023894345645892
S00376,0.3469248094282056,0.008590419528482622,0.0029802296578271695,0.0022044799290308
S00377,0.3074380244547343,0.008510813925717326,0.0026165478198243767,0.0066640743372799
S00378,0.2656308438420268,0.008326515556216278,0.002211779353461493,0.0
S00379,0.19049314502840559,0.00854134528798902,0.0016270677266825811,0.0024318042813455
S00380,0.4190214021808512,0.008728954136482335,0.003657618601841169,0.0
S00383,0.40570607200244185,0.008189502623163996,0.0033225309408975584,0.0
S00384,0.36190294107863885,0.008596363134342299,0.003111049100898464,0.0043461531734788
S00388,0.2747139485433007,0.008128112466199145,0.002232905869793593,0.0
S00389,0.24455393894413613,0.007514702684216579,0.0018377501414192372,0.0120899864747837
S00390,0.2863739695789498,0.008804208895313215,0.002521296250353146,0.0
S00393,0.4029865425761764,0.007638590413286722,0.0030782491408059423,0.0
S00395,0.2543209710631137,0.008591866269591403,0.002185091772926898,0.0
S00396,0.2966595435734772,0.008611101171293087,0.002554565343140842,0.0
S00398,0.23293776096816796,0.008444481167121048,0.0019670385356070387,0.0
S00400,0.3489663844527563,0.00865661331100379,0.0030208670487465957,0.0
S00402,0.26097625506748,0.008956927556190505,0.0023375454105253137,0.0
S00403,0.28777120112837057,0.009175607642385997,0.002640475632332075,0.0043498619334567
S00404,0.3556362683229975,0.008586412859970924,0.003053639827800656,0.0
S00405,0.22374584447715964,0.008360042066256788,0.0018705246719792038,0.0
S00406,0.2529933699205528,0.008489585859215604,0.0021478089357528274,0.0
S00408,0.3051094210502063,0.0076680821505583216,0.00233960410552227,0.0022408584697236
S00409,0.2607030825007894,0.008525851450007768,0.00222271575396085,0.002175502182068
S00410,0.2823081040587892,0.008409102651951975,0.0023739578265082983,0.0
S00411,0.07865409926694782,0.007970862179652172,0.000626940985121522,0.0
S00412,0.08094300584734723,0.008590354710384248,0.000695329131553419,0.0
S00416,0.2075340883062007,0.008633775933509757,0.0017918028170009644,0.0
S00417,0.36784142059877634,0.008292801539592234,0.003050435899067327,0.0065888903619249
S00420,0.4256283558524454,0.008129687656823495,0.0034602255909677035,0.0067010031280336
S00423,0.39841742411515974,0.0081489021728257,0.0032466646130636435,0.0022000593174946
S00429,0.45060489120144753,0.00837977696714251,0.003775968488571647,0.0
S00430,0.3493280606157148,0.007585045044521141,0.0026496690750854083,0.0065350023668016
S00432,0.33726450388862045,0.00833932565907469,0.002812558531173468,0.0
S00434,0.3532087946920051,0.007949270336794404,0.002807752194340061,0.002191705914519
S00435,0.46212787665644783,0.008037364705021923,0.0037142902850452585,0.0
S00436,0.4663781625204477,0.007451537136902574,0.0034752341978615004,0.0
S00438,0.22868310523550972,0.008766348091800723,0.0020047157032083746,0.0
S00439,0.4210574962700274,0.007150005437967251,0.0030105633880275714,0.0
S00440,0.16557276628275208,0.008539558081492435,0.0014139182543849338,0.0122367980460517
S00441,0.15644212188669762,0.008182498303998167,0.0012800873970117777,0.0
S00446,0.2402756686951686,0.008068048631378045,0.0019385557799694994,0.0
S00448,0.2899123179710975,0.008398097973494075,0.002434712050044044,0.012265971677205
S00450,0.34910593248461885,0.0079850322307911,0.002787622122850063,0.0
S00452,0.24195439818295517,0.0076354052292717375,0.001847419877131432,0.0048683965637152
S00453,0.3077065130662809,0.00782299870964568,0.002407187654667087,0.0024367761990213
S00454,0.23947167782601078,0.008393368221110238,0.0020099739705207883,0.0
S00455,0.2531370276240838,0.00831044338209494,0.002103680935981751,0.0
S00456,0.17012299347342125,0.008044221414331521,0.0013685070271690768,0.0
S00457,0.17432412463224323,0.007660568695175808,0.0013354219319716885,0.0047714366632584
S00461,0.1878316576579282,0.007625863259924692,0.0014323785371843471,0.0
S00462,0.2718688227558579,0.00906395458358581,0.0024642066621520364,0.0
S00463,0.28636193951743066,0.008002434116338514,0.0022915925544151534,0.0
S00464,0.19025695420099206,0.008890667291172197,0.0016915112796328069,0.0
S00465,0.2538312071120422,0.007541680005245853,0.0019143137393843076,0.0
S00467,0.2581497159629531,0.00929116406083797,0.00239851136327052,0.0047907539412867
S00469,0.29686479978345975,0.007538628928621965,0.0022379535675371575,0.0024476488781198
S00470,0.2592287983711829,0.008909079291350696,0.0023094899192904303,0.0
S00472,0.20918914685646536,0.007933541519387752,0.0016596107819910697,0.0
S00473,0.19080771054246806,0.008619569992967134,0.0016446804162186164,0.0
S00475,0.23424098449446373,0.00797466780305925,0.001867994037204901,0.0
S00476,0.22872030368825128,0.009527115835476297,0.0021790448271632864,0.0048258518065386
S00478,0.21551614300018548,0.008434010387151537,0.0018176653886624004,0.0
S00482,0.2158143856364745,0.009644328619159304,0.002081384855820134,0.0
S00483,0.25387439230431524,0.008406981616686182,0.002134317349049754,0.0
S00484,0.2563151022168267,0.008361492534696553,0.00214317681371598,0.0
S00485,0.22979298392305225,0.008523494052647648,0.0019586391318082924,0.0
S00486,0.1854742895788256,0.00850884084353455,0.0015781712105938659,0.0023937848290876
S00487,0.2626268596208866,0.008636167987121251,0.002268089677616088,0.0047925556278778
S00488,0.19428138091121044,0.008629349836900847,0.0016765220026790251,0.0024354507544016
S00491,0.32856455868166695,0.00854581115708224,0.0028078506714035918,0.0
S00493,0.16016163509392067,0.008714266447411885,0.001395691162861579,0.0
S00495,0.3221167798676219,0.008772945946321569,0.0028259130981818105,0.0
S00497,0.27896203753030935,0.008476520671040072,0.0023646274775611237,0.0043514615044499
S00498,0.23996557901146845,0.009110963559793342,0.002186317645978199,0.0
S00499,0.26606366150644195,0.008836840446816858,0.0023511621254283157,0.0
S00500,0.24009991484709967,0.0087628056112921,0.0021039488810929204,0.0021848266645565
S00501,0.37286464511947115,0.009133420541784797,0.0034055296090394764,0.0021832142888519
S00502,0.29274850554636217,0.008242373318284563,0.002412942471083016,0.0022247289590775
S00503,0.35888193269873037,0.008091329319049384,0.0029038319041223446,0.0
S00505,0.4585034992719418,0.007740590790892024,0.0035490879640561602,0.0
S00510,0.3564766302557784,0.007970359411105727,0.0028412468647984,0.0022227290819726
S00512,0.34568160406010506,0.007924008946670377,0.0027391841232716394,0.0043474647807241
S00513,0.43059855932748087,0.009184409573325473,0.003954793530547472,0.0
S00514,0.3259394636270214,0.009118871365903301,0.0029722000418863264,0.0
S00515,0.4372456099593579,0.008320021971635748,0.0036378930818631323,0.0065527516282994
S00516,0.3841392374920998,0.007762637119889302,0.0029819335041621465,0.0
S00518,0.28431400208056923,0.008153090603117244,0.0023180378186977452,0.0
S00519,0.3559862276505003,0.00834465834831753,0.002970583446449812,0.0
S00520,0.246723902148908,0.008630651966519434,0.002129388131268821,0.0
S00521,0.28597358044466253,0.008432732643268775,0.0024115387469281547,0.004380398378283
S00522,0.3661589934739731,0.008044891699794924,0.00294570944740403,0.0
S00523,0.31864232445853613,0.008732782050518634,0.002782633971567039,0.0
S00524,0.3305252839722433,0.008141221963797301,0.002690879701465167,0.0073659093266936
S00525,0.308403886875789,0.007807630098673076,0.0024079034697191766,0.0022026334100044
S00527,0.2674413966876713,0.008765163796114682,0.002344167647829122,0.0022325840475805
S00529,0.3363766844363724,0.008341943491557943,0.0028060352934458368,0.0022204351516776
S00531,0.21276620747214794,0.008869178620068432,0.001887061498385019,0.0
S00537,0.39508116918801744,0.008260596517610231,0.0032636061303679153,0.0
S00538,0.41146027120518935,0.009074898278687573,0.003733960106908295,0.0
S00539,0.3215845981083235,0.008768294183078394,0.0028197483609608163,0.0
S00540,0.35870129816300145,0.008849111205028456,0.003174187676832469,0.0043980160257686
S00543,0.3686793509408027,0.007699250938485081,0.0028385548387310456,0.0024125042473666
S00545,0.3224428217205815,0.008271369228768286,0.002667043633616836,0.0
S00547,0.2726843204269699,0.007830761735881655,0.002135325942374408,0.0024299851365094
S00548,0.40296915955285045,0.008604506212947666,0.003467350636998801,0.0022212091958954
S00550,0.26710435850553155,0.008221390035716902,0.002195969111513932,0.0048952977562397
S00551,0.3077269813427265,0.008019899857084036,0.0024679395736914344,0.0
S00552,0.2875352245432096,0.008122446818057523,0.0023354895696704485,0.0021787351938066
S00553,0.31244392054561393,0.00845067477393821,0.002640361957625174,0.0
S00554,0.24615827824411082,0.008651151607988964,0.002129552584651334,0.0
S00555,0.2784644636856625,0.007534495865345379,0.0020980893502852427,0.0
S00557,0.3362144027001418,0.00831920439128841,0.0027970363353574295,0.0086994954467681
S00558,0.4069037054676904,0.008638241353509357,0.0035149324154671946,0.0
S00559,0.3642083007164156,0.008580706030047128,0.003125164362150565,0.0
S00560,0.3769049965665223,0.008386137453951111,0.003160777108287828,0.0
S00561,0.4386254194296534,0.00858948357619551,0.003767565836292875,0.0
S00562,0.40347147038475967,0.009034616108699685,0.0036452098457388977,0.0109444848164541
S00564,0.34060561421854246,0.00954986346505096,0.0032527371112169006,0.0
S00565,0.452782443183246,0.00838072644632876,0.003794645796019179,0.0
S00566,0.3587545107249173,0.008557545750281224,0.003070058138648236,0.0
S00567,0.3659716057987285,0.008649017505178054,0.003165294824951325,0.0
S00568,0.3453993734834798,0.008229610019406083,0.0028425021447162292,0.0
S00570,0.04448529978283735,0.008033048796068256,0.000357352583863257,0.0022028091356744
S00571,0.06691433286712418,0.008900747255834026,0.0005955875646430202,0.0
S00574,0.21927278469414352,0.009205629120935171,0.0020185439322089557,0.0
S00577,0.059964920707100126,0.008326353586501361,0.0004992891325938329,0.0
S00579,0.2348130585436233,0.00771085911479212,0.0018106104127433133,0.0
S00580,0.33928351567501325,0.008737771777142422,0.002964581927714789,0.0022136704169895
S00581,0.28484943353038733,0.008604572960996868,0.0024510077337108454,0.0
S00582,0.3838585819563681,0.008274543210963325,0.003176254423297075,0.0022362909068002
S00583,0.3647899554689538,0.008003088584650977,0.0029194463284089225,0.0
S00584,0.1280361956280842,0.008632325503105283,0.0011052501168408882,0.0
S00585,0.17822111022519088,0.008128348142736207,0.001448643230295315,0.0
S00586,0.16796118001891763,0.0077764346572600064,0.001306139141373398,0.0
S00587,0.2121299857077283,0.008651982401977702,0.0018353449032750468,0.0
S00588,0.2030668546879789,0.007911024187892858,0.0016064667991959253,0.0
S00589,0.14690032423943286,0.007922903326672056,0.0011638770676058064,0.0
S00590,0.18451241051166803,0.008905183358331662,0.001643116847494166,0.0
S00593,0.17954905369500637,0.0077703942638632706,0.001395166936913756,0.0
S00594,0.16002368872499168,0.007539432922220887,0.0012064878671084296,0.0
S00598,0.26404265643813524,0.008742122476138555,0.0023082932415071527,0.0
S00599,0.2129643841772366,0.008882206572508801,0.0018915936528493401,0.0
S00600,0.2992683734524454,0.007998572904179118,0.0023937199029744867,0.0
S00603,0.17316453895478198,0.009268862268122959,0.001605038261294887,0.0
S00605,0.35876947631531736,0.008573668660956012,0.0030759706155922364,0.0
S00606,0.4072038239366895,0.008983575239147971,0.003658146190004014,0.0
S00607,0.3409292454947953,0.007851951273945529,0.0026769598234881458,0.0
S00612,0.32947497156680916,0.007932098990807875,0.0026134280894615403,0.0
